TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2019-05-01 14:11:51.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-01 14:11:51.935,0.7347985452533089,1.200808651680343,1.382862081308236,0.486386529426968,0.8158067221333393,1.063219888972702,1.107118030997742,0.3080930591549413,1.061259417408891,0.8459611357822323,0.8721392280243733,0.8949274744381869,1.071326148131345,-0.09384667852866639,-0.03858806400684211,0.4778663199164677,-0.006946587331021345,-0.5976545592402446,-0.484111313165665,-0.02151029454548024,810.6959706959707,809.8901098901099,802.2344322344322,801.025641025641,830.4395604395604,-0.171631,0.095032,0.988647,3.289795,-8.291779,-1.809387,1,1,1,1,1,50.000000
2019-05-01 14:11:52.940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-01 14:11:52.941,-0.1417616574841185,0.9757084361380864,1.163259276617595,0.6779494931806928,0.2959402064866378,0.7639532590511872,0.8461175130355356,0.3951407048995413,0.8619348599597016,0.7402549550161414,0.83180143399162,0.4185790774952923,0.8209602805585542,-0.1400804286643878,-0.07341803180889414,0.2287424882545776,0.1201414965010596,-0.5057561154875452,-0.4063672710175286,0.1476343023232195,828.4249084249085,796.5934065934066,790.5494505494506,857.4358974358975,1039.56043956044,-0.165283,0.096069,0.992920,4.358978,-7.940369,-2.729034,1,1,1,1,1,50.000000
2019-05-01 14:11:53.935,-0.268023829561838,1.488007692276529,1.576305842377514,0.6993483802464819,0.3014325119954395,1.050825483713781,1.18941789317581,0.3131748208231684,0.6600806400374299,0.6982565179307723,0.9885629629271655,0.3631297773770014,0.7599415813355191,-0.1625872554310281,-0.2903403526542148,0.1569832383709537,0.1557039050095399,-0.5007618253542369,-0.4076143630854748,0.1874774664856474,818.7545787545788,818.3516483516484,802.2344322344322,817.1428571428571,681.7582417582418,-0.166809,0.101624,0.992065,3.872986,-8.725433,-1.405640,1,1,1,1,1,50.000000
2019-05-01 14:11:54.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-01 14:11:54.935,-0.268023829561838,0.9952511109034918,0.850512686417934,0.6993483802464819,0.3014325119954395,0.2120651060826605,0.3591455863900606,0.3131748208231684,0.6600806400374299,0.276037633548272,0.4533651650469693,0.3631297773770014,0.7599415813355191,-0.1557579377687138,-0.2518130859473582,0.1569832383709537,0.1557039050095399,-0.5100701144143942,-0.759271311788196,0.1874774664856474,804.6520146520147,807.0695970695971,803.8461538461539,815.1282051282052,1071.391941391941,-0.166504,0.096191,0.989746,3.902893,-10.131073,-0.942078,1,1,1,1,1,50.000000
2019-05-01 14:11:55.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-01 14:11:55.943,1.282782506595208,0.8806485450095431,1.008223769733967,1.116512664910951,0.665815469563287,0.4822589400925257,0.8154957355626463,0.5894498022772433,0.8192814123605275,0.725240425285864,0.800748958669802,0.7725570070076644,0.8147490200532296,-0.05306312035616194,-0.1745230218710817,0.5390139023657611,0.2430771944674037,-0.4329216056637167,-0.5089017909623562,0.3345921083706539,821.978021978022,810.6959706959707,799.0109890109891,811.5018315018315,618.901098901099,-0.157471,0.091248,0.998352,4.022522,-8.575897,-1.899109,1,1,1,1,1,50.000000
2019-05-01 14:11:56.946,1.282782506595208,1.207098111881396,1.317564492650433,1.116512664910951,0.665815469563287,0.8776579205286953,1.133101546489167,0.5894498022772433,0.8192814123605275,0.7541697545571092,0.8456256632970404,0.7725570070076644,0.8147490200532296,0.06286986463607544,-0.1010588719057887,0.5390139023657611,0.2430771944674037,-0.3244073931597432,-0.4202953957708153,0.3345921083706539,816.7399267399268,806.2637362637363,795.7875457875458,817.1428571428571,936.007326007326,-0.154419,0.092773,0.991760,3.289795,-8.807678,-2.743988,1,1,1,1,1,50.000000
