Experiment name:,NeuLog experiment
Duration:, 1 Hours
Rate:, 5 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,1.1501
'0:0:0.2,1.1492
'0:0:0.4,1.1484
'0:0:0.6,1.1475
'0:0:0.8,1.1468
'0:0:1.0,1.1460
'0:0:1.2,1.1457
'0:0:1.4,1.1468
'0:0:1.6,1.1512
'0:0:1.8,1.1612
'0:0:2.0,1.1741
'0:0:2.2,1.1873
'0:0:2.4,1.1963
'0:0:2.6,1.2037
'0:0:2.8,1.2111
'0:0:3.0,1.2185
'0:0:3.2,1.2215
'0:0:3.4,1.2218
'0:0:3.6,1.2214
'0:0:3.8,1.2207
'0:0:4.0,1.2191
'0:0:4.2,1.2176
'0:0:4.4,1.2161
'0:0:4.6,1.2142
'0:0:4.8,1.2117
'0:0:5.0,1.2092
'0:0:5.2,1.2074
'0:0:5.4,1.2050
'0:0:5.6,1.2031
'0:0:5.8,1.2015
'0:0:6.0,1.1997
'0:0:6.2,1.1983
'0:0:6.4,1.1977
'0:0:6.6,1.1968
'0:0:6.8,1.1963
'0:0:7.0,1.1964
'0:0:7.2,1.1967
'0:0:7.4,1.1977
'0:0:7.6,1.1989
'0:0:7.8,1.1997
'0:0:8.0,1.2000
'0:0:8.2,1.2000
'0:0:8.4,1.1996
'0:0:8.6,1.1994
'0:0:8.8,1.1984
'0:0:9.0,1.1976
'0:0:9.2,1.1969
'0:0:9.4,1.1967
'0:0:9.6,1.1968
'0:0:9.8,1.1968
'0:0:10.0,1.1968
'0:0:10.2,1.1969
'0:0:10.4,1.1972
'0:0:10.6,1.1968
'0:0:10.8,1.1962
'0:0:11.0,1.1955
'0:0:11.2,1.1944
'0:0:11.4,1.1932
'0:0:11.6,1.1923
'0:0:11.8,1.1910
'0:0:12.0,1.1896
'0:0:12.2,1.1885
'0:0:12.4,1.1873
'0:0:12.6,1.1861
'0:0:12.8,1.1846
'0:0:13.0,1.1832
'0:0:13.2,1.1821
'0:0:13.4,1.1809
'0:0:13.6,1.1798
'0:0:13.8,1.1785
'0:0:14.0,1.1771
'0:0:14.2,1.1762
'0:0:14.4,1.1751
'0:0:14.6,1.1742
'0:0:14.8,1.1735
'0:0:15.0,1.1727
'0:0:15.2,1.1720
'0:0:15.4,1.1710
'0:0:15.6,1.1704
'0:0:15.8,1.1696
'0:0:16.0,1.1688
'0:0:16.2,1.1679
'0:0:16.4,1.1670
'0:0:16.6,1.1661
'0:0:16.8,1.1651
'0:0:17.0,1.1642
'0:0:17.2,1.1634
'0:0:17.4,1.1624
'0:0:17.6,1.1615
'0:0:17.8,1.1604
'0:0:18.0,1.1597
'0:0:18.2,1.1589
'0:0:18.4,1.1579
'0:0:18.6,1.1571
'0:0:18.8,1.1564
'0:0:19.0,1.1559
'0:0:19.2,1.1551
'0:0:19.4,1.1549
'0:0:19.6,1.1543
'0:0:19.8,1.1542
'0:0:20.0,1.1537
'0:0:20.2,1.1530
'0:0:20.4,1.1526
'0:0:20.6,1.1525
'0:0:20.8,1.1528
'0:0:21.0,1.1543
'0:0:21.2,1.1578
'0:0:21.4,1.1640
'0:0:21.6,1.1681
'0:0:21.8,1.1729
'0:0:22.0,1.1776
'0:0:22.2,1.1822
'0:0:22.4,1.1862
'0:0:22.6,1.1902
'0:0:22.8,1.1928
'0:0:23.0,1.1944
'0:0:23.2,1.1951
'0:0:23.4,1.1950
'0:0:23.6,1.1942
'0:0:23.8,1.1932
'0:0:24.0,1.1918
'0:0:24.2,1.1905
'0:0:24.4,1.1885
'0:0:24.6,1.1865
'0:0:24.8,1.1845
'0:0:25.0,1.1830
'0:0:25.2,1.1812
'0:0:25.4,1.1793
'0:0:25.6,1.1775
'0:0:25.8,1.1758
'0:0:26.0,1.1742
'0:0:26.2,1.1742
'0:0:26.4,1.1731
'0:0:26.6,1.1719
'0:0:26.8,1.1710
'0:0:27.0,1.1703
'0:0:27.2,1.1693
'0:0:27.4,1.1684
'0:0:27.6,1.1676
'0:0:27.8,1.1675
'0:0:28.0,1.1684
'0:0:28.2,1.1714
'0:0:28.4,1.1756
'0:0:28.6,1.1805
'0:0:28.8,1.1853
'0:0:29.0,1.1879
'0:0:29.2,1.1895
'0:0:29.4,1.1906
'0:0:29.6,1.1908
'0:0:29.8,1.1905
'0:0:30.0,1.1899
'0:0:30.2,1.1897
'0:0:30.4,1.1891
'0:0:30.6,1.1878
'0:0:30.8,1.1874
'0:0:31.0,1.1866
'0:0:31.2,1.1856
'0:0:31.4,1.1846
'0:0:31.6,1.1830
'0:0:31.8,1.1809
'0:0:32.0,1.1794
'0:0:32.2,1.1781
'0:0:32.4,1.1767
'0:0:32.6,1.1754
'0:0:32.8,1.1743
'0:0:33.0,1.1731
'0:0:33.2,1.1723
'0:0:33.4,1.1711
'0:0:33.6,1.1700
'0:0:33.8,1.1691
'0:0:34.0,1.1679
'0:0:34.2,1.1671
'0:0:34.4,1.1662
'0:0:34.6,1.1653
'0:0:34.8,1.1643
'0:0:35.0,1.1636
'0:0:35.2,1.1627
'0:0:35.4,1.1620
'0:0:35.6,1.1611
'0:0:35.8,1.1601
'0:0:36.0,1.1589
'0:0:36.2,1.1578
'0:0:36.4,1.1570
'0:0:36.6,1.1561
'0:0:36.8,1.1550
'0:0:37.0,1.1540
'0:0:37.2,1.1535
'0:0:37.4,1.1526
'0:0:37.6,1.1520
'0:0:37.8,1.1514
'0:0:38.0,1.1516
'0:0:38.2,1.1526
'0:0:38.4,1.1546
'0:0:38.6,1.1568
'0:0:38.8,1.1589
'0:0:39.0,1.1607
'0:0:39.2,1.1614
'0:0:39.4,1.1618
'0:0:39.6,1.1621
'0:0:39.8,1.1618
'0:0:40.0,1.1611
'0:0:40.2,1.1602
'0:0:40.4,1.1591
'0:0:40.6,1.1579
'0:0:40.8,1.1571
'0:0:41.0,1.1558
'0:0:41.2,1.1545
'0:0:41.4,1.1534
'0:0:41.6,1.1522
'0:0:41.8,1.1510
'0:0:42.0,1.1499
'0:0:42.2,1.1489
'0:0:42.4,1.1480
'0:0:42.6,1.1469
'0:0:42.8,1.1462
'0:0:43.0,1.1450
'0:0:43.2,1.1441
'0:0:43.4,1.1433
'0:0:43.6,1.1423
'0:0:43.8,1.1414
'0:0:44.0,1.1408
'0:0:44.2,1.1402
'0:0:44.4,1.1397
'0:0:44.6,1.1392
'0:0:44.8,1.1389
'0:0:45.0,1.1381
'0:0:45.2,1.1377
'0:0:45.4,1.1374
'0:0:45.6,1.1372
'0:0:45.8,1.1365
'0:0:46.0,1.1364
'0:0:46.2,1.1359
'0:0:46.4,1.1353
'0:0:46.6,1.1346
'0:0:46.8,1.1340
'0:0:47.0,1.1334
'0:0:47.2,1.1333
'0:0:47.4,1.1332
'0:0:47.6,1.1330
'0:0:47.8,1.1326
'0:0:48.0,1.1324
'0:0:48.2,1.1319
'0:0:48.4,1.1318
'0:0:48.6,1.1310
'0:0:48.8,1.1305
'0:0:49.0,1.1297
'0:0:49.2,1.1293
'0:0:49.4,1.1290
'0:0:49.6,1.1282
'0:0:49.8,1.1273
'0:0:50.0,1.1265
'0:0:50.2,1.1259
'0:0:50.4,1.1249
'0:0:50.6,1.1240
'0:0:50.8,1.1232
'0:0:51.0,1.1225
'0:0:51.2,1.1218
'0:0:51.4,1.1214
'0:0:51.6,1.1211
'0:0:51.8,1.1209
'0:0:52.0,1.1206
'0:0:52.2,1.1201
'0:0:52.4,1.1197
'0:0:52.6,1.1196
'0:0:52.8,1.1194
'0:0:53.0,1.1189
'0:0:53.2,1.1182
'0:0:53.4,1.1176
'0:0:53.6,1.1172
'0:0:53.8,1.1168
'0:0:54.0,1.1166
'0:0:54.2,1.1164
'0:0:54.4,1.1161
'0:0:54.6,1.1162
'0:0:54.8,1.1168
'0:0:55.0,1.1184
'0:0:55.2,1.1208
'0:0:55.4,1.1244
'0:0:55.6,1.1274
'0:0:55.8,1.1299
'0:0:56.0,1.1318
'0:0:56.2,1.1331
'0:0:56.4,1.1343
'0:0:56.6,1.1347
'0:0:56.8,1.1356
'0:0:57.0,1.1357
'0:0:57.2,1.1352
'0:0:57.4,1.1347
'0:0:57.6,1.1341
'0:0:57.8,1.1337
'0:0:58.0,1.1330
'0:0:58.2,1.1321
'0:0:58.4,1.1315
'0:0:58.6,1.1305
'0:0:58.8,1.1299
'0:0:59.0,1.1296
'0:0:59.2,1.1293
'0:0:59.4,1.1285
'0:0:59.6,1.1279
'0:0:59.8,1.1280
'0:1:0.0,1.1298
'0:1:0.2,1.1350
'0:1:0.4,1.1432
'0:1:0.6,1.1541
'0:1:0.8,1.1643
'0:1:1.0,1.1733
'0:1:1.2,1.1801
'0:1:1.4,1.1848
'0:1:1.6,1.1874
'0:1:1.8,1.1919
'0:1:2.0,1.1924
'0:1:2.2,1.1914
'0:1:2.4,1.1900
'0:1:2.6,1.1892
'0:1:2.8,1.1879
'0:1:3.0,1.1860
'0:1:3.2,1.1844
'0:1:3.4,1.1825
'0:1:3.6,1.1814
'0:1:3.8,1.1803
'0:1:4.0,1.1784
'0:1:4.2,1.1765
'0:1:4.4,1.1753
'0:1:4.6,1.1743
'0:1:4.8,1.1744
'0:1:5.0,1.1763
'0:1:5.2,1.1792
'0:1:5.4,1.1824
'0:1:5.6,1.1852
'0:1:5.8,1.1868
'0:1:6.0,1.1878
'0:1:6.2,1.1881
'0:1:6.4,1.1888
'0:1:6.6,1.1892
'0:1:6.8,1.1773
'0:1:7.0,1.0914
'0:1:7.2,1.1259
'0:1:7.4,1.1385
'0:1:7.6,0.9742
'0:1:7.8,0.9714
'0:1:8.0,0.9861
'0:1:8.2,1.0581
'0:1:8.4,1.0628
'0:1:8.6,1.0712
'0:1:8.8,1.0879
'0:1:9.0,1.0847
'0:1:9.2,1.1116
'0:1:9.4,1.1441
'0:1:9.6,1.1533
'0:1:9.8,1.1481
'0:1:10.0,1.1298
'0:1:10.2,1.1266
'0:1:10.4,1.1242
'0:1:10.6,1.1176
'0:1:10.8,1.1238
'0:1:11.0,1.1308
'0:1:11.2,1.1303
'0:1:11.4,1.1316
'0:1:11.6,1.1346
'0:1:11.8,1.1377
'0:1:12.0,1.1401
'0:1:12.2,1.1431
'0:1:12.4,1.1594
'0:1:12.6,1.1573
'0:1:12.8,1.1578
'0:1:13.0,1.1661
'0:1:13.2,1.1729
'0:1:13.4,1.1831
'0:1:13.6,1.1924
'0:1:13.8,1.1990
'0:1:14.0,1.2037
'0:1:14.2,1.2086
'0:1:14.4,1.2105
'0:1:14.6,1.2115
'0:1:14.8,1.2118
'0:1:15.0,1.2085
'0:1:15.2,1.2066
'0:1:15.4,1.2077
'0:1:15.6,1.2044
'0:1:15.8,1.1995
'0:1:16.0,1.1974
'0:1:16.2,1.1927
'0:1:16.4,1.1637
'0:1:16.6,1.1229
'0:1:16.8,1.1195
'0:1:17.0,1.0959
'0:1:17.2,1.0464
'0:1:17.4,0.9856
'0:1:17.6,0.9928
'0:1:17.8,0.9985
'0:1:18.0,0.9985
'0:1:18.2,0.9914
'0:1:18.4,0.9881
'0:1:18.6,0.9894
'0:1:18.8,0.9660
'0:1:19.0,0.9400
'0:1:19.2,1.0242
'0:1:19.4,1.1134
'0:1:19.6,1.1406
'0:1:19.8,1.1702
'0:1:20.0,1.2234
'0:1:20.2,1.2281
'0:1:20.4,1.2421
'0:1:20.6,1.1997
'0:1:20.8,1.1407
'0:1:21.0,1.1474
'0:1:21.2,1.1225
'0:1:21.4,1.2098
'0:1:21.6,1.3014
'0:1:21.8,1.1571
'0:1:22.0,1.2424
'0:1:22.2,1.1590
'0:1:22.4,1.2384
'0:1:22.6,1.2987
'0:1:22.8,1.2686
'0:1:23.0,1.1898
'0:1:23.2,1.1365
'0:1:23.4,1.1151
'0:1:23.6,1.1726
'0:1:23.8,1.1315
'0:1:24.0,1.0523
'0:1:24.2,1.2738
'0:1:24.4,1.3203
'0:1:24.6,1.2693
'0:1:24.8,1.2001
'0:1:25.0,1.1932
'0:1:25.2,1.1539
'0:1:25.4,1.2171
'0:1:25.6,1.2837
'0:1:25.8,1.3218
'0:1:26.0,1.3421
'0:1:26.2,1.3614
'0:1:26.4,1.3762
'0:1:26.6,1.3848
'0:1:26.8,1.3888
'0:1:27.0,1.3909
'0:1:27.2,1.3944
'0:1:27.4,1.3937
'0:1:27.6,1.3952
'0:1:27.8,1.3965
'0:1:28.0,1.3964
'0:1:28.2,1.3949
'0:1:28.4,1.3924
'0:1:28.6,1.3912
'0:1:28.8,1.3890
'0:1:29.0,1.3879
'0:1:29.2,1.3850
'0:1:29.4,1.3836
'0:1:29.6,1.3828
'0:1:29.8,1.3809
'0:1:30.0,1.3790
'0:1:30.2,1.3792
'0:1:30.4,1.3775
'0:1:30.6,1.3762
'0:1:30.8,1.3750
'0:1:31.0,1.3730
'0:1:31.2,1.3724
'0:1:31.4,1.3711
'0:1:31.6,1.3705
'0:1:31.8,1.3692
'0:1:32.0,1.3690
'0:1:32.2,1.3712
'0:1:32.4,1.3804
'0:1:32.6,1.3971
'0:1:32.8,1.4161
'0:1:33.0,1.4358
'0:1:33.2,1.4525
'0:1:33.4,1.4646
'0:1:33.6,1.4747
'0:1:33.8,1.4830
'0:1:34.0,1.4905
'0:1:34.2,1.4985
'0:1:34.4,1.5057
'0:1:34.6,1.5111
'0:1:34.8,1.5159
'0:1:35.0,1.5179
'0:1:35.2,1.5217
'0:1:35.4,1.5282
'0:1:35.6,1.5340
'0:1:35.8,1.5378
'0:1:36.0,1.5398
'0:1:36.2,1.5413
'0:1:36.4,1.5414
'0:1:36.6,1.5405
'0:1:36.8,1.5384
'0:1:37.0,1.5351
'0:1:37.2,1.5312
'0:1:37.4,1.5263
'0:1:37.6,1.5215
'0:1:37.8,1.5173
'0:1:38.0,1.5138
'0:1:38.2,1.5108
'0:1:38.4,1.5078
'0:1:38.6,1.5049
'0:1:38.8,1.5018
'0:1:39.0,1.4996
'0:1:39.2,1.4969
'0:1:39.4,1.4949
'0:1:39.6,1.4917
'0:1:39.8,1.4895
'0:1:40.0,1.4870
'0:1:40.2,1.4854
'0:1:40.4,1.4825
'0:1:40.6,1.4802
'0:1:40.8,1.4785
'0:1:41.0,1.4766
'0:1:41.2,1.4751
'0:1:41.4,1.4733
'0:1:41.6,1.4717
'0:1:41.8,1.4703
'0:1:42.0,1.4691
'0:1:42.2,1.4672
'0:1:42.4,1.4667
'0:1:42.6,1.4664
'0:1:42.8,1.4646
'0:1:43.0,1.4477
'0:1:43.2,1.4407
'0:1:43.4,1.4333
'0:1:43.6,1.4305
'0:1:43.8,1.4421
'0:1:44.0,1.4474
'0:1:44.2,1.4518
'0:1:44.4,1.4576
'0:1:44.6,1.4086
'0:1:44.8,1.3219
'0:1:45.0,1.3164
'0:1:45.2,1.3183
