Experiment name:,NeuLog experiment
Duration:, 1 Hours
Rate:, 5 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,0.6143
'0:0:0.2,0.6146
'0:0:0.4,0.6143
'0:0:0.6,0.6141
'0:0:0.8,0.6137
'0:0:1.0,0.6140
'0:0:1.2,0.6134
'0:0:1.4,0.6130
'0:0:1.6,0.6123
'0:0:1.8,0.6119
'0:0:2.0,0.6109
'0:0:2.2,0.6102
'0:0:2.4,0.6094
'0:0:2.6,0.6089
'0:0:2.8,0.6084
'0:0:3.0,0.6079
'0:0:3.2,0.6071
'0:0:3.4,0.6060
'0:0:3.6,0.6051
'0:0:3.8,0.6040
'0:0:4.0,0.6032
'0:0:4.2,0.6027
'0:0:4.4,0.6017
'0:0:4.6,0.6007
'0:0:4.8,0.5999
'0:0:5.0,0.5990
'0:0:5.2,0.5979
'0:0:5.4,0.5973
'0:0:5.6,0.5970
'0:0:5.8,0.5965
'0:0:6.0,0.5958
'0:0:6.2,0.5949
'0:0:6.4,0.5934
'0:0:6.6,0.5914
'0:0:6.8,0.5910
'0:0:7.0,0.5903
'0:0:7.2,0.5895
'0:0:7.4,0.5890
'0:0:7.6,0.5891
'0:0:7.8,0.5887
'0:0:8.0,0.5881
'0:0:8.2,0.5871
'0:0:8.4,0.5865
'0:0:8.6,0.5858
'0:0:8.8,0.5850
'0:0:9.0,0.5842
'0:0:9.2,0.5833
'0:0:9.4,0.5824
'0:0:9.6,0.5817
'0:0:9.8,0.5808
'0:0:10.0,0.5797
'0:0:10.2,0.5788
'0:0:10.4,0.5779
'0:0:10.6,0.5771
'0:0:10.8,0.5761
'0:0:11.0,0.5753
'0:0:11.2,0.5746
'0:0:11.4,0.5738
'0:0:11.6,0.5725
'0:0:11.8,0.5723
'0:0:12.0,0.5716
'0:0:12.2,0.5711
'0:0:12.4,0.5711
'0:0:12.6,0.5715
'0:0:12.8,0.5711
'0:0:13.0,0.5705
'0:0:13.2,0.5702
'0:0:13.4,0.5696
'0:0:13.6,0.5689
'0:0:13.8,0.5684
'0:0:14.0,0.5676
'0:0:14.2,0.5669
'0:0:14.4,0.5662
'0:0:14.6,0.5654
'0:0:14.8,0.5648
'0:0:15.0,0.5642
'0:0:15.2,0.5641
'0:0:15.4,0.5630
'0:0:15.6,0.5623
'0:0:15.8,0.5621
'0:0:16.0,0.5614
'0:0:16.2,0.5608
'0:0:16.4,0.5600
'0:0:16.6,0.5585
'0:0:16.8,0.5566
'0:0:17.0,0.5561
'0:0:17.2,0.5556
'0:0:17.4,0.5555
'0:0:17.6,0.5545
'0:0:17.8,0.5538
'0:0:18.0,0.5533
'0:0:18.2,0.5524
'0:0:18.4,0.5515
'0:0:18.6,0.5506
'0:0:18.8,0.5496
'0:0:19.0,0.5487
'0:0:19.2,0.5476
'0:0:19.4,0.5467
'0:0:19.6,0.5458
'0:0:19.8,0.5447
'0:0:20.0,0.5438
'0:0:20.2,0.5429
'0:0:20.4,0.5418
'0:0:20.6,0.5408
'0:0:20.8,0.5397
'0:0:21.0,0.5387
'0:0:21.2,0.5378
'0:0:21.4,0.5368
'0:0:21.6,0.5357
'0:0:21.8,0.5348
'0:0:22.0,0.5345
'0:0:22.2,0.5338
'0:0:22.4,0.5328
'0:0:22.6,0.5319
'0:0:22.8,0.5310
'0:0:23.0,0.5300
'0:0:23.2,0.5291
'0:0:23.4,0.5281
'0:0:23.6,0.5273
'0:0:23.8,0.5261
'0:0:24.0,0.5251
'0:0:24.2,0.5242
'0:0:24.4,0.5230
'0:0:24.6,0.5219
'0:0:24.8,0.5208
'0:0:25.0,0.5201
'0:0:25.2,0.5187
'0:0:25.4,0.5176
'0:0:25.6,0.5166
'0:0:25.8,0.5154
'0:0:26.0,0.5145
'0:0:26.2,0.5133
'0:0:26.4,0.5123
'0:0:26.6,0.5112
'0:0:26.8,0.5104
'0:0:27.0,0.5090
'0:0:27.2,0.5082
'0:0:27.4,0.5068
'0:0:27.6,0.5058
'0:0:27.8,0.5050
'0:0:28.0,0.5038
'0:0:28.2,0.5028
'0:0:28.4,0.5019
'0:0:28.6,0.5010
'0:0:28.8,0.5005
'0:0:29.0,0.4993
'0:0:29.2,0.4984
'0:0:29.4,0.4976
'0:0:29.6,0.4968
'0:0:29.8,0.4960
'0:0:30.0,0.4952
'0:0:30.2,0.4944
'0:0:30.4,0.4937
'0:0:30.6,0.4926
'0:0:30.8,0.4920
'0:0:31.0,0.4909
'0:0:31.2,0.4904
'0:0:31.4,0.4898
'0:0:31.6,0.4885
'0:0:31.8,0.4881
'0:0:32.0,0.4870
'0:0:32.2,0.4864
'0:0:32.4,0.4856
'0:0:32.6,0.4849
'0:0:32.8,0.4842
'0:0:33.0,0.4835
'0:0:33.2,0.4829
'0:0:33.4,0.4824
'0:0:33.6,0.4816
'0:0:33.8,0.4808
'0:0:34.0,0.4802
'0:0:34.2,0.4795
'0:0:34.4,0.4788
'0:0:34.6,0.4782
'0:0:34.8,0.4778
'0:0:35.0,0.4772
'0:0:35.2,0.4765
'0:0:35.4,0.4761
'0:0:35.6,0.4756
'0:0:35.8,0.4752
'0:0:36.0,0.4746
'0:0:36.2,0.4742
'0:0:36.4,0.4736
'0:0:36.6,0.4732
'0:0:36.8,0.4726
'0:0:37.0,0.4722
'0:0:37.2,0.4717
'0:0:37.4,0.4710
'0:0:37.6,0.4706
'0:0:37.8,0.4703
'0:0:38.0,0.4698
'0:0:38.2,0.4691
'0:0:38.4,0.4684
'0:0:38.6,0.4679
'0:0:38.8,0.4675
'0:0:39.0,0.4674
'0:0:39.2,0.4673
'0:0:39.4,0.4665
'0:0:39.6,0.4663
'0:0:39.8,0.4659
'0:0:40.0,0.4653
'0:0:40.2,0.4647
'0:0:40.4,0.4648
'0:0:40.6,0.4645
'0:0:40.8,0.4641
'0:0:41.0,0.4633
'0:0:41.2,0.4627
'0:0:41.4,0.4623
'0:0:41.6,0.4621
'0:0:41.8,0.4615
'0:0:42.0,0.4611
'0:0:42.2,0.4606
'0:0:42.4,0.4601
'0:0:42.6,0.4597
'0:0:42.8,0.4595
'0:0:43.0,0.4589
'0:0:43.2,0.4586
'0:0:43.4,0.4580
'0:0:43.6,0.4576
'0:0:43.8,0.4571
'0:0:44.0,0.4567
'0:0:44.2,0.4566
'0:0:44.4,0.4563
'0:0:44.6,0.4559
'0:0:44.8,0.4555
'0:0:45.0,0.4550
'0:0:45.2,0.4546
'0:0:45.4,0.4541
'0:0:45.6,0.4534
'0:0:45.8,0.4530
'0:0:46.0,0.4525
'0:0:46.2,0.4520
'0:0:46.4,0.4514
'0:0:46.6,0.4509
'0:0:46.8,0.4503
'0:0:47.0,0.4498
'0:0:47.2,0.4494
'0:0:47.4,0.4490
'0:0:47.6,0.4486
'0:0:47.8,0.4482
'0:0:48.0,0.4476
'0:0:48.2,0.4474
'0:0:48.4,0.4469
'0:0:48.6,0.4464
'0:0:48.8,0.4460
'0:0:49.0,0.4456
'0:0:49.2,0.4451
'0:0:49.4,0.4447
'0:0:49.6,0.4443
'0:0:49.8,0.4440
'0:0:50.0,0.4437
'0:0:50.2,0.4432
'0:0:50.4,0.4428
'0:0:50.6,0.4425
'0:0:50.8,0.4421
'0:0:51.0,0.4416
'0:0:51.2,0.4415
'0:0:51.4,0.4410
'0:0:51.6,0.4407
'0:0:51.8,0.4401
'0:0:52.0,0.4398
'0:0:52.2,0.4396
'0:0:52.4,0.4392
'0:0:52.6,0.4388
'0:0:52.8,0.4385
'0:0:53.0,0.4379
'0:0:53.2,0.4375
'0:0:53.4,0.4371
'0:0:53.6,0.4369
'0:0:53.8,0.4366
'0:0:54.0,0.4362
'0:0:54.2,0.4359
'0:0:54.4,0.4353
'0:0:54.6,0.4350
'0:0:54.8,0.4346
'0:0:55.0,0.4342
'0:0:55.2,0.4338
'0:0:55.4,0.4335
'0:0:55.6,0.4331
'0:0:55.8,0.4326
'0:0:56.0,0.4323
'0:0:56.2,0.4319
'0:0:56.4,0.4316
'0:0:56.6,0.4312
'0:0:56.8,0.4310
'0:0:57.0,0.4306
'0:0:57.2,0.4304
'0:0:57.4,0.4301
'0:0:57.6,0.4297
'0:0:57.8,0.4295
'0:0:58.0,0.4293
'0:0:58.2,0.4288
'0:0:58.4,0.4286
'0:0:58.6,0.4286
'0:0:58.8,0.4286
'0:0:59.0,0.4282
'0:0:59.2,0.4282
'0:0:59.4,0.4279
'0:0:59.6,0.4277
'0:0:59.8,0.4276
'0:1:0.0,0.4273
'0:1:0.2,0.4270
'0:1:0.4,0.4267
'0:1:0.6,0.4261
'0:1:0.8,0.4258
'0:1:1.0,0.4255
'0:1:1.2,0.4254
'0:1:1.4,0.4248
'0:1:1.6,0.4246
'0:1:1.8,0.4244
'0:1:2.0,0.4242
'0:1:2.2,0.4240
'0:1:2.4,0.4237
'0:1:2.6,0.4233
'0:1:2.8,0.4230
'0:1:3.0,0.4228
'0:1:3.2,0.4225
'0:1:3.4,0.4221
'0:1:3.6,0.4217
'0:1:3.8,0.4215
'0:1:4.0,0.4211
'0:1:4.2,0.4210
'0:1:4.4,0.4207
'0:1:4.6,0.4205
'0:1:4.8,0.4202
'0:1:5.0,0.4204
'0:1:5.2,0.4202
'0:1:5.4,0.4200
'0:1:5.6,0.4199
'0:1:5.8,0.4197
'0:1:6.0,0.4195
'0:1:6.2,0.4192
'0:1:6.4,0.4189
'0:1:6.6,0.4189
'0:1:6.8,0.4188
'0:1:7.0,0.4187
'0:1:7.2,0.4185
'0:1:7.4,0.4184
'0:1:7.6,0.4182
'0:1:7.8,0.4183
'0:1:8.0,0.4179
'0:1:8.2,0.4178
'0:1:8.4,0.4177
'0:1:8.6,0.4175
'0:1:8.8,0.4176
'0:1:9.0,0.4173
'0:1:9.2,0.4171
'0:1:9.4,0.4169
'0:1:9.6,0.4169
'0:1:9.8,0.4167
'0:1:10.0,0.4161
'0:1:10.2,0.4160
'0:1:10.4,0.4161
'0:1:10.6,0.4159
'0:1:10.8,0.4157
'0:1:11.0,0.4156
'0:1:11.2,0.4155
'0:1:11.4,0.4153
'0:1:11.6,0.4152
'0:1:11.8,0.4151
'0:1:12.0,0.4150
'0:1:12.2,0.4149
'0:1:12.4,0.4148
'0:1:12.6,0.4147
'0:1:12.8,0.4143
'0:1:13.0,0.4141
'0:1:13.2,0.4141
'0:1:13.4,0.4140
'0:1:13.6,0.4140
'0:1:13.8,0.4140
'0:1:14.0,0.4138
'0:1:14.2,0.4137
'0:1:14.4,0.4135
'0:1:14.6,0.4133
'0:1:14.8,0.4134
'0:1:15.0,0.4135
'0:1:15.2,0.4134
'0:1:15.4,0.4133
'0:1:15.6,0.4133
'0:1:15.8,0.4131
'0:1:16.0,0.4133
'0:1:16.2,0.4129
'0:1:16.4,0.4128
'0:1:16.6,0.4127
'0:1:16.8,0.4126
'0:1:17.0,0.4124
'0:1:17.2,0.4126
'0:1:17.4,0.4120
'0:1:17.6,0.4118
'0:1:17.8,0.4120
'0:1:18.0,0.4118
'0:1:18.2,0.4119
'0:1:18.4,0.4117
'0:1:18.6,0.4117
'0:1:18.8,0.4118
'0:1:19.0,0.4118
'0:1:19.2,0.4113
'0:1:19.4,0.4112
'0:1:19.6,0.4111
'0:1:19.8,0.4111
'0:1:20.0,0.4113
'0:1:20.2,0.4112
'0:1:20.4,0.4113
'0:1:20.6,0.4114
'0:1:20.8,0.4116
'0:1:21.0,0.4115
'0:1:21.2,0.4117
'0:1:21.4,0.4117
'0:1:21.6,0.4118
'0:1:21.8,0.4117
'0:1:22.0,0.4117
'0:1:22.2,0.4115
'0:1:22.4,0.4115
'0:1:22.6,0.4115
'0:1:22.8,0.4113
'0:1:23.0,0.4111
'0:1:23.2,0.4111
'0:1:23.4,0.4111
'0:1:23.6,0.4118
'0:1:23.8,0.4116
'0:1:24.0,0.4116
'0:1:24.2,0.4115
'0:1:24.4,0.4115
'0:1:24.6,0.4114
'0:1:24.8,0.4114
'0:1:25.0,0.4115
'0:1:25.2,0.4115
'0:1:25.4,0.4113
'0:1:25.6,0.4113
'0:1:25.8,0.4113
'0:1:26.0,0.4109
'0:1:26.2,0.4111
'0:1:26.4,0.4111
'0:1:26.6,0.4111
'0:1:26.8,0.4112
'0:1:27.0,0.4111
'0:1:27.2,0.4115
'0:1:27.4,0.4111
'0:1:27.6,0.4110
'0:1:27.8,0.4113
'0:1:28.0,0.4113
'0:1:28.2,0.4113
'0:1:28.4,0.4111
'0:1:28.6,0.4113
'0:1:28.8,0.4111
'0:1:29.0,0.4112
'0:1:29.2,0.4113
'0:1:29.4,0.4113
'0:1:29.6,0.4115
'0:1:29.8,0.4113
'0:1:30.0,0.4113
'0:1:30.2,0.4113
'0:1:30.4,0.4119
'0:1:30.6,0.4114
'0:1:30.8,0.4113
'0:1:31.0,0.4105
'0:1:31.2,0.4104
'0:1:31.4,0.4107
'0:1:31.6,0.4106
'0:1:31.8,0.4108
'0:1:32.0,0.4108
'0:1:32.2,0.4102
'0:1:32.4,0.4099
'0:1:32.6,0.4097
'0:1:32.8,0.4099
'0:1:33.0,0.4102
'0:1:33.2,0.4104
'0:1:33.4,0.4104
'0:1:33.6,0.4106
'0:1:33.8,0.4108
'0:1:34.0,0.4110
'0:1:34.2,0.4109
'0:1:34.4,0.4109
'0:1:34.6,0.4106
'0:1:34.8,0.4107
'0:1:35.0,0.4106
'0:1:35.2,0.4108
'0:1:35.4,0.4110
'0:1:35.6,0.4110
'0:1:35.8,0.4111
'0:1:36.0,0.4111
'0:1:36.2,0.4110
'0:1:36.4,0.4111
'0:1:36.6,0.4111
'0:1:36.8,0.4109
'0:1:37.0,0.4109
'0:1:37.2,0.4109
'0:1:37.4,0.4108
'0:1:37.6,0.4109
'0:1:37.8,0.4109
'0:1:38.0,0.4109
'0:1:38.2,0.4110
'0:1:38.4,0.4113
'0:1:38.6,0.4112
'0:1:38.8,0.4111
'0:1:39.0,0.4113
'0:1:39.2,0.4114
'0:1:39.4,0.4115
'0:1:39.6,0.4115
'0:1:39.8,0.4116
'0:1:40.0,0.4113
'0:1:40.2,0.4104
'0:1:40.4,0.4113
'0:1:40.6,0.4115
'0:1:40.8,0.4120
'0:1:41.0,0.4118
'0:1:41.2,0.4122
'0:1:41.4,0.4120
'0:1:41.6,0.4121
'0:1:41.8,0.4122
'0:1:42.0,0.4123
'0:1:42.2,0.4124
'0:1:42.4,0.4123
'0:1:42.6,0.4124
'0:1:42.8,0.4125
'0:1:43.0,0.4128
'0:1:43.2,0.4127
'0:1:43.4,0.4125
'0:1:43.6,0.4127
'0:1:43.8,0.4128
'0:1:44.0,0.4130
'0:1:44.2,0.4128
'0:1:44.4,0.4128
'0:1:44.6,0.4129
'0:1:44.8,0.4129
'0:1:45.0,0.4129
'0:1:45.2,0.4129
