Experiment name:,NeuLog experiment
Duration:, 1 Hours
Rate:, 5 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,2.9828
'0:0:0.2,2.9724
'0:0:0.4,2.9630
'0:0:0.6,2.9534
'0:0:0.8,2.9441
'0:0:1.0,2.9360
'0:0:1.2,2.9284
'0:0:1.4,2.9206
'0:0:1.6,2.9135
'0:0:1.8,2.9072
'0:0:2.0,2.9020
'0:0:2.2,2.8961
'0:0:2.4,2.8912
'0:0:2.6,2.8875
'0:0:2.8,2.8847
'0:0:3.0,2.8807
'0:0:3.2,2.8772
'0:0:3.4,2.8735
'0:0:3.6,2.8703
'0:0:3.8,2.8659
'0:0:4.0,2.8617
'0:0:4.2,2.8578
'0:0:4.4,2.8539
'0:0:4.6,2.8486
'0:0:4.8,2.8453
'0:0:5.0,2.8428
'0:0:5.2,2.8410
'0:0:5.4,2.8373
'0:0:5.6,2.8341
'0:0:5.8,2.8323
'0:0:6.0,2.8293
'0:0:6.2,2.8263
'0:0:6.4,2.8222
'0:0:6.6,2.8188
'0:0:6.8,2.8159
'0:0:7.0,2.8127
'0:0:7.2,2.8086
'0:0:7.4,2.8048
'0:0:7.6,2.8009
'0:0:7.8,2.7973
'0:0:8.0,2.7942
'0:0:8.2,2.7903
'0:0:8.4,2.7872
'0:0:8.6,2.7852
'0:0:8.8,2.7832
'0:0:9.0,2.7818
'0:0:9.2,2.7791
'0:0:9.4,2.7778
'0:0:9.6,2.7764
'0:0:9.8,2.7744
'0:0:10.0,2.7718
'0:0:10.2,2.7693
'0:0:10.4,2.7662
'0:0:10.6,2.7631
'0:0:10.8,2.7593
'0:0:11.0,2.7566
'0:0:11.2,2.7540
'0:0:11.4,2.7511
'0:0:11.6,2.7482
'0:0:11.8,2.7447
'0:0:12.0,2.7414
'0:0:12.2,2.7385
'0:0:12.4,2.7359
'0:0:12.6,2.7323
'0:0:12.8,2.7293
'0:0:13.0,2.7268
'0:0:13.2,2.7249
'0:0:13.4,2.7216
'0:0:13.6,2.7192
'0:0:13.8,2.7166
'0:0:14.0,2.7139
'0:0:14.2,2.7113
'0:0:14.4,2.7078
'0:0:14.6,2.7048
'0:0:14.8,2.7015
'0:0:15.0,2.6989
'0:0:15.2,2.6950
'0:0:15.4,2.6920
'0:0:15.6,2.6892
'0:0:15.8,2.6864
'0:0:16.0,2.6836
'0:0:16.2,2.6814
'0:0:16.4,2.6801
'0:0:16.6,2.6788
'0:0:16.8,2.6773
'0:0:17.0,2.6758
'0:0:17.2,2.6737
'0:0:17.4,2.6718
'0:0:17.6,2.6700
'0:0:17.8,2.6683
'0:0:18.0,2.6675
'0:0:18.2,2.6668
'0:0:18.4,2.6658
'0:0:18.6,2.6651
'0:0:18.8,2.6649
'0:0:19.0,2.6651
'0:0:19.2,2.6653
'0:0:19.4,2.6632
'0:0:19.6,2.6606
'0:0:19.8,2.6583
'0:0:20.0,2.6576
'0:0:20.2,2.6574
'0:0:20.4,2.6596
'0:0:20.6,2.6632
'0:0:20.8,2.6668
'0:0:21.0,2.6694
'0:0:21.2,2.6694
'0:0:21.4,2.6692
'0:0:21.6,2.6675
'0:0:21.8,2.6662
'0:0:22.0,2.6634
'0:0:22.2,2.6619
'0:0:22.4,2.6604
'0:0:22.6,2.6591
'0:0:22.8,2.6555
'0:0:23.0,2.6532
'0:0:23.2,2.6517
'0:0:23.4,2.6515
'0:0:23.6,2.6502
'0:0:23.8,2.6472
'0:0:24.0,2.6444
'0:0:24.2,2.6413
'0:0:24.4,2.6370
'0:0:24.6,2.6317
'0:0:24.8,2.6269
'0:0:25.0,2.6227
'0:0:25.2,2.6179
'0:0:25.4,2.6132
'0:0:25.6,2.6105
'0:0:25.8,2.6097
'0:0:26.0,2.6095
'0:0:26.2,2.6084
'0:0:26.4,2.6074
'0:0:26.6,2.6061
'0:0:26.8,2.6028
'0:0:27.0,2.6001
'0:0:27.2,2.5978
'0:0:27.4,2.5949
'0:0:27.6,2.5924
'0:0:27.8,2.5882
'0:0:28.0,2.5841
'0:0:28.2,2.5804
'0:0:28.4,2.5764
'0:0:28.6,2.5721
'0:0:28.8,2.5688
'0:0:29.0,2.5667
'0:0:29.2,2.5635
'0:0:29.4,2.5602
'0:0:29.6,2.5575
'0:0:29.8,2.5565
'0:0:30.0,2.5571
'0:0:30.2,2.5598
'0:0:30.4,2.5661
'0:0:30.6,2.5760
'0:0:30.8,2.5907
'0:0:31.0,2.6097
'0:0:31.2,2.6290
'0:0:31.4,2.6455
'0:0:31.6,2.6564
'0:0:31.8,2.6615
'0:0:32.0,2.6640
'0:0:32.2,2.6619
'0:0:32.4,2.6572
'0:0:32.6,2.6504
'0:0:32.8,2.6413
'0:0:33.0,2.6330
'0:0:33.2,2.6286
'0:0:33.4,2.6387
'0:0:33.6,2.6692
'0:0:33.8,2.7120
'0:0:34.0,2.7491
'0:0:34.2,2.7751
'0:0:34.4,2.7910
'0:0:34.6,2.7964
'0:0:34.8,2.7924
'0:0:35.0,2.7845
'0:0:35.2,2.7735
'0:0:35.4,2.7642
'0:0:35.6,2.7484
'0:0:35.8,2.7348
'0:0:36.0,2.7220
'0:0:36.2,2.7105
'0:0:36.4,2.6974
'0:0:36.6,2.6849
'0:0:36.8,2.6735
'0:0:37.0,2.6649
'0:0:37.2,2.6568
'0:0:37.4,2.6502
'0:0:37.6,2.6444
'0:0:37.8,2.6404
'0:0:38.0,2.6421
'0:0:38.2,2.6566
'0:0:38.4,2.6840
'0:0:38.6,2.7153
'0:0:38.8,2.7389
'0:0:39.0,2.7537
'0:0:39.2,2.7586
'0:0:39.4,2.7575
'0:0:39.6,2.7493
'0:0:39.8,2.7370
'0:0:40.0,2.7225
'0:0:40.2,2.7059
'0:0:40.4,2.6888
'0:0:40.6,2.6733
'0:0:40.8,2.6593
'0:0:41.0,2.6474
'0:0:41.2,2.6402
'0:0:41.4,2.6356
'0:0:41.6,2.6360
'0:0:41.8,2.6379
'0:0:42.0,2.6385
'0:0:42.2,2.6368
'0:0:42.4,2.6330
'0:0:42.6,2.6282
'0:0:42.8,2.6223
'0:0:43.0,2.6153
'0:0:43.2,2.6086
'0:0:43.4,2.6005
'0:0:43.6,2.5938
'0:0:43.8,2.5853
'0:0:44.0,2.5789
'0:0:44.2,2.5735
'0:0:44.4,2.5680
'0:0:44.6,2.5628
'0:0:44.8,2.5585
'0:0:45.0,2.5549
'0:0:45.2,2.5514
'0:0:45.4,2.5483
'0:0:45.6,2.5459
'0:0:45.8,2.5428
'0:0:46.0,2.5387
'0:0:46.2,2.5351
'0:0:46.4,2.5314
'0:0:46.6,2.5278
'0:0:46.8,2.5237
'0:0:47.0,2.5211
'0:0:47.2,2.5179
'0:0:47.4,2.5149
'0:0:47.6,2.5121
'0:0:47.8,2.5102
'0:0:48.0,2.5082
'0:0:48.2,2.5056
'0:0:48.4,2.5028
'0:0:48.6,2.5012
'0:0:48.8,2.5010
'0:0:49.0,2.5022
'0:0:49.2,2.5038
'0:0:49.4,2.5064
'0:0:49.6,2.5088
'0:0:49.8,2.5090
'0:0:50.0,2.5076
'0:0:50.2,2.5054
'0:0:50.4,2.5044
'0:0:50.6,2.5074
'0:0:50.8,2.5244
'0:0:51.0,2.5606
'0:0:51.2,2.6168
'0:0:51.4,2.6765
'0:0:51.6,2.7242
'0:0:51.8,2.7580
'0:0:52.0,2.7794
'0:0:52.2,2.7861
'0:0:52.4,2.7823
'0:0:52.6,2.7720
'0:0:52.8,2.7560
'0:0:53.0,2.7328
'0:0:53.2,2.7096
'0:0:53.4,2.6860
'0:0:53.6,2.6651
'0:0:53.8,2.6466
'0:0:54.0,2.6286
'0:0:54.2,2.6124
'0:0:54.4,2.5984
'0:0:54.6,2.5866
'0:0:54.8,2.5746
'0:0:55.0,2.5645
'0:0:55.2,2.5561
'0:0:55.4,2.5493
'0:0:55.6,2.5418
'0:0:55.8,2.5343
'0:0:56.0,2.5276
'0:0:56.2,2.5235
'0:0:56.4,2.5187
'0:0:56.6,2.5129
'0:0:56.8,2.5080
'0:0:57.0,2.5032
'0:0:57.2,2.4988
'0:0:57.4,2.4948
'0:0:57.6,2.4924
'0:0:57.8,2.4898
'0:0:58.0,2.4869
'0:0:58.2,2.4831
'0:0:58.4,2.4795
'0:0:58.6,2.4765
'0:0:58.8,2.4742
'0:0:59.0,2.4710
'0:0:59.2,2.4680
'0:0:59.4,2.4653
'0:0:59.6,2.4627
'0:0:59.8,2.4598
'0:1:0.0,2.4570
'0:1:0.2,2.4543
'0:1:0.4,2.4519
'0:1:0.6,2.4497
'0:1:0.8,2.4464
'0:1:1.0,2.4435
'0:1:1.2,2.4409
'0:1:1.4,2.4388
'0:1:1.6,2.4355
'0:1:1.8,2.4322
'0:1:2.0,2.4295
'0:1:2.2,2.4273
'0:1:2.4,2.4244
'0:1:2.6,2.4209
'0:1:2.8,2.4188
'0:1:3.0,2.4171
'0:1:3.2,2.4146
'0:1:3.4,2.4111
'0:1:3.6,2.4082
'0:1:3.8,2.4049
'0:1:4.0,2.4028
'0:1:4.2,2.3999
'0:1:4.4,2.3965
'0:1:4.6,2.3934
'0:1:4.8,2.3911
'0:1:5.0,2.3892
'0:1:5.2,2.3865
'0:1:5.4,2.3839
'0:1:5.6,2.3818
'0:1:5.8,2.3797
'0:1:6.0,2.3783
'0:1:6.2,2.3753
'0:1:6.4,2.3728
'0:1:6.6,2.3717
'0:1:6.8,2.3702
'0:1:7.0,2.3685
'0:1:7.2,2.3670
'0:1:7.4,2.3662
'0:1:7.6,2.3653
'0:1:7.8,2.3639
'0:1:8.0,2.3615
'0:1:8.2,2.3590
'0:1:8.4,2.3562
'0:1:8.6,2.3538
'0:1:8.8,2.3502
'0:1:9.0,2.3472
'0:1:9.2,2.3448
'0:1:9.4,2.3416
'0:1:9.6,2.3393
'0:1:9.8,2.3363
'0:1:10.0,2.3334
'0:1:10.2,2.3307
'0:1:10.4,2.3285
'0:1:10.6,2.3267
'0:1:10.8,2.3242
'0:1:11.0,2.3229
'0:1:11.2,2.3213
'0:1:11.4,2.3189
'0:1:11.6,2.3166
'0:1:11.8,2.3144
'0:1:12.0,2.3126
'0:1:12.2,2.3105
'0:1:12.4,2.3074
'0:1:12.6,2.3043
'0:1:12.8,2.3017
'0:1:13.0,2.2997
'0:1:13.2,2.2980
'0:1:13.4,2.2976
'0:1:13.6,2.2978
'0:1:13.8,2.2986
'0:1:14.0,2.2991
'0:1:14.2,2.2975
'0:1:14.4,2.2956
'0:1:14.6,2.2947
'0:1:14.8,2.2934
'0:1:15.0,2.2912
'0:1:15.2,2.2876
'0:1:15.4,2.2841
'0:1:15.6,2.2810
'0:1:15.8,2.2779
'0:1:16.0,2.2744
'0:1:16.2,2.2712
'0:1:16.4,2.2686
'0:1:16.6,2.2665
'0:1:16.8,2.2643
'0:1:17.0,2.2627
'0:1:17.2,2.2612
'0:1:17.4,2.2598
'0:1:17.6,2.2578
'0:1:17.8,2.2551
'0:1:18.0,2.2524
'0:1:18.2,2.2499
'0:1:18.4,2.2470
'0:1:18.6,2.2436
'0:1:18.8,2.2402
'0:1:19.0,2.2371
'0:1:19.2,2.2346
'0:1:19.4,2.2312
'0:1:19.6,2.2300
'0:1:19.8,2.2296
'0:1:20.0,2.2311
'0:1:20.2,2.2307
'0:1:20.4,2.2302
'0:1:20.6,2.2298
'0:1:20.8,2.2305
'0:1:21.0,2.2335
'0:1:21.2,2.2386
'0:1:21.4,2.2466
'0:1:21.6,2.2547
'0:1:21.8,2.2599
'0:1:22.0,2.2630
'0:1:22.2,2.2650
'0:1:22.4,2.2670
'0:1:22.6,2.2726
'0:1:22.8,2.2817
'0:1:23.0,2.2947
'0:1:23.2,2.3102
'0:1:23.4,2.3207
'0:1:23.6,2.3257
'0:1:23.8,2.3291
'0:1:24.0,2.3306
'0:1:24.2,2.3270
'0:1:24.4,2.3190
'0:1:24.6,2.3128
'0:1:24.8,2.3144
'0:1:25.0,2.3287
'0:1:25.2,2.3523
'0:1:25.4,2.3751
'0:1:25.6,2.3919
'0:1:25.8,2.4009
'0:1:26.0,2.4049
'0:1:26.2,2.4068
'0:1:26.4,2.4070
'0:1:26.6,2.4043
'0:1:26.8,2.3974
'0:1:27.0,2.3875
'0:1:27.2,2.3772
'0:1:27.4,2.3653
'0:1:27.6,2.3532
'0:1:27.8,2.3418
'0:1:28.0,2.3321
'0:1:28.2,2.3244
'0:1:28.4,2.3150
'0:1:28.6,2.3059
'0:1:28.8,2.2978
'0:1:29.0,2.2920
'0:1:29.2,2.2883
'0:1:29.4,2.2845
'0:1:29.6,2.2805
'0:1:29.8,2.2783
'0:1:30.0,2.2777
'0:1:30.2,2.2770
'0:1:30.4,2.2744
'0:1:30.6,2.2721
'0:1:30.8,2.2708
'0:1:31.0,2.2695
'0:1:31.2,2.2685
'0:1:31.4,2.2690
'0:1:31.6,2.2683
'0:1:31.8,2.2708
'0:1:32.0,2.2741
'0:1:32.2,2.2799
'0:1:32.4,2.2934
'0:1:32.6,2.3074
'0:1:32.8,2.3170
'0:1:33.0,2.3231
'0:1:33.2,2.3272
'0:1:33.4,2.3300
'0:1:33.6,2.3293
'0:1:33.8,2.3294
'0:1:34.0,2.3283
'0:1:34.2,2.3255
'0:1:34.4,2.3244
'0:1:34.6,2.3224
'0:1:34.8,2.3192
'0:1:35.0,2.3174
'0:1:35.2,2.3129
'0:1:35.4,2.3091
'0:1:35.6,2.3061
'0:1:35.8,2.3032
'0:1:36.0,2.3002
'0:1:36.2,2.2953
'0:1:36.4,2.2918
'0:1:36.6,2.2888
'0:1:36.8,2.2907
'0:1:37.0,2.3039
'0:1:37.2,2.3343
'0:1:37.4,2.3774
'0:1:37.6,2.4198
'0:1:37.8,2.4535
'0:1:38.0,2.4736
'0:1:38.2,2.4861
'0:1:38.4,2.4883
'0:1:38.6,2.4827
'0:1:38.8,2.4704
'0:1:39.0,2.4578
'0:1:39.2,2.4437
'0:1:39.4,2.4281
'0:1:39.6,2.4136
'0:1:39.8,2.3994
'0:1:40.0,2.3883
'0:1:40.2,2.3785
'0:1:40.4,2.3692
'0:1:40.6,2.3606
'0:1:40.8,2.3532
'0:1:41.0,2.3476
'0:1:41.2,2.3416
'0:1:41.4,2.3356
'0:1:41.6,2.3313
'0:1:41.8,2.3274
'0:1:42.0,2.3226
'0:1:42.2,2.3172
'0:1:42.4,2.3131
'0:1:42.6,2.3105
'0:1:42.8,2.3087
'0:1:43.0,2.3100
'0:1:43.2,2.3281
'0:1:43.4,2.3829
'0:1:43.6,2.4730
'0:1:43.8,2.5661
'0:1:44.0,2.6381
'0:1:44.2,2.6821
'0:1:44.4,2.7113
'0:1:44.6,2.7249
'0:1:44.8,2.7332
'0:1:45.0,2.7433
'0:1:45.2,2.7473
