TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
05:09.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
05:09.9,1.331624629,0.859737042,0.707860344,0.880127601,0.875720122,0.226110175,0.474090827,0.952628565,0.646752498,0.530236447,0.327634912,0.855878922,0.734489403,0.814630463,0.50073387,0.574239677,0.396585714,1.36684745,0.394852441,0.374455168,859.047619,836.0805861,833.2600733,845.7509158,660,-0.311646,0.142395,0.944092,3.364563,-8.074951,-2.953339,1,1,1,1,1,60,
05:10.9,1.267077817,0.859737042,0.17991589,0.62861579,0.885413066,0.226110175,-0.050455045,0.337057688,0.638075658,0.530236447,0.316262759,0.579188055,0.727015817,0.814630463,0.769068832,0.773227633,0.438461654,1.36684745,0.488218505,0.607658358,826.4102564,815.5311355,815.9340659,812.7106227,691.025641,-0.33551,0.159607,0.941406,3.895416,-8.104858,-1.353302,1,1,1,1,1,60,
05:11.9,1.261849438,0.859737042,0.605511189,0.792389427,0.816565975,0.226110175,0.07652642,0.48778656,0.876798399,0.530236447,0.313155326,0.996787854,0.899823126,0.814630463,0.697110038,0.751633313,0.685077578,1.36684745,0.544068238,0.422901071,884.029304,827.6190476,808.2783883,790.1465201,710.3663004,-0.422668,0.124329,0.899475,6.773987,4.463654,-7.297363,1,1,1,1,1,60,
05:12.9,1.827303945,0.859737042,0.662254897,0.92536309,0.802351776,0.226110175,0.12026814,0.575611078,1.085106931,0.530236447,0.033099095,0.876620614,0.893865644,0.814630463,0.558967956,0.758550321,0.545051709,1.36684745,0.409957276,0.111734274,728.0952381,811.0989011,792.967033,684.5787546,799.010989,-0.377502,0.122131,0.926147,10.392761,9.682465,-0.762634,1,1,1,1,1,60,
05:13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
05:13.9,2.126146568,0.859737042,0.647449554,0.915523428,0.826110558,0.226110175,0.171762471,0.47466091,0.886729637,0.530236447,0.559701927,0.466691969,0.832962578,0.814630463,0.408089616,0.704657267,0.321234985,1.36684745,0.466871198,-0.013927301,798.2051282,814.7252747,807.8754579,792.1611722,623.3333333,-0.320068,0.145508,0.94397,5.218811,-26.819305,-1.226196,1,1,1,1,1,60,
05:14.9,1.425602166,0.859737042,0.313770206,0.842265255,0.869442848,0.226110175,0.111662525,0.67830075,1.203648109,0.530236447,0.574420358,0.806333674,0.890519658,0.814630463,0.420726654,0.587763532,0.661789523,1.36684745,0.362031213,0.599577345,823.992674,841.7216117,793.7728938,819.5604396,746.6300366,-0.272034,0.147034,0.960876,3.738403,-7.170258,-2.69165,1,1,1,1,1,60,
05:15.9,0.973782659,0.859737042,0.386541812,0.59031562,0.645467516,0.226110175,-0.043540366,0.311336745,1.107542198,0.530236447,0.299472403,0.872539972,0.780458275,0.814630463,0.474547504,0.579225957,0.428947503,1.36684745,0.449073735,0.51264151,832.0512821,887.6556777,806.2637363,796.996337,740.1831502,-0.279663,0.147156,0.957947,3.977661,-5.592651,-3.289795,1,1,1,1,1,60,
05:16.9,0.716938088,0.859737042,0.518665051,0.684258555,0.575924702,0.226110175,-0.022042271,0.556803175,0.885050435,0.530236447,0.242926264,0.976051068,0.778799273,0.814630463,0.598550308,0.704258277,0.395387262,1.36684745,0.451884407,0.316221737,817.9487179,796.996337,792.967033,807.8754579,618.4981685,-0.305908,0.158997,0.949036,3.760834,-8.045044,-0.86731,1,1,1,1,1,60,
05:17.9,0.566537302,0.859737042,-0.131668869,0.263543528,0.151813032,0.226110175,-0.145995032,0.514215421,0.990648368,0.530236447,0.19527002,1.000686416,0.67101445,0.814630463,0.586414609,0.671218653,0.393836414,1.36684745,0.409037053,0.256660245,803.040293,756.3003663,805.4578755,807.0695971,1226.923077,-0.301025,0.152283,0.940857,3.200073,-6.213226,-4.47113,1,1,1,1,1,70,
05:18.9,0.735686074,0.859737042,0.271820791,0.899691863,0.032301453,0.226110175,0.083066657,0.62890509,0.868173252,0.530236447,0.110604767,0.702188124,0.673887402,0.814630463,0.668368009,0.640787012,0.510126189,1.36684745,0.398567503,0.376421588,820.7692308,872.7472527,809.8901099,830.03663,759.1208791,-0.316528,0.15863,0.944031,2.527161,-5.241241,0.5159,1,1,1,1,1,70,
05:19.9,0.901768278,0.859737042,-0.198764335,0.480999087,0.316865743,0.226110175,-0.22971102,0.283907106,0.858389911,0.530236447,-0.065419445,0.624109757,0.679153984,0.814630463,0.415799365,0.711725075,0.585268399,1.36684745,0.677416472,0.263363076,815.1282051,802.2344322,807.4725275,803.4432234,652.3443223,-0.321594,0.155457,0.9422,4.321594,-6.968384,-1.308441,1,1,1,1,1,70,
05:20.9,0.680392761,0.859737042,-0.194590447,0.454851227,0.123014114,0.226110175,-0.291321309,0.322020027,0.961727568,0.530236447,0.050189002,0.977764068,0.618846053,0.814630463,0.526127327,0.699540329,0.364576771,1.36684745,0.713467016,0.292042881,810.2930403,816.3369963,815.9340659,802.2344322,648.3150183,-0.319702,0.158752,0.939087,4.11972,-5.929108,-1.42807,1,1,1,1,1,70,
05:21.9,0.635391139,0.859737042,0.547965249,0.691082695,0.380727325,0.226110175,-0.015921806,0.377409518,0.781831628,0.530236447,0.125372781,0.765903692,0.531518092,0.814630463,0.55395601,0.480678399,0.275267336,1.36684745,0.444521765,0.465161195,823.1868132,759.1208791,798.6080586,805.8608059,933.1868132,-0.331299,0.161133,0.937866,4.246826,-6.691742,-0.919647,1,1,1,1,1,70,
05:22.9,0.411416926,0.859737042,0.441905291,0.535329204,0.38428404,0.226110175,0.05799229,0.25538491,0.974725846,0.530236447,0.111128379,0.517443007,0.716937979,0.814630463,0.628606866,0.506846545,0.140964153,1.36684745,0.307524866,0.442066735,859.4505495,800.2197802,797.8021978,830.4395604,896.1172161,-0.375122,0.144592,0.923645,-3.379517,-4.628143,10.243225,1,1,1,1,1,70,
05:22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
05:23.9,0.459720696,0.859737042,0.500956379,0.54486131,0.208365456,0.226110175,0.197748609,0.207092462,0.913329152,0.530236447,0.267659422,0.447967188,0.84812614,0.814630463,0.64564858,0.508278517,0.172888812,1.36684745,0.467196558,0.385238683,823.5897436,823.5897436,799.010989,809.4871795,709.1575092,-0.365906,0.130188,0.927979,4.344025,-7.416992,-2.609406,1,1,1,1,1,70,
05:24.9,0.792191752,0.859737042,0.481262627,0.401893321,0.580819841,0.226110175,-0.089845224,0.400801386,0.765236806,0.530236447,0.261445541,0.821202302,0.734262262,0.814630463,0.668404988,0.765652942,0.644809557,1.36684745,0.457040851,0.575555628,832.4542125,801.8315018,807.8754579,833.2600733,459.3406593,-0.359436,0.133667,0.93573,4.4487,-7.132874,-1.375732,1,1,1,1,1,70,
05:25.9,0.511858973,0.859737042,0.478026361,0.253383795,0.503212712,0.226110175,-0.1166518,0.370961661,0.598414512,0.530236447,0.126178794,0.500995842,0.616499616,0.814630463,0.670739847,0.70433043,0.558992602,1.36684745,0.491228696,0.556696244,780.4761905,803.040293,807.0695971,798.2051282,579.8168498,-0.369263,0.136414,0.932739,6.056213,-8.306732,-5.52536,1,1,1,1,1,70,
05:26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
05:26.9,0.270553027,0.859737042,1.237226652,0.313774887,0.447066383,0.226110175,0.558579671,0.417758822,0.455472024,0.530236447,0.437379631,0.334880528,0.672499677,0.814630463,0.487948392,0.720042978,0.390861553,1.36684745,0.31646071,0.520610941,795.3846154,722.4542125,799.8168498,808.2783883,1017.802198,-0.294983,0.129272,0.953979,3.499146,-23.028564,1.831818,1,1,1,1,1,70,
05:27.9,0.665956123,0.859737042,1.141445616,0.615858893,0.308828503,0.226110175,0.380092345,0.272208467,0.332738533,0.530236447,0.42496399,0.531842604,0.573914917,0.814630463,0.592637612,0.48954815,0.236249834,1.36684745,0.299323489,0.200679155,829.6336996,782.0879121,805.0549451,815.1282051,828.8278388,-0.230347,0.141968,0.971863,3.596344,-5.084229,-3.02063,1,1,1,1,1,70,
05:28.9,0.933747903,0.859737042,0.536840096,0.599289606,0.346290237,0.226110175,0.173054227,0.354147505,0.520881535,0.530236447,0.468392713,0.747186814,0.625935719,0.814630463,0.654399033,0.704284279,0.299729352,1.36684745,0.303654441,0.346668895,802.2344322,763.5531136,813.5164835,811.9047619,988.3882784,-0.237183,0.136292,0.971619,2.841187,-6.916046,5.465546,1,1,1,1,1,70,
05:29.9,1.000846772,0.859737042,0.563309891,0.327165672,0.525836281,0.226110175,0.198599769,0.438955815,0.557332288,0.530236447,0.479542177,0.722111842,0.564559666,0.814630463,0.460560512,0.752513121,0.343628412,1.36684745,0.570187892,0.425884173,818.7545788,833.6630037,805.4578755,809.8901099,906.5934066,-0.239258,0.141479,0.968384,4.463654,-6.676788,1.689758,1,1,1,1,1,70,
05:30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
05:30.9,0.773079873,0.859737042,0.093237475,0.171377836,0.548947812,0.226110175,-0.05405119,0.586105711,0.6809195,0.530236447,0.267430649,0.502178835,0.732536403,0.814630463,0.37827739,0.720259951,0.280475855,1.36684745,0.735582974,0.363504067,852.1978022,832.4542125,816.7399267,845.7509158,775.2380952,-0.345886,0.165039,0.933899,3.058014,-18.632202,-10.51239,1,1,1,1,1,70,
05:31.9,0.86795421,0.859737042,0.965770042,0.508322587,0.63456219,0.226110175,0.528465656,0.743326233,0.434164901,0.530236447,0.46288891,0.410108989,0.787541133,0.814630463,0.373415254,0.773841962,0.267197555,1.36684745,0.580112661,0.339132622,815.5311355,777.6556777,795.3846154,813.9194139,880.8058608,-0.304138,0.150818,0.95459,5.375824,-5.71228,-1.525269,1,1,1,1,1,70,
05:32.9,0.663164491,0.859737042,0.956306724,0.392956406,0.681213542,0.226110175,0.313899243,0.63956667,0.731496607,0.530236447,0.450339263,0.818991255,0.69147553,0.814630463,0.726513776,0.849217312,0.456999489,1.36684745,0.59555104,0.488951223,815.1282051,813.1135531,811.5018315,804.6520147,655.970696,-0.303406,0.152283,0.952759,3.446808,-8.224487,-0.014954,1,1,1,1,1,70,
05:33.9,0.44306303,0.859737042,0.711780325,0.689249615,0.645512426,0.226110175,0.006341128,0.463775418,0.901732258,0.530236447,0.406183142,0.854331717,0.644917605,0.814630463,0.711312712,0.731167683,0.461144976,1.36684745,0.563311178,0.554809808,677.7289377,811.0989011,796.996337,683.7728938,660.8058608,-0.324341,0.166077,0.9422,2.310333,-5.510406,0.306549,1,1,1,1,1,70,
05:34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
05:34.9,0.515684358,0.859737042,0.873838497,0.87531134,0.4625824,0.226110175,0.417263706,0.253662603,0.627853627,0.530236447,0.333413768,0.602800176,0.565009415,0.814630463,0.607433066,0.48249248,0.481597647,1.36684745,0.46464448,0.515810565,799.4139194,701.0989011,807.0695971,820.7692308,1134.249084,-0.337402,0.154053,0.939697,4.029999,-6.175842,3.319702,1,1,1,1,1,70,
05:35.9,0.733403743,0.859737042,0.719855879,0.709448948,0.357743317,0.226110175,0.458317573,0.335898527,0.448391998,0.530236447,0.325337712,0.257601685,0.638508959,0.814630463,0.546537946,0.495218896,0.146925726,1.36684745,0.399700661,0.283671689,830.03663,819.1575092,783.6996337,796.1904762,677.3260073,-0.33905,0.155518,0.934021,4.844971,-5.607605,-1.988831,1,1,1,1,1,70,
05:36.9,0.890335773,0.859737042,0.329230864,0.54157541,0.739338363,0.226110175,0.005441157,0.731604159,1.176878172,0.530236447,0.445987053,1.173360438,0.796475583,0.814630463,0.627056289,0.797503881,0.25032212,1.36684745,0.494850798,0.408981854,807.4725275,822.3809524,803.040293,798.6080586,785.3113553,-0.347961,0.155212,0.934082,4.112244,-6.273041,-1.846771,1,1,1,1,1,70,
05:37.9,0.962912598,0.859737042,0.354365262,0.55175927,0.764459025,0.226110175,0.159902965,0.860318861,1.150596318,0.530236447,0.482690652,1.263503651,0.763452814,0.814630463,0.600721296,0.729449125,0.211592522,1.36684745,0.56017673,0.407592379,803.4432234,731.7216117,803.8461538,823.1868132,1326.446886,-0.351562,0.164368,0.930359,3.656158,-7.873077,-0.471039,1,1,1,1,1,70,
05:38.9,0.594756812,0.859737042,0.557858612,0.649878803,0.459719264,0.226110175,-0.051277372,0.660198028,1.043813873,0.530236447,0.536536466,1.3327634,0.689273916,0.814630463,0.642740402,0.729650343,0.202158994,1.36684745,0.464746364,0.276194277,806.6666667,844.9450549,792.967033,807.0695971,738.974359,-0.348816,0.157837,0.932434,4.396362,-7.267456,-1.75705,1,1,1,1,1,70,
05:39.9,0.328726362,0.859737042,0.426385856,0.434459604,0.491503703,0.226110175,0.166817952,0.409116546,0.886441116,0.530236447,0.507661254,0.868233553,0.708428808,0.814630463,0.547640796,0.64769517,0.202265149,1.36684745,0.503186728,0.401145614,811.9047619,798.2051282,790.5494505,812.3076923,736.959707,-0.35791,0.161194,0.937134,2.85614,-7.230072,-4.029999,1,1,1,1,1,70,
05:40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
05:40.9,0.647415598,0.859737042,0.769886801,0.054749568,0.534143278,0.226110175,0.233806922,-0.020917064,0.475922107,0.530236447,0.281541328,0.58694649,0.678006758,0.814630463,0.536415572,0.766211977,0.234555301,1.36684745,0.425675864,0.478252758,821.1721612,723.2600733,811.5018315,817.9487179,1034.725275,-0.342163,0.15271,0.933655,4.216919,-7.454376,-0.643005,1,1,1,1,1,70,
05:41.9,0.854886504,0.859737042,0.783835174,1.098208903,0.927944403,0.226110175,0.288264278,0.988594994,0.893261667,0.530236447,0.476542892,0.855799824,0.615160814,0.814630463,0.586524683,0.603046956,0.371174767,1.36684745,0.390862698,0.518458361,811.9047619,782.4908425,808.2783883,826.007326,724.4688645,-0.341431,0.151123,0.932922,4.007568,-5.884247,-2.063599,1,1,1,1,1,70,
05:42.9,1.052401088,0.859737042,1.034725305,1.035596745,0.741599907,0.226110175,0.477597591,0.82232524,1.092943716,0.530236447,0.541136144,0.904146688,0.614693935,0.814630463,0.671011011,0.842235822,0.234072014,1.36684745,0.473975155,0.642704239,840.9157509,806.2637363,790.952381,797.8021978,779.6703297,-0.342957,0.149292,0.936279,3.880463,-7.858124,-1.046753,1,1,1,1,1,70,
05:43.9,1.006823547,0.859737042,1.066129879,0.789111046,0.581757096,0.226110175,0.508207321,0.603673616,1.107222756,0.530236447,0.507705171,0.804803333,0.656851682,0.814630463,0.537533041,0.881076144,0.391648821,1.36684745,0.425197804,0.642991744,795.3846154,805.0549451,815.5311355,811.9047619,697.4725275,-0.346069,0.146973,0.929688,1.981354,-7.020721,-0.72525,1,1,1,1,1,70,
05:44.9,1.56627285,0.859737042,0.64154117,0.513611438,0.921788668,0.226110175,0.335362131,0.710837363,0.930481106,0.530236447,0.35948672,0.787980847,0.640845755,0.814630463,0.454536217,0.674518561,0.367635065,1.36684745,0.323291398,0.35219541,846.1538462,824.3956044,812.7106227,815.1282051,703.9194139,-0.343018,0.15094,0.934448,3.446808,-7.626343,-1.42807,1,1,1,1,1,70,
05:45.9,1.564075473,0.859737042,0.147480216,0.477825956,1.053552786,0.226110175,-0.206087525,0.49441508,0.850300202,0.530236447,-0.01359405,0.725759766,0.613358081,0.814630463,0.571349755,0.581663669,0.175720058,1.36684745,0.375090334,0.369166328,841.7216117,795.3846154,814.3223443,832.0512821,809.8901099,-0.338501,0.15625,0.939941,4.403839,-6.130981,-0.91217,1,1,1,1,1,70,
05:46.9,0.91839308,0.859737042,0.555974317,0.379955878,0.648086755,0.226110175,-0.004968598,0.335994345,0.690154251,0.530236447,0.433539556,0.761338468,0.491166394,0.814630463,0.580831381,0.607129588,0.153501903,1.36684745,0.257390928,0.601682273,810.2930403,743.4065934,805.0549451,793.7728938,853.003663,-0.337341,0.156189,0.937927,4.433746,-7.020721,-0.179443,1,1,1,1,1,70,
05:47.9,0.731906731,0.859737042,0.594804007,0.392637962,0.819170872,0.226110175,-0.010729508,0.379603314,0.711791923,0.530236447,0.437367847,0.78744901,0.471229449,0.814630463,0.644729289,0.58942968,0.158019301,1.36684745,0.393402119,0.549580122,820.7692308,820.3663004,805.4578755,805.0549451,718.021978,-0.330139,0.167053,0.937622,3.895416,-6.833801,-1.211243,1,1,1,1,1,70,
05:48.9,0.414193046,0.859737042,0.033832437,0.302517181,0.486452438,0.226110175,-0.132016034,0.189475747,0.652034252,0.530236447,0.03374917,0.59728597,0.537287203,0.814630463,0.674909468,0.434569654,0.182586325,1.36684745,0.583555653,0.271759358,832.8571429,840.5128205,808.6813187,829.2307692,807.8754579,-0.332764,0.164062,0.935303,4.179535,-6.39267,-1.809387,1,1,1,1,1,70,
05:49.9,0.224393278,0.859737042,-0.082790017,0.361775868,0.209551424,0.226110175,-0.299969688,-0.042530133,0.713702993,0.530236447,0.089024119,0.652467488,0.501759282,0.814630463,0.639224619,0.585789622,0.127659798,1.36684745,0.557359654,0.341244452,821.978022,736.1538462,814.7252747,817.5457875,802.6373626,-0.34552,0.141602,0.93103,4.172058,-6.751556,0.261688,1,1,1,1,1,70,
05:50.9,0.414908131,0.859737042,-0.293309549,0.25310604,0.279482893,0.226110175,-0.464384358,0.097605518,0.725838793,0.530236447,0.207681301,0.744422091,0.53171048,0.814630463,0.631962553,0.793588104,0.143896407,1.36684745,0.465831886,0.588334163,817.5457875,821.1721612,810.6959707,806.6666667,687.8021978,-0.338806,0.165527,0.935059,3.902893,-6.243134,-0.448608,1,1,1,1,1,70,
05:51.9,0.742531784,0.859737042,-0.374291189,0.254879497,0.112821278,0.226110175,-0.444590275,0.213560038,0.394905518,0.530236447,0.143917393,0.823667329,0.546608852,0.814630463,0.485186523,0.625722712,0.086540226,1.36684745,0.473129475,0.312427594,816.3369963,828.021978,807.8754579,805.8608059,777.6556777,-0.33667,0.170959,0.937195,4.104767,-6.691742,-1.300964,1,1,1,1,1,70,
05:52.9,0.898131946,0.859737042,-0.176009248,0.429028072,0.383984386,0.226110175,-0.321146289,0.390990654,0.543155878,0.530236447,-0.124947077,0.711675282,0.521134139,0.814630463,0.671444911,0.587015949,0.077734138,1.36684745,0.432159336,0.290387008,830.4395604,729.3040293,814.7252747,832.0512821,649.9267399,-0.338989,0.172424,0.934326,3.902893,-7.663727,-2.033691,1,1,1,1,1,70,
05:53.9,0.617309381,0.859737042,-0.124786494,0.205277579,0.598151359,0.226110175,-0.221887756,0.290252088,0.667092417,0.530236447,-0.170764201,0.5249094,0.588559662,0.814630463,0.520381246,0.802494117,0.075296336,1.36684745,0.478890244,0.587888359,813.9194139,807.8754579,808.2783883,810.2930403,637.4358974,-0.348816,0.170898,0.933594,4.28421,-5.517883,-0.994415,1,1,1,1,1,70,
05:54.9,0.486646826,0.859737042,-0.269676421,0.213837969,0.583874727,0.226110175,-0.449752616,0.264500442,0.676546983,0.530236447,-0.17271736,0.501795657,0.59063329,0.814630463,0.548637948,0.703455999,0.013326128,1.36684745,0.534722305,0.410972088,811.0989011,797.8021978,794.5787546,819.5604396,713.1868132,-0.346924,0.172302,0.933044,4.089813,-7.731018,-1.510315,1,1,1,1,1,70,
05:55.9,0.205937634,0.859737042,-0.18543361,0.304757613,0.549787642,0.226110175,-0.156042663,0.669188245,1.044958284,0.530236447,-0.095385791,0.905189378,0.635467509,0.814630463,0.384516209,0.61202818,0.078157399,1.36684745,0.48477521,0.231384001,804.2490842,832.8571429,796.1904762,794.1758242,672.8937729,-0.341431,0.170044,0.930786,4.755249,-6.422577,-1.480408,1,1,1,1,1,70,
05:56.9,0.454606747,0.859737042,-0.301216753,0.24696768,0.512601376,0.226110175,-0.200890021,0.41241394,0.978389844,0.530236447,-0.0663745,0.83764369,0.599712959,0.814630463,0.491384623,0.642242329,0.106716864,1.36684745,0.356833234,0.561570003,804.6520147,800.6227106,805.0549451,805.4578755,779.2673993,-0.344177,0.165588,0.928772,3.529053,-5.891724,-2.265472,1,1,1,1,1,70,
05:57.9,0.337475841,0.859737042,-0.244033749,0.274394609,0.612029208,0.226110175,-0.195625876,0.458312589,0.835007444,0.530236447,0.040185078,0.681062164,0.643060536,0.814630463,0.596235432,0.643883033,0.071043965,1.36684745,0.407333523,0.462331296,805.0549451,809.8901099,802.6373626,807.4725275,581.4285714,-0.347473,0.168945,0.934265,3.850555,-8.673096,-2.086029,1,1,1,1,1,70,
05:58.9,0.470531251,0.859737042,0.241751132,0.133431349,0.712562129,0.226110175,0.116097168,0.271383156,0.538514987,0.530236447,0.043393994,0.681169682,0.63792491,0.814630463,0.501686763,0.593127523,0.183221117,1.36684745,0.273494908,0.270729881,828.021978,797.8021978,809.8901099,843.7362637,949.3040293,-0.032837,0.14917,0.993713,5.129089,-27.275391,4.082336,1,1,1,1,1,70,
05:59.9,1.142545293,0.859737042,0.393154403,1.093459238,0.955277872,0.226110175,0.312333932,1.011277455,0.990291246,0.530236447,0.418570884,1.063344778,0.571025666,0.814630463,0.601176055,0.512075995,0.239962126,1.36684745,0.28285008,0.474401876,804.6520147,837.2893773,805.4578755,796.996337,710.3663004,-0.01709,0.140381,0.992371,4.493561,-2.841187,-0.171967,1,1,1,1,1,70,
06:00.9,0.926632536,0.859737042,0.277702688,0.890066392,0.834124631,0.226110175,0.032103999,0.882795882,0.986868988,0.530236447,0.363096661,1.050496966,0.54431186,0.814630463,0.63359043,0.667537091,0.107051531,1.36684745,0.386482309,0.638892687,817.1428571,787.7289377,812.3076923,815.5311355,1008.937729,-0.140381,0.16571,0.980835,7.813263,-3.91037,-3.035583,1,1,1,1,1,70,
06:01.9,0.510920521,0.859737042,0.003176017,0.335671461,0.602307773,0.226110175,-0.497923497,0.330738414,0.770780638,0.530236447,0.201019407,0.70595128,0.5044815,0.814630463,0.645797643,0.548009043,0.223152884,1.36684745,0.330120331,0.509210905,799.010989,776.4468864,798.6080586,810.6959707,763.956044,-0.180542,0.144531,0.98175,5.824432,-7.334747,-2.549591,1,1,1,1,1,70,
06:02.9,0.657400229,0.859737042,0.2819653,0.618384322,0.607955591,0.226110175,-0.087665694,0.308209786,0.984943728,0.530236447,0.2085588,0.708492189,0.548047197,0.814630463,0.627000713,0.505081027,0.259742492,1.36684745,0.402486427,0.380962432,796.1904762,800.6227106,807.4725275,806.2637363,805.8608059,-0.188538,0.139465,0.972778,2.841187,-6.848755,-1.136475,1,1,1,1,1,70,
06:03.9,0.732742021,0.859737042,0.013852119,0.247696838,0.724671774,0.226110175,-0.116064491,0.280652819,0.973179426,0.530236447,0.100478051,0.636325052,0.595303809,0.814630463,0.611183717,0.619453539,0.350769346,1.36684745,0.356639574,0.422376985,793.7728938,815.1282051,802.6373626,795.7875458,636.2271062,-0.139954,0.22522,0.972351,5.861816,-6.22818,-1.271057,1,1,1,1,1,70,
06:04.9,0.852411315,0.859737042,0.298860091,0.957974924,1.011540389,0.226110175,-0.163428987,0.762615953,0.815297314,0.530236447,0.139446858,0.938441062,0.64516927,0.814630463,0.722435099,0.65891592,0.139688379,1.36684745,0.470789401,0.306538824,807.0695971,781.2820513,796.1904762,811.9047619,768.3882784,-0.250671,0.135437,0.981262,5.046844,-9.069366,5.323486,1,1,1,1,1,70,
06:05.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
06:05.9,1.108587106,0.859737042,0.275629637,0.92969272,0.954250242,0.226110175,-0.143603164,0.587073618,0.636635317,0.530236447,0.12410853,0.709818562,0.733254808,0.814630463,0.601257684,0.683726912,-0.031760475,1.36684745,0.436305781,0.258956828,775.2380952,808.2783883,803.040293,790.5494505,703.1135531,-0.20813,0.143799,0.977234,4.336548,-4.897308,-0.56076,1,1,1,1,1,70,
06:06.9,1.348207163,0.859737042,0.103485245,0.682179053,1.137817161,0.226110175,-0.110078419,0.50953849,0.56964527,0.530236447,0.152138455,0.674995893,0.750760975,0.814630463,0.609072611,0.82683025,0.149523662,1.36684745,0.454191713,0.41004841,795.7875458,802.6373626,813.1135531,805.4578755,718.4249084,-0.23822,0.138855,0.968811,3.364563,-4.934692,-1.046753,1,1,1,1,1,70,
06:07.9,0.778183504,0.859737042,0.08557146,0.464053009,0.615625313,0.226110175,-0.096828311,0.454548181,0.572071461,0.530236447,0.144167009,1.002057182,0.747031192,0.814630463,0.58639104,0.763134855,-0.071804793,1.36684745,0.62922483,0.409630821,812.7106227,791.3553114,802.2344322,817.5457875,688.6080586,-0.237915,0.144043,0.967224,4.052429,-5.85434,-2.078552,1,1,1,1,1,70,
06:08.9,0.487577069,0.859737042,0.573285287,0.589051918,0.530917506,0.226110175,0.198934044,0.475822746,0.626520329,0.530236447,0.127156438,0.948213692,0.61601008,0.814630463,0.631097183,0.654483979,0.080245448,1.36684745,0.6155449,0.368385986,805.0549451,788.5347985,821.5750916,813.5164835,586.6666667,-0.233887,0.140076,0.965698,3.663635,-7.035675,-1.502838,1,1,1,1,1,70,
06:09.9,0.517936564,0.859737042,0.286170097,0.704933527,0.52242083,0.226110175,0.046115988,0.429667099,0.875100337,0.530236447,-0.015294293,0.689447863,0.664061792,0.814630463,0.639446725,0.696583021,0.264884992,1.36684745,0.64146053,0.488168018,795.3846154,712.7838828,809.8901099,805.0549451,1250.695971,-0.252197,0.143982,0.966187,4.172058,-5.787048,-1.330872,1,1,1,1,1,70,
06:10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
06:10.9,0.421702581,0.859737042,0.259311582,0.665816197,0.599457153,0.226110175,0.036086143,0.565392813,0.904782811,0.530236447,0.144262837,0.673059965,0.741097831,0.814630463,0.662144613,0.741610851,0.225373655,1.36684745,0.588422964,0.526654505,872.3443223,1037.545788,818.7545788,845.3479853,811.0989011,-0.681335,0.132263,0.638,19.417267,121.96167,-26.325836,1,1,1,1,1,70,
06:11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
06:11.9,0.503442393,0.859737042,1.512113018,0.518750473,0.46412757,0.226110175,0.659717833,0.438731322,0.441719892,0.530236447,0.371873913,0.203201081,0.651257167,0.814630463,0.806607229,0.583486849,0.212126792,1.36684745,0.697686195,0.32271943,742.6007326,641.0622711,481.9047619,780.8791209,816.3369963,-1.003479,0.087402,0.20752,2.721558,-176.916199,25.204315,1,1,1,1,1,70,
06:12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
06:12.9,0.503442393,0.859737042,1.866759145,0.518750473,0.46412757,0.226110175,0.847804577,0.438731322,0.441719892,0.530236447,0.364492291,0.203201081,0.651257167,0.814630463,0.936478759,0.583486849,0.212126792,1.36684745,0.938604991,0.32271943,748.6446886,0,817.1428571,763.5531136,1044.798535,0.402344,0.144409,0.850952,6.714172,21.047211,-25.727692,1,1,1,1,1,70,
06:13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
