TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
52:38.9,1.68206828,0.909269143,0.565703389,0.97998687,1.00882131,-0.050023463,0.481696181,0.667493047,0.970279421,0.283915138,0.372458553,0.824089786,0.773725184,0.658731571,0.686418444,0.739930125,0.205202877,0.813551749,0.388500346,0.376469053,1147.948718,824.7985348,803.4432234,805.0549451,857.032967,-0.36554,0.194763,0.881287,-11.850739,-8.03009,-2.699127,1,2,1,1,1,75,
52:39.9,1.68206828,0.785004944,0.70980788,0.893338663,1.00882131,0.062592076,0.234095774,0.799187451,0.970279421,0.332711997,0.385554573,0.829661249,0.773725184,0.6821472,0.599561664,0.910199781,0.205202877,0.884406889,0.335858713,0.477282352,808.2783883,807.8754579,805.0549451,811.5018315,918.6813187,-0.38324,0.094421,0.927551,2.474823,1.487885,-3.775787,1,2,1,1,1,75,
52:40.9,1.68206828,0.430350376,0.542970694,0.736770939,1.00882131,0.239558235,-0.05002531,0.32753647,0.970279421,0.549528843,0.376257335,0.771902173,0.773725184,0.621176312,0.609457579,0.955483067,0.205202877,0.865192483,0.47535347,0.487176588,1411.062271,812.7106227,808.6813187,836.8864469,681.3553114,-0.380859,0.098572,0.931885,3.648682,-1.540222,-4.785156,1,2,1,1,1,75,
52:41.9,1.68206828,0.105061433,-0.017168839,0.451220727,1.00882131,0.084438141,-0.001670114,0.524552995,0.970279421,0.372032189,0.267021633,0.599093931,0.773725184,0.531677412,0.610586486,0.730263396,0.205202877,0.792701705,0.352932944,0.282991873,847.3626374,800.6227106,806.2637363,819.1575092,655.5677656,-0.375,0.104553,0.932251,5.532837,-8.202057,1.704712,1,2,1,1,1,75,
52:42.9,1.68206828,-0.082449643,0.386641193,0.676034231,1.00882131,-0.215780698,-0.126750568,0.771982381,0.970279421,0.33211055,0.089714429,0.920647901,0.773725184,0.363791767,0.615013451,0.673052246,0.205202877,0.755795077,0.516516229,0.449684733,828.4249084,803.040293,810.2930403,794.5787546,834.4688645,-0.389954,0.108948,0.922546,4.07486,-12.927399,1.308441,1,1,1,1,1,75,
52:43.9,1.68206828,0.20835998,0.565666333,0.962122105,1.00882131,-0.266581717,0.145761744,0.862175532,0.970279421,0.37411533,-0.067457807,0.940377444,0.773725184,0.522721871,0.772066904,0.841174356,0.205202877,0.773348855,0.734872685,0.667311424,1019.81685,799.4139194,815.9340659,802.6373626,675.7142857,-0.396912,0.101562,0.916931,3.401947,-8.538513,-0.291595,1,2,1,1,1,75,
52:44.9,1.68206828,0.313368951,-0.004917677,0.90622596,1.00882131,-0.247277569,-0.022995876,0.563334103,0.970279421,0.16634775,0.061506751,0.797922387,0.773725184,0.594705374,0.791528614,0.812717262,0.205202877,0.602984636,0.603784134,0.583475902,891.2820513,797.3992674,799.8168498,811.5018315,661.6117216,-0.419006,0.099121,0.917297,9.181519,-8.957214,-11.207733,1,1,1,1,1,70,
52:45.9,1.68206828,0.25273653,0.096601551,0.715343562,1.00882131,0.108591136,-0.091547111,0.667444402,0.970279421,0.30758687,0.11590449,1.031044538,0.773725184,0.630096887,0.700142385,0.655744997,0.205202877,0.555440672,0.492318596,0.450072727,809.4871795,794.981685,806.2637363,792.967033,828.4249084,-0.367737,0.122498,0.92926,3.9328,-6.377716,-0.657959,1,1,1,1,1,70,
52:46.9,1.68206828,0.527526413,0.611339131,0.619868637,1.00882131,0.184637266,0.263677088,0.60409526,0.970279421,0.386774618,0.457390193,1.057860512,0.773725184,0.538757116,0.699903296,0.6428186,0.205202877,0.628616374,0.389844663,0.328975265,889.2673993,792.967033,803.040293,813.5164835,772.014652,-0.353394,0.112915,0.930176,5.15152,3.701019,-4.620667,1,1,1,1,1,70,
52:47.9,1.68206828,0.649989076,0.951773052,0.586552546,1.00882131,0.220269525,0.552579592,0.430232837,0.970279421,0.388849398,0.521905741,0.92355453,0.773725184,0.508388501,0.640564775,0.747727514,0.205202877,0.747206067,0.379885964,0.417195088,863.0769231,805.8608059,794.5787546,794.981685,676.9230769,-0.326477,0.127258,0.949402,1.114044,-16.052704,4.538422,1,1,1,1,1,70,
52:48.9,1.68206828,0.514128804,0.562868938,0.75605896,1.00882131,-0.082006087,0.348481999,0.568993183,0.970279421,0.286590677,0.363484959,0.87310602,0.773725184,0.569617993,0.788515079,0.756906256,0.205202877,0.663082166,0.389090905,0.480724827,828.4249084,805.4578755,798.6080586,805.0549451,700.6959707,-0.236267,0.091797,0.97229,1.764526,-10.744171,-18.490143,1,1,1,1,1,70,
52:49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
52:49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
52:49.9,1.68206828,0.900854764,1.079696568,0.734175749,1.00882131,0.526383256,0.592746744,0.465262083,0.970279421,0.375469797,0.555793839,0.744112842,0.773725184,0.527691203,0.645557954,0.626681504,0.205202877,0.724297002,0.235161114,0.510404562,771.6117216,789.3406593,779.6703297,788.1318681,696.2637363,-0.030884,0.08197,0.993225,4.127197,-11.783447,2.773895,1,1,1,1,1,70,
52:50.9,1.68206828,0.936793928,1.216754078,0.975228482,1.00882131,0.432889584,0.645767055,0.755692831,0.970279421,0.373709677,0.724155847,0.718205668,0.773725184,0.395601714,0.512874002,0.580026639,0.205202877,0.652944896,0.261269413,0.50769143,807.8754579,793.3699634,790.952381,788.9377289,821.1721612,-0.102478,0.049988,0.989563,1.652374,-12.680664,-2.033691,1,1,1,1,1,70,
52:51.9,1.68206828,0.776062343,0.925198703,1.229103566,1.00882131,0.257326642,0.457563264,1.003099104,0.970279421,0.358518744,0.718917681,1.168001349,0.773725184,0.396334687,0.639987429,0.864982716,0.205202877,0.722054122,0.316413936,0.618363946,799.010989,795.7875458,795.3846154,807.8754579,739.7802198,-0.163269,0.069519,0.982422,7.858124,1.742096,2.930908,1,1,1,1,1,70,
52:52.9,1.68206828,0.77480517,0.535660518,1.263789713,1.00882131,-0.242832102,-0.097018747,1.009944162,0.970279421,0.277691779,-0.085123654,1.190554405,0.773725184,0.359594119,0.557848214,0.682268349,0.205202877,0.712756586,0.385312649,0.44986852,744.2124542,794.1758242,784.1025641,799.010989,1243.443223,-0.215759,0.108521,0.975647,12.351685,-1.525269,6.235657,1,1,1,1,1,70,
52:53.9,1.68206828,0.769105807,0.755902734,0.712814904,1.00882131,0.103583661,0.143285338,0.831093207,0.970279421,0.324440203,0.120927793,1.071114119,0.773725184,0.396339154,0.658006372,0.693390476,0.205202877,0.692932047,0.576923974,0.465801002,776.8498168,808.2783883,803.8461538,807.8754579,791.7582418,-0.250793,0.076538,0.973328,4.239349,-6.06369,-1.719666,1,1,1,1,1,70,
52:54.9,1.50007907,0.340679381,0.432021123,0.635349221,0.855733362,0.026388068,-0.007937824,0.430126587,1.190562725,0.311688891,0.151563887,0.830765334,0.781026825,0.429876523,0.57997308,0.631919293,0.500697309,0.748236547,0.608254751,0.336563156,834.4688645,806.6666667,798.2051282,813.9194139,578.6080586,-0.285583,0.144409,0.959717,2.923431,-6.4151,-2.699127,1,1,1,1,1,70,
52:55.9,1.671735647,0.433448153,0.789327737,1.101462741,1.129739203,-0.052428697,0.441530572,0.41853682,1.279358473,0.345557689,0.463105215,0.674072589,0.752678021,0.385348147,0.562033022,0.74397607,0.42845049,0.633426433,0.563776707,0.630793464,831.6483516,803.8461538,788.1318681,828.4249084,597.1428571,-0.313049,0.122498,0.952454,4.187012,-7.745972,-0.239258,1,1,1,1,1,75,
52:56.9,1.927570357,0.194192244,0.74739121,0.770133746,1.227670611,-0.121677498,0.254434724,0.53609796,0.9028159,0.19131927,0.356511593,0.61527682,0.798362855,0.512151344,0.547906629,0.745636436,0.342018493,0.558280586,0.459475651,0.442290068,847.3626374,803.8461538,788.1318681,803.4432234,625.3479853,-0.344849,0.114136,0.938538,3.618774,-17.824707,0.388794,1,1,1,1,1,75,
52:57.9,1.927570357,-0.298521681,0.29503165,0.764603578,1.227670611,-0.167517462,0.177431486,0.535870654,0.9028159,0.204990423,0.273769445,0.441149287,0.798362855,0.499446969,0.548858427,0.510431262,0.342018493,0.58414358,0.46610401,0.349896161,840.9157509,803.040293,807.8754579,819.5604396,664.8351648,-0.366455,0.11792,0.935669,2.145844,-10.422668,1.151428,1,1,1,1,1,75,
52:58.9,1.927570357,0.141349292,0.461696054,0.54593242,1.227670611,-0.024781394,0.174284994,0.297189126,0.9028159,0.339513164,0.343014344,0.281151818,0.798362855,0.460084722,0.493297982,0.776199304,0.342018493,0.674387984,0.467092738,0.540029569,688.6080586,803.040293,818.3516484,811.0989011,824.7985348,-0.318054,0.109924,0.935791,3.977661,-6.587067,-2.257996,1,1,1,1,1,75,
52:59.9,1.927570357,0.14326844,0.349530009,0.616544382,1.227670611,-0.038192621,0.197241247,0.473516062,0.9028159,0.362472927,0.401496624,0.828366718,0.798362855,0.541247625,0.666355711,0.881015476,0.342018493,0.708241701,0.569408591,0.439216743,866.3003663,824.7985348,916.6666667,729.3040293,711.978022,-0.746704,0.138367,0.672241,36.718597,122.52243,-30.580139,1,1,1,1,1,75,
53:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
53:00.9,1.927570357,1.14548275,0.345183982,0.791159387,1.227670611,0.07091678,0.05438213,0.765815061,0.9028159,0.742084001,0.274788976,0.822675011,0.798362855,0.643241402,0.655451706,0.81986946,0.342018493,0.810006064,0.723935332,0.150945752,946.4835165,168.8278388,122.8937729,390.8424908,803.4432234,-1.078125,0.026245,-0.203796,0.067291,-74.865265,18.819122,1,1,1,1,1,75,
53:00.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
53:01.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
53:01.9,1.927570357,1.52188658,0.487424993,0.791159387,1.227670611,0.295153702,0.176254709,0.765815061,0.9028159,0.690674902,0.274788976,0.822675011,0.798362855,0.762467582,0.60693457,0.81986946,0.342018493,0.823706526,0.766493192,0.150945752,301.3919414,1626.630037,633.4065934,823.992674,842.9304029,0.888489,-0.053162,0.600708,-3.058014,-10.706787,-0.904694,1,4,1,4,1,75,
53:02.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
53:02.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
53:02.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
53:02.9,1.927570357,1.52188658,0.487424993,0.791159387,1.227670611,0.295153702,0.176254709,0.765815061,0.9028159,0.690674902,0.274788976,0.822675011,0.798362855,0.762467582,0.60693457,0.81986946,0.342018493,0.823706526,0.766493192,0.150945752,970.6593407,982.7472527,757.5091575,709.1575092,693.040293,-0.145569,0.26355,0.977417,19.342499,-7.544098,-0.859833,1,4,4,2,2,75,
53:03.9,1.927570357,1.52188658,0.487424993,0.99060043,1.227670611,0.295153702,0.176254709,0.297520051,0.9028159,0.690674902,0.274788976,0.698602154,0.798362855,0.762467582,0.60693457,0.67727399,0.342018493,0.823706526,0.766493192,0.64809845,1431.611722,928.7545788,786.5201465,711.5750916,667.6556777,-0.295654,0.375854,0.896851,-0.306549,-7.207642,-7.349701,1,4,1,1,2,75,
53:04.9,1.927570357,1.52188658,1.05512189,1.130648305,1.227670611,0.295153702,0.270294888,0.733625778,0.9028159,0.690674902,0.250821499,0.869057598,0.798362855,0.762467582,0.60689578,0.573725157,0.342018493,0.823706526,0.209482999,0.514499032,975.4945055,891.6849817,796.996337,745.4212454,895.3113553,-0.348999,0.245911,0.915405,2.138367,-6.235657,-2.69165,1,2,1,1,1,75,
53:05.9,1.927570357,0.787668175,0.776783165,0.908103315,1.227670611,0.579214861,-0.004441871,0.671152116,0.9028159,0.611899537,0.148810126,0.700008235,0.798362855,0.590145589,0.735959254,0.567717167,0.342018493,1.197060977,0.32881749,0.46339571,732.5274725,857.4358974,803.4432234,775.6410256,635.4212454,-0.34436,0.19043,0.926208,4.104767,-7.267456,-3.529053,1,4,1,1,1,70,
53:06.9,1.927570357,0.731159481,0.182850892,0.874438318,1.227670611,0.341903669,-0.168612271,0.447823271,0.9028159,0.518236717,0.243160747,0.543755038,0.798362855,0.606670179,0.712332505,0.619009899,0.342018493,1.177816168,0.533243797,0.352767518,870.7326007,797.8021978,810.2930403,793.7728938,1074.212454,-0.338501,0.156494,0.92395,13.847046,-16.486359,-42.236481,1,2,1,1,1,70,
53:07.9,1.927570357,1.056246871,0.111679001,0.867743489,1.227670611,0.217824656,-0.089553567,0.530317643,0.9028159,0.338896834,0.349725475,0.827580885,0.798362855,0.630464151,0.597427244,0.785410359,0.342018493,1.088816531,0.393025146,0.582239349,865.4945055,809.8901099,814.7252747,816.7399267,856.2271062,-0.308411,0.124573,0.955017,11.604004,-12.254486,-35.477448,1,2,1,1,1,70,
53:08.9,1.927570357,0.849770904,0.295098407,0.704268654,1.227670611,0.19481462,-0.005032791,0.629933925,0.9028159,0.465314352,0.154775688,0.937715856,0.798362855,0.657565242,0.55123763,0.752585299,0.342018493,1.091489496,0.280945335,0.501115708,579.8168498,788.1318681,799.4139194,813.5164835,769.5970696,-0.289429,0.037842,0.959045,4.732819,-10.273132,-27.036133,1,1,1,1,1,70,
53:09.9,1.927570357,1.298393161,1.037730385,0.985868318,1.227670611,0.302225568,0.157185124,0.512329395,0.9028159,0.619708823,0.499309799,0.683626496,0.798362855,0.700255289,0.453137993,0.982616644,0.342018493,1.108539965,0.218848359,0.783960805,1003.699634,786.1172161,784.5054945,785.3113553,666.043956,-0.327759,0.13623,0.962341,-2.15332,-2.041168,62.147217,1,2,1,1,1,70,
53:10.9,1.927570357,1.632889199,1.121280394,1.212024358,1.227670611,0.449766006,0.366437613,0.707008086,0.9028159,0.675813321,0.555727856,0.684431262,0.798362855,0.64398095,0.40304623,0.877569825,0.342018493,1.103913728,0.267640639,0.807794332,896.5201465,756.7032967,787.3260073,789.7435897,1060.10989,-0.268494,0.131165,0.952881,0.568237,-7.574005,29.929657,1,4,1,1,1,70,
53:11.9,1.927570357,1.153174185,0.48099118,0.556889858,1.227670611,0.142634286,0.003260302,0.504735006,0.9028159,0.582469712,0.27976452,0.508504003,0.798362855,0.455924258,0.356180304,0.877125718,0.342018493,1.13876008,0.139536963,0.524242998,844.9450549,770.4029304,779.2673993,803.4432234,566.5201465,-0.258484,0.132629,0.973999,-5.345917,0.097198,20.404205,1,2,1,1,1,70,
53:12.9,1.927570357,1.134761965,0.636418907,0.17192991,1.227670611,0.17459251,0.152287534,0.201944671,0.9028159,0.722156406,0.292951541,1.002580583,0.798362855,0.65262871,0.463149356,1.016104762,0.342018493,1.137710208,0.17118882,0.65374663,885.2380952,753.0769231,794.1758242,807.8754579,1059.70696,-0.243042,0.148071,0.99408,12.172241,-8.00766,-46.356201,1,2,1,1,1,70,
53:13.9,1.927570357,0.917617218,0.697409578,0.409891904,1.227670611,0.054019975,0.259223011,0.537013032,0.9028159,0.722097906,0.453339748,0.947554339,0.798362855,0.600402744,0.478099058,0.746193006,0.342018493,1.080958187,0.174137809,0.479127052,767.5824176,809.8901099,786.9230769,804.2490842,793.3699634,-0.322815,0.141785,0.947449,17.039642,-8.942261,-39.028931,1,1,1,1,1,70,
53:14.9,1.927570357,0.887977524,0.409573823,0.672529866,1.227670611,-0.101047397,-0.292501581,0.483418257,0.9028159,0.357204216,0.30845352,0.793367706,0.798362855,0.587263592,0.462188257,0.770155346,0.342018493,1.047752674,0.115451609,0.575802362,875.1648352,861.8681319,796.5934066,826.8131868,606.8131868,-0.297424,0.077087,0.943298,4.209442,-9.241333,-17.667694,1,2,1,1,1,70,
53:15.9,1.927570357,1.272786362,0.456286127,0.706958093,1.227670611,0.07210501,-0.243722121,0.380380271,0.9028159,0.244256778,0.161782076,0.952659546,0.798362855,0.691275681,0.398098493,1.011129509,0.342018493,1.10017688,0.149872679,0.759767328,817.9487179,829.6336996,785.3113553,809.0842491,703.1135531,-0.320496,0.111267,0.94281,-4.201965,-5.091705,33.010101,1,1,1,1,1,75,
53:16.9,1.927570357,1.077437093,0.248084778,0.680683608,1.227670611,0.145458073,-0.235144207,0.45965652,0.9028159,0.216207168,0.060975242,0.940517774,0.798362855,0.691825929,0.366166239,0.792436215,0.342018493,1.059081999,0.157141024,0.558263969,593.9194139,809.8901099,791.7582418,792.1611722,724.0659341,-0.306152,0.161682,0.949585,-4.276733,-8.486176,31.67923,1,1,1,1,1,75,
53:17.9,1.927570357,0.719485274,0.03567114,0.50286552,1.227670611,0.104447383,-0.230304053,0.547708925,0.9028159,0.263437447,0.073429753,0.502188498,0.798362855,0.599410981,0.469545841,0.575291754,0.342018493,1.095268756,0.280882451,0.372633146,794.5787546,775.2380952,791.7582418,794.1758242,1072.197802,-0.277283,0.121277,0.944702,-5.473022,-9.353485,5.510406,1,1,1,1,1,75,
53:18.9,1.927570357,0.737021044,0.220351489,0.353403869,1.227670611,0.019043222,-0.098252542,0.574208193,0.9028159,0.758335366,0.379325361,0.768585558,0.798362855,0.584943623,0.516961345,0.482893159,0.342018493,1.068806044,0.336762519,0.396939132,812.3076923,771.2087912,792.967033,815.9340659,987.5824176,-0.328857,0.138,0.965637,17.854614,-9.353485,-40.853271,1,1,1,1,1,75,
53:19.9,1.927570357,0.400156872,0.162926341,0.185162809,1.227670611,-0.014713899,-0.215415026,0.210650314,0.9028159,0.758335366,0.418482023,0.644838592,0.798362855,0.472534086,0.544638039,0.564325252,0.342018493,1.07670175,0.218676919,0.070252956,852.1978022,856.6300366,790.952381,794.981685,753.4798535,-0.361755,0.132568,0.933167,16.187286,-9.99649,-32.232513,1,1,1,1,1,75,
53:20.9,1.927570357,1.287673207,-0.236209232,0.102348613,1.227670611,0.096458703,-0.207261389,0.193554057,0.9028159,0.536247004,0.442626634,0.477129418,0.798362855,0.536887228,0.422677318,0.670483122,0.342018493,1.041380871,0.113297946,0.387036655,857.8388278,898.5347985,780.0732601,804.6520147,807.0695971,-0.358215,0.099304,0.9422,1.816864,-9.78714,-5.884247,1,1,1,1,1,75,
53:21.9,1.927570357,1.58029668,0.115426574,0.451792754,1.227670611,0.538990787,-0.200034286,0.162307234,0.9028159,0.409399202,-0.195307745,0.749758759,0.798362855,0.550079101,0.43475437,0.884284647,0.342018493,1.029499499,0.15344569,0.685261244,753.4798535,788.1318681,796.1904762,805.8608059,1015.384615,-0.372864,0.140503,0.931763,-3.416901,-2.362671,31.940918,1,1,1,1,1,75,
53:22.9,1.927570357,1.171264822,0.127948083,0.378018584,1.227670611,0.358853952,-0.338186374,0.103982947,0.9028159,0.41198982,-0.23828674,0.711196971,0.798362855,0.548584755,0.37924795,0.686479783,0.342018493,0.995776741,-0.023300344,0.534491307,837.2893773,798.2051282,791.3553114,800.6227106,671.6849817,-0.337219,0.170959,0.921753,-7.798309,-2.011261,27.238007,1,1,1,1,1,75,
53:23.9,1.927570357,0.454778329,-0.381693931,0.371715659,1.227670611,0.150697634,-0.299899545,0.29132466,0.9028159,0.475744456,-0.223477226,0.725830212,0.798362855,0.527439813,0.388113233,0.478757206,0.342018493,1.01195379,0.141096951,0.27463141,793.7728938,774.8351648,805.8608059,805.8608059,670.4761905,-0.364014,0.11969,0.923218,-2.512207,-1.958923,7.955322,1,1,1,1,1,75,
53:24.9,1.927570357,0.215616471,0.002305034,0.507504909,1.227670611,0.322114729,-0.411202629,0.029720226,0.9028159,0.541542292,0.191165834,0.793891303,0.798362855,0.440362053,0.515027418,0.677835493,0.342018493,1.074716713,0.270416532,0.489727821,12.08791209,786.9230769,796.5934066,797.8021978,660,-0.368835,0.150757,0.918945,16.531219,-12.583466,-33.690491,1,1,1,1,1,75,
53:25.9,1.927570357,0.449075522,0.118411094,0.296224745,1.227670611,0.228889569,-0.24659279,0.406818333,0.9028159,0.50869825,0.445092228,0.767442613,0.798362855,0.338098059,0.554942322,0.597529332,0.342018493,1.027890121,0.154827277,0.463898175,817.1428571,789.3406593,805.8608059,792.967033,699.8901099,-0.364197,0.110657,0.933228,10.878754,-9.151611,-22.766876,1,1,1,1,1,75,
53:26.9,1.927570357,0.300842703,-0.012870011,0.502988833,1.227670611,0.033325406,-0.161625847,0.616235493,0.9028159,0.374045716,0.424439802,0.666148666,0.798362855,0.311964092,0.391099724,0.592555015,0.342018493,0.98025801,0.020587654,0.344527531,827.2161172,821.5750916,801.8315018,807.0695971,1014.981685,-0.346375,0.095398,0.942139,10.093689,-13.15918,-27.477264,1,1,1,1,1,75,
53:27.9,1.643001325,0.527143141,0.347922754,0.762246773,1.265321051,0.031274025,-0.041930962,0.601625346,1.307737669,0.4126847,0.175179536,0.595556304,0.828048194,0.527515115,0.343406179,0.780189034,0.761905713,1.009651242,0.022933791,0.408422133,751.4652015,781.6849817,785.7142857,805.8608059,675.3113553,-0.368469,0.105408,0.936035,-0.104675,-1.106567,32.269897,1,1,1,1,1,75,
53:28.9,1.898467077,0.535777309,-0.234368727,0.481997666,1.073388642,-0.079388197,-0.130730353,0.274251428,1.314576456,0.29600729,0.029740464,0.474924334,0.763532667,0.505726478,0.270690422,0.73731577,0.697766329,0.9502329,0.058988334,0.462992495,866.7032967,765.1648352,793.7728938,802.6373626,784.5054945,-0.327148,0.174438,0.932495,-5.973969,-0.104675,27.208099,1,1,1,1,1,75,
53:29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
53:29.9,2.105234679,0.504812228,0.267987467,0.475412516,0.775633369,0.032966472,0.13393506,0.090876735,0.831083563,0.285753996,0.295168278,0.353235138,0.722925668,0.492750787,0.407398647,0.654478615,0.606005676,0.879966647,0.135409764,0.450073898,798.2051282,786.1172161,799.8168498,806.6666667,700.6959707,-0.30011,0.099792,0.966492,-7.102966,-10.093689,4.403839,1,1,1,1,1,75,
53:30.9,1.367598224,0.535754141,0.343939957,0.444767162,1.299303119,0.037099576,0.060991009,0.577988705,1.119241508,0.341212341,0.239740463,0.570646,0.709272252,0.597224665,0.485614139,0.683539921,0.143598917,0.971838944,0.264773183,0.514470033,820.3663004,780.4761905,797.8021978,795.7875458,643.0769231,-0.326721,0.094788,0.951721,13.540497,-4.889832,-23.021088,1,1,1,1,1,75,
53:31.9,1.594012699,0.621581126,0.272908417,0.289977316,1.206423424,-0.29200359,-0.086570202,0.410592883,1.163081935,0.279903973,0.319624708,0.792652824,0.801850465,0.570750784,0.443958773,0.59100348,0.273524676,1.041801045,0.183812212,0.29578689,829.6336996,799.010989,788.9377289,792.1611722,681.3553114,-0.358765,0.075928,0.938293,18.063965,-11.364746,-42.206573,1,1,1,1,1,75,
53:32.9,1.822682424,0.126111716,0.197039736,0.090893225,1.054366393,-0.258845041,-0.098326171,0.297130475,1.024162336,0.12826273,0.296359821,0.824925666,0.885176723,0.527848689,0.33696947,0.606470347,0.386843938,1.038254431,0.012000919,0.394979069,836.4835165,804.2490842,786.9230769,808.6813187,728.0952381,-0.349548,0.037354,0.940613,3.925323,-8.979645,-8.52356,1,1,1,1,1,75,
53:33.9,1.548307653,0.369473922,0.186685914,0.533960886,1.484896773,0.088210933,0.196214619,0.697975259,1.218582421,0.292897434,0.305655683,0.831790177,0.767499233,0.467509609,0.103724359,0.827755895,0.215493709,0.96648776,-0.062986076,0.538809174,759.1208791,794.1758242,807.8754579,760.3296703,869.1208791,-0.337952,0.118896,0.944031,0.844879,-3.342133,25.398712,1,1,1,1,1,75,
53:34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
53:34.9,1.590873454,0.609935468,0.444953529,0.63014404,1.465285133,0.152056782,0.238495528,0.547799776,1.163207738,0.452524089,0.527559801,0.493797462,0.743612528,0.297746347,0.218648823,0.690049896,0.189747392,0.953157292,-0.033860827,0.467605063,826.4102564,792.1611722,803.040293,797.8021978,841.7216117,-0.31189,0.152222,0.94635,-3.357086,-3.992615,31.312866,1,1,1,1,1,75,
53:35.9,1.341698549,0.430066439,0.172825887,0.359395895,1.01634779,-0.165958316,-0.067981749,0.015201324,0.741743175,0.363511683,0.424292805,0.17768737,0.589118601,0.303650071,0.51439399,0.603877657,0.288539608,1.032537058,0.117936776,0.190996851,805.4578755,778.0586081,813.1135531,808.2783883,666.8498168,-0.333435,0.060059,0.923035,-9.667511,-8.284302,12.598419,1,1,1,1,1,75,
53:36.9,1.323335475,0.188037693,0.063543297,0.661692206,0.845403945,-0.031985905,-0.033363886,0.437395943,1.038864538,0.370915616,0.160990674,0.610177965,0.485674105,0.357254191,0.563119434,0.740704682,0.357960506,0.994162457,0.006679877,0.541512465,788.9377289,768.7912088,786.1172161,816.3369963,1153.589744,-0.350525,0.082153,0.944336,9.757233,-10.273132,-28.84552,1,1,1,1,1,70,
53:37.9,1.300505448,0.412821412,0.43608188,0.715186603,0.909072041,-0.105078539,0.019628549,0.755204262,1.243091778,0.196124176,0.460324171,0.943682575,0.458254892,0.561931175,0.482058605,0.671551574,0.300917983,0.880059687,0.036547924,0.519555455,855.018315,796.1904762,792.967033,800.2197802,733.7362637,-0.335876,0.056091,0.948486,19.22287,-8.35907,-42.236481,1,1,1,1,1,70,
53:38.9,1.250728565,0.290982932,0.280047393,0.555808427,1.09687035,-0.185488872,-0.150266082,0.594930492,1.222296108,0.148605114,0.434331207,0.874581108,0.488968358,0.527168686,0.329649902,0.632994123,0.340954101,0.858512574,0.063378224,0.45668174,816.7399267,809.4871795,788.9377289,806.6666667,686.5934066,-0.352234,0.068848,0.942993,2.684174,-9.921722,-13.495636,1,1,1,1,1,70,
53:39.9,0.978776176,0.223462958,0.17387632,0.54568716,0.87123407,-0.166724952,-0.102099107,0.352609459,1.484454122,0.323844062,0.147543069,0.76974343,0.912263819,0.5478907,0.146915458,0.683129831,0.6102644,0.965632035,0.168446045,0.530891229,801.4285714,783.6996337,797.8021978,778.8644689,746.2271062,-0.355957,0.166687,0.932129,-3.102875,0.306549,26.841736,1,1,1,1,1,70,
53:40.9,1.156435693,0.423372701,-0.016242696,0.727284043,0.594805714,-0.097847433,-0.0281077,0.430701637,1.299966867,0.54726199,0.286086915,1.089003886,0.747745588,0.516201436,0.270396316,0.639677312,0.287156809,1.013614315,0.020847933,0.418320846,836.4835165,775.2380952,798.2051282,806.2637363,836.4835165,-0.322754,0.170715,0.909241,-6.676788,-3.887939,28.957672,1,1,1,1,1,70,
53:41.9,1.171006627,0.300965998,-0.015501002,0.341982728,0.921375288,-0.257728827,-0.14433581,0.491724298,1.349057479,0.159029658,0.226359558,1.157690216,1.152662475,0.502891608,0.288500336,0.559177406,0.52443263,0.976717077,0.037387368,0.32404523,865.8974359,801.025641,800.6227106,791.7582418,766.3736264,-0.36499,0.16217,0.93396,-15.177917,-24.224854,-5.114136,1,1,1,1,1,70,
