Experiment name:,NeuLog experiment
Duration:, 1 Hours
Rate:, 5 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,3.0206
'0:0:0.2,3.0154
'0:0:0.4,3.0118
'0:0:0.6,3.0076
'0:0:0.8,3.0049
'0:0:1.0,3.0001
'0:0:1.2,2.9966
'0:0:1.4,2.9920
'0:0:1.6,2.9884
'0:0:1.8,2.9850
'0:0:2.0,2.9799
'0:0:2.2,2.9760
'0:0:2.4,2.9731
'0:0:2.6,2.9686
'0:0:2.8,2.9647
'0:0:3.0,2.9623
'0:0:3.2,2.9614
'0:0:3.4,2.9626
'0:0:3.6,2.9642
'0:0:3.8,2.9659
'0:0:4.0,2.9674
'0:0:4.2,2.9662
'0:0:4.4,2.9654
'0:0:4.6,2.9638
'0:0:4.8,2.9621
'0:0:5.0,2.9587
'0:0:5.2,2.9573
'0:0:5.4,2.9542
'0:0:5.6,2.9506
'0:0:5.8,2.9472
'0:0:6.0,2.9427
'0:0:6.2,2.9379
'0:0:6.4,2.9341
'0:0:6.6,2.9294
'0:0:6.8,2.9249
'0:0:7.0,2.9216
'0:0:7.2,2.9180
'0:0:7.4,2.9133
'0:0:7.6,2.9098
'0:0:7.8,2.9062
'0:0:8.0,2.9018
'0:0:8.2,2.8982
'0:0:8.4,2.8952
'0:0:8.6,2.8919
'0:0:8.8,2.8880
'0:0:9.0,2.8842
'0:0:9.2,2.8805
'0:0:9.4,2.8765
'0:0:9.6,2.8726
'0:0:9.8,2.8680
'0:0:10.0,2.8636
'0:0:10.2,2.8599
'0:0:10.4,2.8566
'0:0:10.6,2.8541
'0:0:10.8,2.8513
'0:0:11.0,2.8488
'0:0:11.2,2.8460
'0:0:11.4,2.8437
'0:0:11.6,2.8414
'0:0:11.8,2.8396
'0:0:12.0,2.8366
'0:0:12.2,2.8325
'0:0:12.4,2.8291
'0:0:12.6,2.8250
'0:0:12.8,2.8213
'0:0:13.0,2.8175
'0:0:13.2,2.8138
'0:0:13.4,2.8102
'0:0:13.6,2.8061
'0:0:13.8,2.8023
'0:0:14.0,2.7987
'0:0:14.2,2.7962
'0:0:14.4,2.7924
'0:0:14.6,2.7883
'0:0:14.8,2.7843
'0:0:15.0,2.7811
'0:0:15.2,2.7794
'0:0:15.4,2.7771
'0:0:15.6,2.7738
'0:0:15.8,2.7711
'0:0:16.0,2.7684
'0:0:16.2,2.7664
'0:0:16.4,2.7642
'0:0:16.6,2.7622
'0:0:16.8,2.7604
'0:0:17.0,2.7580
'0:0:17.2,2.7546
'0:0:17.4,2.7524
'0:0:17.6,2.7495
'0:0:17.8,2.7467
'0:0:18.0,2.7427
'0:0:18.2,2.7396
'0:0:18.4,2.7361
'0:0:18.6,2.7326
'0:0:18.8,2.7290
'0:0:19.0,2.7258
'0:0:19.2,2.7222
'0:0:19.4,2.7185
'0:0:19.6,2.7148
'0:0:19.8,2.7111
'0:0:20.0,2.7078
'0:0:20.2,2.7044
'0:0:20.4,2.6998
'0:0:20.6,2.6972
'0:0:20.8,2.6946
'0:0:21.0,2.6905
'0:0:21.2,2.6866
'0:0:21.4,2.6836
'0:0:21.6,2.6806
'0:0:21.8,2.6773
'0:0:22.0,2.6743
'0:0:22.2,2.6724
'0:0:22.4,2.6694
'0:0:22.6,2.6658
'0:0:22.8,2.6623
'0:0:23.0,2.6589
'0:0:23.2,2.6553
'0:0:23.4,2.6515
'0:0:23.6,2.6483
'0:0:23.8,2.6455
'0:0:24.0,2.6430
'0:0:24.2,2.6396
'0:0:24.4,2.6368
'0:0:24.6,2.6330
'0:0:24.8,2.6298
'0:0:25.0,2.6267
'0:0:25.2,2.6237
'0:0:25.4,2.6202
'0:0:25.6,2.6158
'0:0:25.8,2.6128
'0:0:26.0,2.6099
'0:0:26.2,2.6072
'0:0:26.4,2.6032
'0:0:26.6,2.6001
'0:0:26.8,2.5976
'0:0:27.0,2.5965
'0:0:27.2,2.5974
'0:0:27.4,2.6009
'0:0:27.6,2.6063
'0:0:27.8,2.6103
'0:0:28.0,2.6141
'0:0:28.2,2.6168
'0:0:28.4,2.6195
'0:0:28.6,2.6202
'0:0:28.8,2.6204
'0:0:29.0,2.6197
'0:0:29.2,2.6183
'0:0:29.4,2.6162
'0:0:29.6,2.6128
'0:0:29.8,2.6093
'0:0:30.0,2.6051
'0:0:30.2,2.6007
'0:0:30.4,2.5978
'0:0:30.6,2.5942
'0:0:30.8,2.5903
'0:0:31.0,2.5876
'0:0:31.2,2.5849
'0:0:31.4,2.5828
'0:0:31.6,2.5816
'0:0:31.8,2.5806
'0:0:32.0,2.5808
'0:0:32.2,2.5816
'0:0:32.4,2.5837
'0:0:32.6,2.5855
'0:0:32.8,2.5868
'0:0:33.0,2.5872
'0:0:33.2,2.5862
'0:0:33.4,2.5847
'0:0:33.6,2.5824
'0:0:33.8,2.5806
'0:0:34.0,2.5775
'0:0:34.2,2.5737
'0:0:34.4,2.5700
'0:0:34.6,2.5665
'0:0:34.8,2.5637
'0:0:35.0,2.5614
'0:0:35.2,2.5587
'0:0:35.4,2.5575
'0:0:35.6,2.5549
'0:0:35.8,2.5528
'0:0:36.0,2.5506
'0:0:36.2,2.5483
'0:0:36.4,2.5459
'0:0:36.6,2.5440
'0:0:36.8,2.5414
'0:0:37.0,2.5387
'0:0:37.2,2.5361
'0:0:37.4,2.5339
'0:0:37.6,2.5310
'0:0:37.8,2.5278
'0:0:38.0,2.5246
'0:0:38.2,2.5213
'0:0:38.4,2.5185
'0:0:38.6,2.5159
'0:0:38.8,2.5131
'0:0:39.0,2.5102
'0:0:39.2,2.5070
'0:0:39.4,2.5050
'0:0:39.6,2.5024
'0:0:39.8,2.4998
'0:0:40.0,2.4968
'0:0:40.2,2.4940
'0:0:40.4,2.4912
'0:0:40.6,2.4879
'0:0:40.8,2.4851
'0:0:41.0,2.4817
'0:0:41.2,2.4793
'0:0:41.4,2.4773
'0:0:41.6,2.4742
'0:0:41.8,2.4712
'0:0:42.0,2.4686
'0:0:42.2,2.4663
'0:0:42.4,2.4635
'0:0:42.6,2.4607
'0:0:42.8,2.4578
'0:0:43.0,2.4556
'0:0:43.2,2.4531
'0:0:43.4,2.4505
'0:0:43.6,2.4486
'0:0:43.8,2.4460
'0:0:44.0,2.4449
'0:0:44.2,2.4425
'0:0:44.4,2.4400
'0:0:44.6,2.4376
'0:0:44.8,2.4363
'0:0:45.0,2.4341
'0:0:45.2,2.4320
'0:0:45.4,2.4297
'0:0:45.6,2.4273
'0:0:45.8,2.4252
'0:0:46.0,2.4229
'0:0:46.2,2.4205
'0:0:46.4,2.4186
'0:0:46.6,2.4159
'0:0:46.8,2.4132
'0:0:47.0,2.4107
'0:0:47.2,2.4086
'0:0:47.4,2.4057
'0:0:47.6,2.4038
'0:0:47.8,2.4011
'0:0:48.0,2.3997
'0:0:48.2,2.3974
'0:0:48.4,2.3953
'0:0:48.6,2.3934
'0:0:48.8,2.3911
'0:0:49.0,2.3886
'0:0:49.2,2.3862
'0:0:49.4,2.3842
'0:0:49.6,2.3814
'0:0:49.8,2.3806
'0:0:50.0,2.3780
'0:0:50.2,2.3761
'0:0:50.4,2.3732
'0:0:50.6,2.3719
'0:0:50.8,2.3692
'0:0:51.0,2.3675
'0:0:51.2,2.3656
'0:0:51.4,2.3639
'0:0:51.6,2.3615
'0:0:51.8,2.3604
'0:0:52.0,2.3585
'0:0:52.2,2.3564
'0:0:52.4,2.3545
'0:0:52.6,2.3526
'0:0:52.8,2.3500
'0:0:53.0,2.3481
'0:0:53.2,2.3459
'0:0:53.4,2.3442
'0:0:53.6,2.3414
'0:0:53.8,2.3397
'0:0:54.0,2.3384
'0:0:54.2,2.3363
'0:0:54.4,2.3348
'0:0:54.6,2.3326
'0:0:54.8,2.3304
'0:0:55.0,2.3287
'0:0:55.2,2.3263
'0:0:55.4,2.3241
'0:0:55.6,2.3222
'0:0:55.8,2.3207
'0:0:56.0,2.3189
'0:0:56.2,2.3177
'0:0:56.4,2.3157
'0:0:56.6,2.3144
'0:0:56.8,2.3126
'0:0:57.0,2.3105
'0:0:57.2,2.3083
'0:0:57.4,2.3072
'0:0:57.6,2.3054
'0:0:57.8,2.3033
'0:0:58.0,2.3011
'0:0:58.2,2.2998
'0:0:58.4,2.2976
'0:0:58.6,2.2954
'0:0:58.8,2.2940
'0:0:59.0,2.2923
'0:0:59.2,2.2905
'0:0:59.4,2.2885
'0:0:59.6,2.2863
'0:0:59.8,2.2843
'0:1:0.0,2.2825
'0:1:0.2,2.2806
'0:1:0.4,2.2790
'0:1:0.6,2.2772
'0:1:0.8,2.2757
'0:1:1.0,2.2735
'0:1:1.2,2.2708
'0:1:1.4,2.2690
'0:1:1.6,2.2670
'0:1:1.8,2.2654
'0:1:2.0,2.2636
'0:1:2.2,2.2614
'0:1:2.4,2.2596
'0:1:2.6,2.2580
'0:1:2.8,2.2571
'0:1:3.0,2.2553
'0:1:3.2,2.2545
'0:1:3.4,2.2524
'0:1:3.6,2.2502
'0:1:3.8,2.2482
'0:1:4.0,2.2464
'0:1:4.2,2.2450
'0:1:4.4,2.2432
'0:1:4.6,2.2407
'0:1:4.8,2.2384
'0:1:5.0,2.2361
'0:1:5.2,2.2341
'0:1:5.4,2.2325
'0:1:5.6,2.2305
'0:1:5.8,2.2287
'0:1:6.0,2.2270
'0:1:6.2,2.2255
'0:1:6.4,2.2237
'0:1:6.6,2.2216
'0:1:6.8,2.2186
'0:1:7.0,2.2165
'0:1:7.2,2.2147
'0:1:7.4,2.2129
'0:1:7.6,2.2108
'0:1:7.8,2.2089
'0:1:8.0,2.2067
'0:1:8.2,2.2046
'0:1:8.4,2.2030
'0:1:8.6,2.2018
'0:1:8.8,2.2002
'0:1:9.0,2.1974
'0:1:9.2,2.1957
'0:1:9.4,2.1941
'0:1:9.6,2.1925
'0:1:9.8,2.1907
'0:1:10.0,2.1892
'0:1:10.2,2.1872
'0:1:10.4,2.1855
'0:1:10.6,2.1830
'0:1:10.8,2.1804
'0:1:11.0,2.1782
'0:1:11.2,2.1764
'0:1:11.4,2.1752
'0:1:11.6,2.1731
'0:1:11.8,2.1710
'0:1:12.0,2.1700
'0:1:12.2,2.1693
'0:1:12.4,2.1683
'0:1:12.6,2.1665
'0:1:12.8,2.1653
'0:1:13.0,2.1637
'0:1:13.2,2.1636
'0:1:13.4,2.1620
'0:1:13.6,2.1603
'0:1:13.8,2.1586
'0:1:14.0,2.1567
'0:1:14.2,2.1551
'0:1:14.4,2.1534
'0:1:14.6,2.1517
'0:1:14.8,2.1499
'0:1:15.0,2.1553
'0:1:15.2,2.1536
'0:1:15.4,2.1513
'0:1:15.6,2.1489
'0:1:15.8,2.1474
'0:1:16.0,2.1467
'0:1:16.2,2.1477
'0:1:16.4,2.1575
'0:1:16.6,2.1669
'0:1:16.8,2.1735
'0:1:17.0,2.1667
'0:1:17.2,2.1646
'0:1:17.4,2.1655
'0:1:17.6,2.1650
'0:1:17.8,2.1644
'0:1:18.0,2.1634
'0:1:18.2,2.1627
'0:1:18.4,2.1617
'0:1:18.6,2.1615
'0:1:18.8,2.1606
'0:1:19.0,2.1612
'0:1:19.2,2.1625
'0:1:19.4,2.1620
'0:1:19.6,2.1625
'0:1:19.8,2.1631
'0:1:20.0,2.1637
'0:1:20.2,2.1677
'0:1:20.4,2.1691
'0:1:20.6,2.1726
'0:1:20.8,2.1749
'0:1:21.0,2.1750
'0:1:21.2,2.1775
'0:1:21.4,2.1808
'0:1:21.6,2.1834
'0:1:21.8,2.1864
'0:1:22.0,2.1822
'0:1:22.2,2.1766
'0:1:22.4,2.1801
'0:1:22.6,2.1548
'0:1:22.8,2.1676
'0:1:23.0,2.1655
'0:1:23.2,2.1985
'0:1:23.4,2.1726
'0:1:23.6,2.1827
'0:1:23.8,2.1985
'0:1:24.0,2.2191
'0:1:24.2,2.2124
'0:1:24.4,2.2445
'0:1:24.6,2.2652
'0:1:24.8,2.2817
'0:1:25.0,2.2991
'0:1:25.2,2.3128
'0:1:25.4,2.3281
'0:1:25.6,2.3391
'0:1:25.8,2.3448
'0:1:26.0,2.3509
'0:1:26.2,2.3590
'0:1:26.4,2.3736
'0:1:26.6,2.3863
'0:1:26.8,2.3980
'0:1:27.0,2.4124
'0:1:27.2,2.4260
'0:1:27.4,2.4369
'0:1:27.6,2.4437
'0:1:27.8,2.4501
'0:1:28.0,2.4545
'0:1:28.2,2.4576
'0:1:28.4,2.4582
'0:1:28.6,2.4558
'0:1:28.8,2.4531
'0:1:29.0,2.4488
'0:1:29.2,2.4470
'0:1:29.4,2.4494
'0:1:29.6,2.4552
'0:1:29.8,2.4592
'0:1:30.0,2.4625
'0:1:30.2,2.4649
'0:1:30.4,2.4665
'0:1:30.6,2.4688
'0:1:30.8,2.4726
'0:1:31.0,2.4761
'0:1:31.2,2.4837
'0:1:31.4,2.4926
'0:1:31.6,2.5022
'0:1:31.8,2.5139
'0:1:32.0,2.5211
'0:1:32.2,2.5300
'0:1:32.4,2.5355
'0:1:32.6,2.5381
'0:1:32.8,2.5400
'0:1:33.0,2.5448
'0:1:33.2,2.5450
'0:1:33.4,2.5436
'0:1:33.6,2.5424
'0:1:33.8,2.5416
'0:1:34.0,2.5463
'0:1:34.2,2.5402
'0:1:34.4,2.5375
'0:1:34.6,2.5361
'0:1:34.8,2.5320
'0:1:35.0,2.5310
'0:1:35.2,2.5316
'0:1:35.4,2.5322
'0:1:35.6,2.5359
'0:1:35.8,2.5389
'0:1:36.0,2.5385
'0:1:36.2,2.5406
'0:1:36.4,2.5404
'0:1:36.6,2.5436
'0:1:36.8,2.5438
'0:1:37.0,2.5448
'0:1:37.2,2.5481
'0:1:37.4,2.5479
'0:1:37.6,2.5453
'0:1:37.8,2.5467
'0:1:38.0,2.5479
'0:1:38.2,2.5479
'0:1:38.4,2.5489
'0:1:38.6,2.5489
'0:1:38.8,2.5506
'0:1:39.0,2.5534
'0:1:39.2,2.5493
'0:1:39.4,2.5469
'0:1:39.6,2.5424
'0:1:39.8,2.5369
'0:1:40.0,2.5347
'0:1:40.2,2.5322
'0:1:40.4,2.5300
'0:1:40.6,2.5278
'0:1:40.8,2.5284
'0:1:41.0,2.5244
'0:1:41.2,2.5219
'0:1:41.4,2.5189
'0:1:41.6,2.5165
'0:1:41.8,2.5169
'0:1:42.0,2.5155
'0:1:42.2,2.5127
'0:1:42.4,2.5104
'0:1:42.6,2.5098
'0:1:42.8,2.5096
'0:1:43.0,2.5102
'0:1:43.2,2.5119
'0:1:43.4,2.5161
'0:1:43.6,2.5177
'0:1:43.8,2.5145
'0:1:44.0,2.5143
'0:1:44.2,2.5147
'0:1:44.4,2.5165
'0:1:44.6,2.5175
'0:1:44.8,2.5205
'0:1:45.0,2.5278
'0:1:45.2,2.5266
