Experiment name:,NeuLog experiment
Duration:, 1 Hours
Rate:, 5 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,0.7611
'0:0:0.2,0.7606
'0:0:0.4,0.7597
'0:0:0.6,0.7589
'0:0:0.8,0.7580
'0:0:1.0,0.7570
'0:0:1.2,0.7562
'0:0:1.4,0.7554
'0:0:1.6,0.7548
'0:0:1.8,0.7541
'0:0:2.0,0.7535
'0:0:2.2,0.7528
'0:0:2.4,0.7519
'0:0:2.6,0.7511
'0:0:2.8,0.7501
'0:0:3.0,0.7493
'0:0:3.2,0.7485
'0:0:3.4,0.7476
'0:0:3.6,0.7470
'0:0:3.8,0.7463
'0:0:4.0,0.7455
'0:0:4.2,0.7446
'0:0:4.4,0.7440
'0:0:4.6,0.7435
'0:0:4.8,0.7429
'0:0:5.0,0.7421
'0:0:5.2,0.7414
'0:0:5.4,0.7405
'0:0:5.6,0.7397
'0:0:5.8,0.7389
'0:0:6.0,0.7383
'0:0:6.2,0.7374
'0:0:6.4,0.7366
'0:0:6.6,0.7360
'0:0:6.8,0.7357
'0:0:7.0,0.7348
'0:0:7.2,0.7339
'0:0:7.4,0.7331
'0:0:7.6,0.7325
'0:0:7.8,0.7318
'0:0:8.0,0.7312
'0:0:8.2,0.7305
'0:0:8.4,0.7299
'0:0:8.6,0.7293
'0:0:8.8,0.7287
'0:0:9.0,0.7281
'0:0:9.2,0.7274
'0:0:9.4,0.7267
'0:0:9.6,0.7262
'0:0:9.8,0.7254
'0:0:10.0,0.7248
'0:0:10.2,0.7243
'0:0:10.4,0.7235
'0:0:10.6,0.7227
'0:0:10.8,0.7222
'0:0:11.0,0.7214
'0:0:11.2,0.7208
'0:0:11.4,0.7203
'0:0:11.6,0.7197
'0:0:11.8,0.7194
'0:0:12.0,0.7187
'0:0:12.2,0.7180
'0:0:12.4,0.7173
'0:0:12.6,0.7168
'0:0:12.8,0.7163
'0:0:13.0,0.7159
'0:0:13.2,0.7151
'0:0:13.4,0.7145
'0:0:13.6,0.7141
'0:0:13.8,0.7135
'0:0:14.0,0.7131
'0:0:14.2,0.7123
'0:0:14.4,0.7115
'0:0:14.6,0.7110
'0:0:14.8,0.7103
'0:0:15.0,0.7098
'0:0:15.2,0.7094
'0:0:15.4,0.7085
'0:0:15.6,0.7080
'0:0:15.8,0.7076
'0:0:16.0,0.7071
'0:0:16.2,0.7063
'0:0:16.4,0.7056
'0:0:16.6,0.7051
'0:0:16.8,0.7045
'0:0:17.0,0.7039
'0:0:17.2,0.7038
'0:0:17.4,0.7031
'0:0:17.6,0.7026
'0:0:17.8,0.7022
'0:0:18.0,0.7017
'0:0:18.2,0.7013
'0:0:18.4,0.7008
'0:0:18.6,0.7001
'0:0:18.8,0.6998
'0:0:19.0,0.6994
'0:0:19.2,0.6987
'0:0:19.4,0.6983
'0:0:19.6,0.6980
'0:0:19.8,0.6974
'0:0:20.0,0.6972
'0:0:20.2,0.6966
'0:0:20.4,0.6961
'0:0:20.6,0.6960
'0:0:20.8,0.6955
'0:0:21.0,0.6949
'0:0:21.2,0.6944
'0:0:21.4,0.6940
'0:0:21.6,0.6939
'0:0:21.8,0.6932
'0:0:22.0,0.6931
'0:0:22.2,0.6927
'0:0:22.4,0.6922
'0:0:22.6,0.6920
'0:0:22.8,0.6915
'0:0:23.0,0.6911
'0:0:23.2,0.6911
'0:0:23.4,0.6909
'0:0:23.6,0.6911
'0:0:23.8,0.6909
'0:0:24.0,0.6909
'0:0:24.2,0.6911
'0:0:24.4,0.6907
'0:0:24.6,0.6903
'0:0:24.8,0.6897
'0:0:25.0,0.6892
'0:0:25.2,0.6886
'0:0:25.4,0.6882
'0:0:25.6,0.6876
'0:0:25.8,0.6870
'0:0:26.0,0.6865
'0:0:26.2,0.6860
'0:0:26.4,0.6858
'0:0:26.6,0.6853
'0:0:26.8,0.6848
'0:0:27.0,0.6843
'0:0:27.2,0.6840
'0:0:27.4,0.6836
'0:0:27.6,0.6833
'0:0:27.8,0.6827
'0:0:28.0,0.6822
'0:0:28.2,0.6816
'0:0:28.4,0.6814
'0:0:28.6,0.6810
'0:0:28.8,0.6805
'0:0:29.0,0.6802
'0:0:29.2,0.6797
'0:0:29.4,0.6789
'0:0:29.6,0.6783
'0:0:29.8,0.6778
'0:0:30.0,0.6777
'0:0:30.2,0.6772
'0:0:30.4,0.6768
'0:0:30.6,0.6764
'0:0:30.8,0.6760
'0:0:31.0,0.6756
'0:0:31.2,0.6753
'0:0:31.4,0.6747
'0:0:31.6,0.6741
'0:0:31.8,0.6740
'0:0:32.0,0.6734
'0:0:32.2,0.6731
'0:0:32.4,0.6726
'0:0:32.6,0.6721
'0:0:32.8,0.6716
'0:0:33.0,0.6712
'0:0:33.2,0.6706
'0:0:33.4,0.6699
'0:0:33.6,0.6698
'0:0:33.8,0.6689
'0:0:34.0,0.6686
'0:0:34.2,0.6684
'0:0:34.4,0.6679
'0:0:34.6,0.6671
'0:0:34.8,0.6669
'0:0:35.0,0.6662
'0:0:35.2,0.6662
'0:0:35.4,0.6656
'0:0:35.6,0.6652
'0:0:35.8,0.6647
'0:0:36.0,0.6642
'0:0:36.2,0.6639
'0:0:36.4,0.6636
'0:0:36.6,0.6632
'0:0:36.8,0.6632
'0:0:37.0,0.6628
'0:0:37.2,0.6621
'0:0:37.4,0.6616
'0:0:37.6,0.6612
'0:0:37.8,0.6610
'0:0:38.0,0.6603
'0:0:38.2,0.6598
'0:0:38.4,0.6594
'0:0:38.6,0.6592
'0:0:38.8,0.6585
'0:0:39.0,0.6579
'0:0:39.2,0.6574
'0:0:39.4,0.6565
'0:0:39.6,0.6564
'0:0:39.8,0.6560
'0:0:40.0,0.6557
'0:0:40.2,0.6551
'0:0:40.4,0.6545
'0:0:40.6,0.6544
'0:0:40.8,0.6542
'0:0:41.0,0.6535
'0:0:41.2,0.6532
'0:0:41.4,0.6528
'0:0:41.6,0.6522
'0:0:41.8,0.6518
'0:0:42.0,0.6515
'0:0:42.2,0.6509
'0:0:42.4,0.6504
'0:0:42.6,0.6499
'0:0:42.8,0.6495
'0:0:43.0,0.6491
'0:0:43.2,0.6486
'0:0:43.4,0.6481
'0:0:43.6,0.6480
'0:0:43.8,0.6478
'0:0:44.0,0.6473
'0:0:44.2,0.6469
'0:0:44.4,0.6466
'0:0:44.6,0.6462
'0:0:44.8,0.6460
'0:0:45.0,0.6458
'0:0:45.2,0.6456
'0:0:45.4,0.6452
'0:0:45.6,0.6448
'0:0:45.8,0.6445
'0:0:46.0,0.6441
'0:0:46.2,0.6440
'0:0:46.4,0.6437
'0:0:46.6,0.6433
'0:0:46.8,0.6428
'0:0:47.0,0.6424
'0:0:47.2,0.6420
'0:0:47.4,0.6418
'0:0:47.6,0.6415
'0:0:47.8,0.6414
'0:0:48.0,0.6410
'0:0:48.2,0.6408
'0:0:48.4,0.6403
'0:0:48.6,0.6399
'0:0:48.8,0.6398
'0:0:49.0,0.6394
'0:0:49.2,0.6395
'0:0:49.4,0.6390
'0:0:49.6,0.6385
'0:0:49.8,0.6382
'0:0:50.0,0.6381
'0:0:50.2,0.6377
'0:0:50.4,0.6373
'0:0:50.6,0.6370
'0:0:50.8,0.6368
'0:0:51.0,0.6367
'0:0:51.2,0.6365
'0:0:51.4,0.6360
'0:0:51.6,0.6359
'0:0:51.8,0.6354
'0:0:52.0,0.6352
'0:0:52.2,0.6351
'0:0:52.4,0.6348
'0:0:52.6,0.6346
'0:0:52.8,0.6342
'0:0:53.0,0.6340
'0:0:53.2,0.6340
'0:0:53.4,0.6335
'0:0:53.6,0.6335
'0:0:53.8,0.6332
'0:0:54.0,0.6330
'0:0:54.2,0.6328
'0:0:54.4,0.6323
'0:0:54.6,0.6320
'0:0:54.8,0.6319
'0:0:55.0,0.6317
'0:0:55.2,0.6312
'0:0:55.4,0.6310
'0:0:55.6,0.6308
'0:0:55.8,0.6304
'0:0:56.0,0.6302
'0:0:56.2,0.6299
'0:0:56.4,0.6296
'0:0:56.6,0.6293
'0:0:56.8,0.6290
'0:0:57.0,0.6290
'0:0:57.2,0.6288
'0:0:57.4,0.6286
'0:0:57.6,0.6285
'0:0:57.8,0.6281
'0:0:58.0,0.6277
'0:0:58.2,0.6275
'0:0:58.4,0.6271
'0:0:58.6,0.6269
'0:0:58.8,0.6267
'0:0:59.0,0.6268
'0:0:59.2,0.6264
'0:0:59.4,0.6260
'0:0:59.6,0.6258
'0:0:59.8,0.6255
'0:1:0.0,0.6252
'0:1:0.2,0.6252
'0:1:0.4,0.6250
'0:1:0.6,0.6248
'0:1:0.8,0.6245
'0:1:1.0,0.6243
'0:1:1.2,0.6241
'0:1:1.4,0.6239
'0:1:1.6,0.6236
'0:1:1.8,0.6237
'0:1:2.0,0.6234
'0:1:2.2,0.6233
'0:1:2.4,0.6231
'0:1:2.6,0.6229
'0:1:2.8,0.6228
'0:1:3.0,0.6224
'0:1:3.2,0.6222
'0:1:3.4,0.6219
'0:1:3.6,0.6218
'0:1:3.8,0.6217
'0:1:4.0,0.6216
'0:1:4.2,0.6214
'0:1:4.4,0.6211
'0:1:4.6,0.6212
'0:1:4.8,0.6206
'0:1:5.0,0.6201
'0:1:5.2,0.6199
'0:1:5.4,0.6195
'0:1:5.6,0.6193
'0:1:5.8,0.6191
'0:1:6.0,0.6189
'0:1:6.2,0.6186
'0:1:6.4,0.6183
'0:1:6.6,0.6183
'0:1:6.8,0.6181
'0:1:7.0,0.6182
'0:1:7.2,0.6178
'0:1:7.4,0.6176
'0:1:7.6,0.6174
'0:1:7.8,0.6172
'0:1:8.0,0.6169
'0:1:8.2,0.6168
'0:1:8.4,0.6167
'0:1:8.6,0.6164
'0:1:8.8,0.6163
'0:1:9.0,0.6160
'0:1:9.2,0.6156
'0:1:9.4,0.6154
'0:1:9.6,0.6153
'0:1:9.8,0.6150
'0:1:10.0,0.6148
'0:1:10.2,0.6145
'0:1:10.4,0.6146
'0:1:10.6,0.6141
'0:1:10.8,0.6140
'0:1:11.0,0.6137
'0:1:11.2,0.6134
'0:1:11.4,0.6132
'0:1:11.6,0.6129
'0:1:11.8,0.6126
'0:1:12.0,0.6124
'0:1:12.2,0.6121
'0:1:12.4,0.6118
'0:1:12.6,0.6117
'0:1:12.8,0.6114
'0:1:13.0,0.6114
'0:1:13.2,0.6113
'0:1:13.4,0.6111
'0:1:13.6,0.6111
'0:1:13.8,0.6111
'0:1:14.0,0.6106
'0:1:14.2,0.6102
'0:1:14.4,0.6100
'0:1:14.6,0.6099
'0:1:14.8,0.6097
'0:1:15.0,0.6095
'0:1:15.2,0.6094
'0:1:15.4,0.6092
'0:1:15.6,0.6091
'0:1:15.8,0.6093
'0:1:16.0,0.6089
'0:1:16.2,0.6089
'0:1:16.4,0.6085
'0:1:16.6,0.6082
'0:1:16.8,0.6083
'0:1:17.0,0.6079
'0:1:17.2,0.6077
'0:1:17.4,0.6074
'0:1:17.6,0.6074
'0:1:17.8,0.6077
'0:1:18.0,0.6073
'0:1:18.2,0.6072
'0:1:18.4,0.6072
'0:1:18.6,0.6076
'0:1:18.8,0.6075
'0:1:19.0,0.6074
'0:1:19.2,0.6073
'0:1:19.4,0.6074
'0:1:19.6,0.6073
'0:1:19.8,0.6072
'0:1:20.0,0.6070
'0:1:20.2,0.6067
'0:1:20.4,0.6063
'0:1:20.6,0.6060
'0:1:20.8,0.6061
'0:1:21.0,0.6060
'0:1:21.2,0.6057
'0:1:21.4,0.6058
'0:1:21.6,0.6055
'0:1:21.8,0.6055
'0:1:22.0,0.6052
'0:1:22.2,0.6052
'0:1:22.4,0.6050
'0:1:22.6,0.6049
'0:1:22.8,0.6049
'0:1:23.0,0.6048
'0:1:23.2,0.6050
'0:1:23.4,0.6047
'0:1:23.6,0.6049
'0:1:23.8,0.6048
'0:1:24.0,0.6046
'0:1:24.2,0.6046
'0:1:24.4,0.6045
'0:1:24.6,0.6043
'0:1:24.8,0.6039
'0:1:25.0,0.6040
'0:1:25.2,0.6040
'0:1:25.4,0.6041
'0:1:25.6,0.6040
'0:1:25.8,0.6038
'0:1:26.0,0.6035
'0:1:26.2,0.6036
'0:1:26.4,0.6035
'0:1:26.6,0.6030
'0:1:26.8,0.6031
'0:1:27.0,0.6029
'0:1:27.2,0.6029
'0:1:27.4,0.6024
'0:1:27.6,0.6035
'0:1:27.8,0.6046
'0:1:28.0,0.6049
'0:1:28.2,0.6055
'0:1:28.4,0.6060
'0:1:28.6,0.6060
'0:1:28.8,0.6060
'0:1:29.0,0.6060
'0:1:29.2,0.6061
'0:1:29.4,0.6065
'0:1:29.6,0.6069
'0:1:29.8,0.6072
'0:1:30.0,0.6074
'0:1:30.2,0.6073
'0:1:30.4,0.6072
'0:1:30.6,0.6074
'0:1:30.8,0.6073
'0:1:31.0,0.6069
'0:1:31.2,0.6066
'0:1:31.4,0.6062
'0:1:31.6,0.6061
'0:1:31.8,0.6058
'0:1:32.0,0.6054
'0:1:32.2,0.6056
'0:1:32.4,0.6052
'0:1:32.6,0.6051
'0:1:32.8,0.6050
'0:1:33.0,0.6051
'0:1:33.2,0.6050
'0:1:33.4,0.6048
'0:1:33.6,0.6047
'0:1:33.8,0.6047
'0:1:34.0,0.6046
'0:1:34.2,0.6040
'0:1:34.4,0.6035
'0:1:34.6,0.6032
'0:1:34.8,0.6033
'0:1:35.0,0.6029
'0:1:35.2,0.6029
'0:1:35.4,0.6027
'0:1:35.6,0.6024
'0:1:35.8,0.6018
'0:1:36.0,0.6020
'0:1:36.2,0.6018
'0:1:36.4,0.6016
'0:1:36.6,0.6016
'0:1:36.8,0.6016
'0:1:37.0,0.6013
'0:1:37.2,0.6015
'0:1:37.4,0.6013
'0:1:37.6,0.6012
'0:1:37.8,0.6015
'0:1:38.0,0.6010
'0:1:38.2,0.6009
'0:1:38.4,0.6007
'0:1:38.6,0.6008
'0:1:38.8,0.6007
'0:1:39.0,0.6006
'0:1:39.2,0.6005
'0:1:39.4,0.6007
'0:1:39.6,0.6006
'0:1:39.8,0.6002
'0:1:40.0,0.6002
'0:1:40.2,0.6002
'0:1:40.4,0.6001
'0:1:40.6,0.5999
'0:1:40.8,0.5993
'0:1:41.0,0.5993
'0:1:41.2,0.5994
'0:1:41.4,0.5993
'0:1:41.6,0.5991
'0:1:41.8,0.5988
'0:1:42.0,0.5989
'0:1:42.2,0.5989
'0:1:42.4,0.5992
'0:1:42.6,0.5996
'0:1:42.8,0.5996
'0:1:43.0,0.5998
'0:1:43.2,0.6000
'0:1:43.4,0.6002
'0:1:43.6,0.6005
'0:1:43.8,0.6015
'0:1:44.0,0.6016
'0:1:44.2,0.6015
'0:1:44.4,0.6013
'0:1:44.6,0.6008
'0:1:44.8,0.6006
'0:1:45.0,0.6003
'0:1:45.2,0.6000
