Experiment name:,NeuLog experiment
Duration:, 1 Hours
Rate:, 5 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,1.2193
'0:0:0.2,1.2186
'0:0:0.4,1.2100
'0:0:0.6,1.1956
'0:0:0.8,1.1944
'0:0:1.0,1.1711
'0:0:1.2,1.1759
'0:0:1.4,1.1741
'0:0:1.6,1.1813
'0:0:1.8,1.1955
'0:0:2.0,1.2013
'0:0:2.2,1.2038
'0:0:2.4,1.2046
'0:0:2.6,1.2078
'0:0:2.8,1.2091
'0:0:3.0,1.2109
'0:0:3.2,1.2131
'0:0:3.4,1.2175
'0:0:3.6,1.2268
'0:0:3.8,1.2339
'0:0:4.0,1.2367
'0:0:4.2,1.2398
'0:0:4.4,1.2402
'0:0:4.6,1.2400
'0:0:4.8,1.2389
'0:0:5.0,1.2373
'0:0:5.2,1.2366
'0:0:5.4,1.2355
'0:0:5.6,1.2338
'0:0:5.8,1.2324
'0:0:6.0,1.2312
'0:0:6.2,1.2298
'0:0:6.4,1.2298
'0:0:6.6,1.2301
'0:0:6.8,1.2303
'0:0:7.0,1.2287
'0:0:7.2,1.2273
'0:0:7.4,1.2276
'0:0:7.6,1.2282
'0:0:7.8,1.2278
'0:0:8.0,1.2282
'0:0:8.2,1.2288
'0:0:8.4,1.2274
'0:0:8.6,1.2255
'0:0:8.8,1.2246
'0:0:9.0,1.2233
'0:0:9.2,1.2212
'0:0:9.4,1.2207
'0:0:9.6,1.2195
'0:0:9.8,1.2172
'0:0:10.0,1.2153
'0:0:10.2,1.2141
'0:0:10.4,1.2125
'0:0:10.6,1.2106
'0:0:10.8,1.2091
'0:0:11.0,1.2078
'0:0:11.2,1.2060
'0:0:11.4,1.2038
'0:0:11.6,1.2028
'0:0:11.8,1.2012
'0:0:12.0,1.1991
'0:0:12.2,1.1977
'0:0:12.4,1.1965
'0:0:12.6,1.1950
'0:0:12.8,1.1934
'0:0:13.0,1.1924
'0:0:13.2,1.1912
'0:0:13.4,1.1901
'0:0:13.6,1.1886
'0:0:13.8,1.1872
'0:0:14.0,1.1865
'0:0:14.2,1.1855
'0:0:14.4,1.1842
'0:0:14.6,1.1826
'0:0:14.8,1.1816
'0:0:15.0,1.1804
'0:0:15.2,1.1791
'0:0:15.4,1.1778
'0:0:15.6,1.1760
'0:0:15.8,1.1751
'0:0:16.0,1.1745
'0:0:16.2,1.1736
'0:0:16.4,1.1731
'0:0:16.6,1.1725
'0:0:16.8,1.1721
'0:0:17.0,1.1711
'0:0:17.2,1.1708
'0:0:17.4,1.1707
'0:0:17.6,1.1696
'0:0:17.8,1.1700
'0:0:18.0,1.1685
'0:0:18.2,1.1680
'0:0:18.4,1.1677
'0:0:18.6,1.1672
'0:0:18.8,1.1671
'0:0:19.0,1.1655
'0:0:19.2,1.1648
'0:0:19.4,1.1641
'0:0:19.6,1.1630
'0:0:19.8,1.1621
'0:0:20.0,1.1622
'0:0:20.2,1.1622
'0:0:20.4,1.1621
'0:0:20.6,1.1614
'0:0:20.8,1.1608
'0:0:21.0,1.1596
'0:0:21.2,1.1594
'0:0:21.4,1.1571
'0:0:21.6,1.1559
'0:0:21.8,1.1554
'0:0:22.0,1.1551
'0:0:22.2,1.1553
'0:0:22.4,1.1536
'0:0:22.6,1.1525
'0:0:22.8,1.1518
'0:0:23.0,1.1517
'0:0:23.2,1.1511
'0:0:23.4,1.1496
'0:0:23.6,1.1493
'0:0:23.8,1.1492
'0:0:24.0,1.1492
'0:0:24.2,1.1472
'0:0:24.4,1.1468
'0:0:24.6,1.1466
'0:0:24.8,1.1465
'0:0:25.0,1.1478
'0:0:25.2,1.1481
'0:0:25.4,1.1490
'0:0:25.6,1.1493
'0:0:25.8,1.1505
'0:0:26.0,1.1526
'0:0:26.2,1.1555
'0:0:26.4,1.1573
'0:0:26.6,1.1581
'0:0:26.8,1.1581
'0:0:27.0,1.1590
'0:0:27.2,1.1592
'0:0:27.4,1.1595
'0:0:27.6,1.1577
'0:0:27.8,1.1587
'0:0:28.0,1.1600
'0:0:28.2,1.1622
'0:0:28.4,1.1653
'0:0:28.6,1.1690
'0:0:28.8,1.1735
'0:0:29.0,1.1763
'0:0:29.2,1.1794
'0:0:29.4,1.1823
'0:0:29.6,1.1839
'0:0:29.8,1.1843
'0:0:30.0,1.1852
'0:0:30.2,1.1861
'0:0:30.4,1.1867
'0:0:30.6,1.1871
'0:0:30.8,1.1857
'0:0:31.0,1.1841
'0:0:31.2,1.1826
'0:0:31.4,1.1811
'0:0:31.6,1.1792
'0:0:31.8,1.1773
'0:0:32.0,1.1762
'0:0:32.2,1.1758
'0:0:32.4,1.1743
'0:0:32.6,1.1726
'0:0:32.8,1.1709
'0:0:33.0,1.1688
'0:0:33.2,1.1676
'0:0:33.4,1.1665
'0:0:33.6,1.1654
'0:0:33.8,1.1639
'0:0:34.0,1.1637
'0:0:34.2,1.1651
'0:0:34.4,1.1686
'0:0:34.6,1.1745
'0:0:34.8,1.1809
'0:0:35.0,1.1895
'0:0:35.2,1.1943
'0:0:35.4,1.1982
'0:0:35.6,1.2009
'0:0:35.8,1.2036
'0:0:36.0,1.2076
'0:0:36.2,1.2128
'0:0:36.4,1.2127
'0:0:36.6,1.2110
'0:0:36.8,1.2097
'0:0:37.0,1.2074
'0:0:37.2,1.2055
'0:0:37.4,1.2032
'0:0:37.6,1.2014
'0:0:37.8,1.1998
'0:0:38.0,1.1985
'0:0:38.2,1.1972
'0:0:38.4,1.1956
'0:0:38.6,1.1920
'0:0:38.8,1.1898
'0:0:39.0,1.1885
'0:0:39.2,1.1877
'0:0:39.4,1.1871
'0:0:39.6,1.1859
'0:0:39.8,1.1850
'0:0:40.0,1.1841
'0:0:40.2,1.1831
'0:0:40.4,1.1827
'0:0:40.6,1.1819
'0:0:40.8,1.1809
'0:0:41.0,1.1798
'0:0:41.2,1.1789
'0:0:41.4,1.1778
'0:0:41.6,1.1764
'0:0:41.8,1.1755
'0:0:42.0,1.1746
'0:0:42.2,1.1735
'0:0:42.4,1.1726
'0:0:42.6,1.1717
'0:0:42.8,1.1705
'0:0:43.0,1.1692
'0:0:43.2,1.1681
'0:0:43.4,1.1671
'0:0:43.6,1.1662
'0:0:43.8,1.1654
'0:0:44.0,1.1644
'0:0:44.2,1.1631
'0:0:44.4,1.1628
'0:0:44.6,1.1616
'0:0:44.8,1.1613
'0:0:45.0,1.1603
'0:0:45.2,1.1593
'0:0:45.4,1.1589
'0:0:45.6,1.1584
'0:0:45.8,1.1585
'0:0:46.0,1.1579
'0:0:46.2,1.1581
'0:0:46.4,1.1574
'0:0:46.6,1.1570
'0:0:46.8,1.1566
'0:0:47.0,1.1563
'0:0:47.2,1.1555
'0:0:47.4,1.1550
'0:0:47.6,1.1544
'0:0:47.8,1.1540
'0:0:48.0,1.1529
'0:0:48.2,1.1525
'0:0:48.4,1.1522
'0:0:48.6,1.1521
'0:0:48.8,1.1513
'0:0:49.0,1.1508
'0:0:49.2,1.1503
'0:0:49.4,1.1493
'0:0:49.6,1.1493
'0:0:49.8,1.1498
'0:0:50.0,1.1503
'0:0:50.2,1.1514
'0:0:50.4,1.1519
'0:0:50.6,1.1525
'0:0:50.8,1.1534
'0:0:51.0,1.1585
'0:0:51.2,1.1536
'0:0:51.4,1.1536
'0:0:51.6,1.1536
'0:0:51.8,1.1533
'0:0:52.0,1.1534
'0:0:52.2,1.1549
'0:0:52.4,1.1586
'0:0:52.6,1.1645
'0:0:52.8,1.1719
'0:0:53.0,1.1793
'0:0:53.2,1.1868
'0:0:53.4,1.1935
'0:0:53.6,1.1988
'0:0:53.8,1.2020
'0:0:54.0,1.2041
'0:0:54.2,1.2057
'0:0:54.4,1.2056
'0:0:54.6,1.2047
'0:0:54.8,1.2043
'0:0:55.0,1.2038
'0:0:55.2,1.2031
'0:0:55.4,1.2077
'0:0:55.6,1.2096
'0:0:55.8,1.2121
'0:0:56.0,1.2134
'0:0:56.2,1.2135
'0:0:56.4,1.2133
'0:0:56.6,1.2139
'0:0:56.8,1.2139
'0:0:57.0,1.2146
'0:0:57.2,1.2153
'0:0:57.4,1.2166
'0:0:57.6,1.2182
'0:0:57.8,1.2211
'0:0:58.0,1.2239
'0:0:58.2,1.2266
'0:0:58.4,1.2291
'0:0:58.6,1.2303
'0:0:58.8,1.2295
'0:0:59.0,1.2313
'0:0:59.2,1.2332
'0:0:59.4,1.2340
'0:0:59.6,1.2345
'0:0:59.8,1.2344
'0:1:0.0,1.2348
'0:1:0.2,1.2352
'0:1:0.4,1.2348
'0:1:0.6,1.2350
'0:1:0.8,1.2355
'0:1:1.0,1.2354
'0:1:1.2,1.2351
'0:1:1.4,1.2342
'0:1:1.6,1.2333
'0:1:1.8,1.2330
'0:1:2.0,1.2317
'0:1:2.2,1.2300
'0:1:2.4,1.2283
'0:1:2.6,1.2268
'0:1:2.8,1.2254
'0:1:3.0,1.2231
'0:1:3.2,1.2212
'0:1:3.4,1.2189
'0:1:3.6,1.2173
'0:1:3.8,1.2153
'0:1:4.0,1.2138
'0:1:4.2,1.2110
'0:1:4.4,1.2097
'0:1:4.6,1.2089
'0:1:4.8,1.2086
'0:1:5.0,1.2080
'0:1:5.2,1.2082
'0:1:5.4,1.2073
'0:1:5.6,1.2077
'0:1:5.8,1.2087
'0:1:6.0,1.2098
'0:1:6.2,1.2110
'0:1:6.4,1.2119
'0:1:6.6,1.2132
'0:1:6.8,1.2141
'0:1:7.0,1.2162
'0:1:7.2,1.2169
'0:1:7.4,1.2172
'0:1:7.6,1.2167
'0:1:7.8,1.2163
'0:1:8.0,1.2160
'0:1:8.2,1.2157
'0:1:8.4,1.2146
'0:1:8.6,1.2157
'0:1:8.8,1.2189
'0:1:9.0,1.2249
'0:1:9.2,1.2339
'0:1:9.4,1.2443
'0:1:9.6,1.2530
'0:1:9.8,1.2596
'0:1:10.0,1.2641
'0:1:10.2,1.2668
'0:1:10.4,1.2685
'0:1:10.6,1.2688
'0:1:10.8,1.2689
'0:1:11.0,1.2682
'0:1:11.2,1.2665
'0:1:11.4,1.2643
'0:1:11.6,1.2635
'0:1:11.8,1.2613
'0:1:12.0,1.2579
'0:1:12.2,1.2542
'0:1:12.4,1.2500
'0:1:12.6,1.2468
'0:1:12.8,1.2437
'0:1:13.0,1.2410
'0:1:13.2,1.2382
'0:1:13.4,1.2358
'0:1:13.6,1.2344
'0:1:13.8,1.2330
'0:1:14.0,1.2310
'0:1:14.2,1.2291
'0:1:14.4,1.2268
'0:1:14.6,1.2249
'0:1:14.8,1.2233
'0:1:15.0,1.2216
'0:1:15.2,1.2201
'0:1:15.4,1.2187
'0:1:15.6,1.2172
'0:1:15.8,1.2158
'0:1:16.0,1.2143
'0:1:16.2,1.2130
'0:1:16.4,1.2120
'0:1:16.6,1.2113
'0:1:16.8,1.2101
'0:1:17.0,1.2088
'0:1:17.2,1.2081
'0:1:17.4,1.2070
'0:1:17.6,1.2056
'0:1:17.8,1.2042
'0:1:18.0,1.2030
'0:1:18.2,1.2025
'0:1:18.4,1.2014
'0:1:18.6,1.2006
'0:1:18.8,1.2003
'0:1:19.0,1.2000
'0:1:19.2,1.2003
'0:1:19.4,1.1998
'0:1:19.6,1.1992
'0:1:19.8,1.1989
'0:1:20.0,1.1983
'0:1:20.2,1.1981
'0:1:20.4,1.1977
'0:1:20.6,1.1974
'0:1:20.8,1.1968
'0:1:21.0,1.1962
'0:1:21.2,1.1958
'0:1:21.4,1.1951
'0:1:21.6,1.1946
'0:1:21.8,1.1944
'0:1:22.0,1.1936
'0:1:22.2,1.1932
'0:1:22.4,1.1924
'0:1:22.6,1.1922
'0:1:22.8,1.1916
'0:1:23.0,1.1903
'0:1:23.2,1.1893
'0:1:23.4,1.1889
'0:1:23.6,1.1879
'0:1:23.8,1.1874
'0:1:24.0,1.1864
'0:1:24.2,1.1860
'0:1:24.4,1.1855
'0:1:24.6,1.1854
'0:1:24.8,1.1844
'0:1:25.0,1.1838
'0:1:25.2,1.1830
'0:1:25.4,1.1823
'0:1:25.6,1.1814
'0:1:25.8,1.1812
'0:1:26.0,1.1812
'0:1:26.2,1.1807
'0:1:26.4,1.1803
'0:1:26.6,1.1798
'0:1:26.8,1.1795
'0:1:27.0,1.1788
'0:1:27.2,1.1781
'0:1:27.4,1.1776
'0:1:27.6,1.1770
'0:1:27.8,1.1763
'0:1:28.0,1.1760
'0:1:28.2,1.1750
'0:1:28.4,1.1744
'0:1:28.6,1.1743
'0:1:28.8,1.1738
'0:1:29.0,1.1730
'0:1:29.2,1.1727
'0:1:29.4,1.1720
'0:1:29.6,1.1704
'0:1:29.8,1.1700
'0:1:30.0,1.1692
'0:1:30.2,1.1686
'0:1:30.4,1.1684
'0:1:30.6,1.1680
'0:1:30.8,1.1676
'0:1:31.0,1.1668
'0:1:31.2,1.1663
'0:1:31.4,1.1656
'0:1:31.6,1.1657
'0:1:31.8,1.1649
'0:1:32.0,1.1645
'0:1:32.2,1.1641
'0:1:32.4,1.1639
'0:1:32.6,1.1635
'0:1:32.8,1.1631
'0:1:33.0,1.1627
'0:1:33.2,1.1602
'0:1:33.4,1.1591
'0:1:33.6,1.1588
'0:1:33.8,1.1575
'0:1:34.0,1.1572
'0:1:34.2,1.1575
'0:1:34.4,1.1587
'0:1:34.6,1.1601
'0:1:34.8,1.1614
'0:1:35.0,1.1626
'0:1:35.2,1.1643
'0:1:35.4,1.1644
'0:1:35.6,1.1646
'0:1:35.8,1.1653
'0:1:36.0,1.1650
'0:1:36.2,1.1651
'0:1:36.4,1.1646
'0:1:36.6,1.1639
'0:1:36.8,1.1628
'0:1:37.0,1.1621
'0:1:37.2,1.1612
'0:1:37.4,1.1607
'0:1:37.6,1.1595
'0:1:37.8,1.1586
'0:1:38.0,1.1577
'0:1:38.2,1.1566
'0:1:38.4,1.1556
'0:1:38.6,1.1548
'0:1:38.8,1.1540
'0:1:39.0,1.1535
'0:1:39.2,1.1523
'0:1:39.4,1.1519
'0:1:39.6,1.1521
'0:1:39.8,1.1519
'0:1:40.0,1.1512
'0:1:40.2,1.1517
'0:1:40.4,1.1515
'0:1:40.6,1.1514
'0:1:40.8,1.1510
'0:1:41.0,1.1506
'0:1:41.2,1.1496
'0:1:41.4,1.1489
'0:1:41.6,1.1481
'0:1:41.8,1.1475
'0:1:42.0,1.1466
'0:1:42.2,1.1460
'0:1:42.4,1.1451
'0:1:42.6,1.1444
'0:1:42.8,1.1436
'0:1:43.0,1.1425
'0:1:43.2,1.1414
'0:1:43.4,1.1407
'0:1:43.6,1.1399
'0:1:43.8,1.1391
'0:1:44.0,1.1384
'0:1:44.2,1.1380
'0:1:44.4,1.1406
'0:1:44.6,1.1400
'0:1:44.8,1.1394
'0:1:45.0,1.1391
'0:1:45.2,1.1386
