Experiment name:,NeuLog experiment
Duration:, 1 Hours
Rate:, 5 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,5.0704
'0:0:0.2,5.0629
'0:0:0.4,5.0540
'0:0:0.6,5.0466
'0:0:0.8,5.0368
'0:0:1.0,5.0284
'0:0:1.2,5.0214
'0:0:1.4,5.0159
'0:0:1.6,5.0089
'0:0:1.8,4.9942
'0:0:2.0,4.9887
'0:0:2.2,4.9786
'0:0:2.4,4.9708
'0:0:2.6,4.9603
'0:0:2.8,4.9512
'0:0:3.0,4.9430
'0:0:3.2,4.9348
'0:0:3.4,4.9290
'0:0:3.6,4.9217
'0:0:3.8,4.9150
'0:0:4.0,4.9109
'0:0:4.2,4.9109
'0:0:4.4,4.9127
'0:0:4.6,4.9199
'0:0:4.8,4.9407
'0:0:5.0,4.9767
'0:0:5.2,5.0228
'0:0:5.4,5.0690
'0:0:5.6,5.1120
'0:0:5.8,5.1459
'0:0:6.0,5.1676
'0:0:6.2,5.1753
'0:0:6.4,5.1753
'0:0:6.6,5.1676
'0:0:6.8,5.1526
'0:0:7.0,5.1363
'0:0:7.2,5.1182
'0:0:7.4,5.1021
'0:0:7.6,5.0940
'0:0:7.8,5.0902
'0:0:8.0,5.0879
'0:0:8.2,5.0865
'0:0:8.4,5.0794
'0:0:8.6,5.0723
'0:0:8.8,5.0629
'0:0:9.0,5.0526
'0:0:9.2,5.0419
'0:0:9.4,5.0256
'0:0:9.6,5.0113
'0:0:9.8,4.9983
'0:0:10.0,4.9822
'0:0:10.2,4.9685
'0:0:10.4,4.9521
'0:0:10.6,4.9371
'0:0:10.8,4.9280
'0:0:11.0,4.9303
'0:0:11.2,4.9308
'0:0:11.4,4.9312
'0:0:11.6,4.9403
'0:0:11.8,4.9571
'0:0:12.0,4.9740
'0:0:12.2,4.9868
'0:0:12.4,4.9868
'0:0:12.6,4.9744
'0:0:12.8,4.9731
'0:0:13.0,4.9658
'0:0:13.2,4.9580
'0:0:13.4,4.9484
'0:0:13.6,4.9444
'0:0:13.8,4.9344
'0:0:14.0,4.9222
'0:0:14.2,4.9163
'0:0:14.4,4.9150
'0:0:14.6,4.9168
'0:0:14.8,4.9208
'0:0:15.0,4.9204
'0:0:15.2,4.9172
'0:0:15.4,4.9123
'0:0:15.6,4.9060
'0:0:15.8,4.8979
'0:0:16.0,4.8907
'0:0:16.2,4.8791
'0:0:16.4,4.8680
'0:0:16.6,4.8578
'0:0:16.8,4.8498
'0:0:17.0,4.8467
'0:0:17.2,4.8454
'0:0:17.4,4.8436
'0:0:17.6,4.8396
'0:0:17.8,4.8352
'0:0:18.0,4.8304
'0:0:18.2,4.8225
'0:0:18.4,4.8150
'0:0:18.6,4.8076
'0:0:18.8,4.8006
'0:0:19.0,4.7945
'0:0:19.2,4.7858
'0:0:19.4,4.7776
'0:0:19.6,4.7711
'0:0:19.8,4.7655
'0:0:20.0,4.7585
'0:0:20.2,4.7512
'0:0:20.4,4.7418
'0:0:20.6,4.7328
'0:0:20.8,4.7238
'0:0:21.0,4.7174
'0:0:21.2,4.7123
'0:0:21.4,4.7046
'0:0:21.6,4.6953
'0:0:21.8,4.6856
'0:0:22.0,4.6788
'0:0:22.2,4.6721
'0:0:22.4,4.6658
'0:0:22.6,4.6675
'0:0:22.8,4.6486
'0:0:23.0,4.6428
'0:0:23.2,4.6357
'0:0:23.4,4.6290
'0:0:23.6,4.6220
'0:0:23.8,4.6162
'0:0:24.0,4.6083
'0:0:24.2,4.5997
'0:0:24.4,4.5931
'0:0:24.6,4.5877
'0:0:24.8,4.5824
'0:0:25.0,4.5779
'0:0:25.2,4.5722
'0:0:25.4,4.5636
'0:0:25.6,4.5567
'0:0:25.8,4.5502
'0:0:26.0,4.5449
'0:0:26.2,4.5396
'0:0:26.4,4.5340
'0:0:26.6,4.5267
'0:0:26.8,4.5186
'0:0:27.0,4.5110
'0:0:27.2,4.5050
'0:0:27.4,4.4990
'0:0:27.6,4.4942
'0:0:27.8,4.4874
'0:0:28.0,4.4782
'0:0:28.2,4.4715
'0:0:28.4,4.4647
'0:0:28.6,4.4600
'0:0:28.8,4.4533
'0:0:29.0,4.4509
'0:0:29.2,4.4466
'0:0:29.4,4.4395
'0:0:29.6,4.4320
'0:0:29.8,4.4246
'0:0:30.0,4.4215
'0:0:30.2,4.4113
'0:0:30.4,4.3996
'0:0:30.6,4.3965
'0:0:30.8,4.3934
'0:0:31.0,4.3911
'0:0:31.2,4.3826
'0:0:31.4,4.3745
'0:0:31.6,4.3698
'0:0:31.8,4.3633
'0:0:32.0,4.3575
'0:0:32.2,4.3529
'0:0:32.4,4.3499
'0:0:32.6,4.3438
'0:0:32.8,4.3377
'0:0:33.0,4.3331
'0:0:33.2,4.3278
'0:0:33.4,4.3171
'0:0:33.6,4.3118
'0:0:33.8,4.3096
'0:0:34.0,4.3058
'0:0:34.2,4.3027
'0:0:34.4,4.3035
'0:0:34.6,4.2986
'0:0:34.8,4.2903
'0:0:35.0,4.2824
'0:0:35.2,4.2806
'0:0:35.4,4.2806
'0:0:35.6,4.2783
'0:0:35.8,4.2693
'0:0:36.0,4.2708
'0:0:36.2,4.2738
'0:0:36.4,4.2615
'0:0:36.6,4.2862
'0:0:36.8,4.2873
'0:0:37.0,4.2914
'0:0:37.2,4.2975
'0:0:37.4,4.3080
'0:0:37.6,4.3183
'0:0:37.8,4.3327
'0:0:38.0,4.3510
'0:0:38.2,4.3652
'0:0:38.4,4.3791
'0:0:38.6,4.3841
'0:0:38.8,4.3880
'0:0:39.0,4.3880
'0:0:39.2,4.3872
'0:0:39.4,4.3826
'0:0:39.6,4.3756
'0:0:39.8,4.3687
'0:0:40.0,4.3637
'0:0:40.2,4.3610
'0:0:40.4,4.3564
'0:0:40.6,4.3503
'0:0:40.8,4.3419
'0:0:41.0,4.3342
'0:0:41.2,4.3270
'0:0:41.4,4.3194
'0:0:41.6,4.3096
'0:0:41.8,4.3012
'0:0:42.0,4.2926
'0:0:42.2,4.2854
'0:0:42.4,4.2783
'0:0:42.6,4.2697
'0:0:42.8,4.2626
'0:0:43.0,4.2574
'0:0:43.2,4.2522
'0:0:43.4,4.2466
'0:0:43.6,4.2396
'0:0:43.8,4.2344
'0:0:44.0,4.2307
'0:0:44.2,4.2266
'0:0:44.4,4.2226
'0:0:44.6,4.2160
'0:0:44.8,4.2097
'0:0:45.0,4.2039
'0:0:45.2,4.1984
'0:0:45.4,4.1925
'0:0:45.6,4.1871
'0:0:45.8,4.1801
'0:0:46.0,4.1722
'0:0:46.2,4.1656
'0:0:46.4,4.1598
'0:0:46.6,4.1548
'0:0:46.8,4.1501
'0:0:47.0,4.1443
'0:0:47.2,4.1379
'0:0:47.4,4.1332
'0:0:47.6,4.1296
'0:0:47.8,4.1268
'0:0:48.0,4.1225
'0:0:48.2,4.1157
'0:0:48.4,4.1104
'0:0:48.6,4.1061
'0:0:48.8,4.1054
'0:0:49.0,4.1086
'0:0:49.2,4.1139
'0:0:49.4,4.1214
'0:0:49.6,4.1321
'0:0:49.8,4.1415
'0:0:50.0,4.1487
'0:0:50.2,4.1515
'0:0:50.4,4.1505
'0:0:50.6,4.1472
'0:0:50.8,4.1433
'0:0:51.0,4.1393
'0:0:51.2,4.1339
'0:0:51.4,4.1268
'0:0:51.6,4.1228
'0:0:51.8,4.1232
'0:0:52.0,4.1271
'0:0:52.2,4.1314
'0:0:52.4,4.1346
'0:0:52.6,4.1336
'0:0:52.8,4.1318
'0:0:53.0,4.1286
'0:0:53.2,4.1250
'0:0:53.4,4.1196
'0:0:53.6,4.1118
'0:0:53.8,4.1043
'0:0:54.0,4.0962
'0:0:54.2,4.0894
'0:0:54.4,4.0845
'0:0:54.6,4.0820
'0:0:54.8,4.0834
'0:0:55.0,4.0870
'0:0:55.2,4.0901
'0:0:55.4,4.0916
'0:0:55.6,4.0916
'0:0:55.8,4.0863
'0:0:56.0,4.0824
'0:0:56.2,4.0781
'0:0:56.4,4.0736
'0:0:56.6,4.0679
'0:0:56.8,4.0613
'0:0:57.0,4.0529
'0:0:57.2,4.0445
'0:0:57.4,4.0368
'0:0:57.6,4.0292
'0:0:57.8,4.0223
'0:0:58.0,4.0133
'0:0:58.2,4.0060
'0:0:58.4,3.9999
'0:0:58.6,3.9950
'0:0:58.8,3.9923
'0:0:59.0,3.9896
'0:0:59.2,3.9916
'0:0:59.4,3.9954
'0:0:59.6,3.9988
'0:0:59.8,4.0002
'0:1:0.0,3.9981
'0:1:0.2,3.9947
'0:1:0.4,3.9896
'0:1:0.6,3.9851
'0:1:0.8,3.9793
'0:1:1.0,3.9728
'0:1:1.2,3.9640
'0:1:1.4,3.9565
'0:1:1.6,3.9491
'0:1:1.8,3.9433
'0:1:2.0,3.9376
'0:1:2.2,3.9315
'0:1:2.4,3.9248
'0:1:2.6,3.9191
'0:1:2.8,3.9137
'0:1:3.0,3.9087
'0:1:3.2,3.9031
'0:1:3.4,3.8967
'0:1:3.6,3.8908
'0:1:3.8,3.8858
'0:1:4.0,3.8801
'0:1:4.2,3.8752
'0:1:4.4,3.8676
'0:1:4.6,3.8620
'0:1:4.8,3.8567
'0:1:5.0,3.8512
'0:1:5.2,3.8463
'0:1:5.4,3.8400
'0:1:5.6,3.8345
'0:1:5.8,3.8290
'0:1:6.0,3.8241
'0:1:6.2,3.8199
'0:1:6.4,3.8140
'0:1:6.6,3.8092
'0:1:6.8,3.8047
'0:1:7.0,3.8005
'0:1:7.2,3.7969
'0:1:7.4,3.7911
'0:1:7.6,3.7870
'0:1:7.8,3.7831
'0:1:8.0,3.7799
'0:1:8.2,3.7770
'0:1:8.4,3.7729
'0:1:8.6,3.7697
'0:1:8.8,3.7671
'0:1:9.0,3.7643
'0:1:9.2,3.7617
'0:1:9.4,3.7573
'0:1:9.6,3.7525
'0:1:9.8,3.7480
'0:1:10.0,3.7439
'0:1:10.2,3.7398
'0:1:10.4,3.7345
'0:1:10.6,3.7291
'0:1:10.8,3.7241
'0:1:11.0,3.7197
'0:1:11.2,3.7146
'0:1:11.4,3.7106
'0:1:11.6,3.7053
'0:1:11.8,3.7003
'0:1:12.0,3.6962
'0:1:12.2,3.6925
'0:1:12.4,3.6891
'0:1:12.6,3.6844
'0:1:12.8,3.6801
'0:1:13.0,3.6770
'0:1:13.2,3.6736
'0:1:13.4,3.6702
'0:1:13.6,3.6658
'0:1:13.8,3.6615
'0:1:14.0,3.6572
'0:1:14.2,3.6535
'0:1:14.4,3.6502
'0:1:14.6,3.6459
'0:1:14.8,3.6400
'0:1:15.0,3.6367
'0:1:15.2,3.6330
'0:1:15.4,3.6297
'0:1:15.6,3.6260
'0:1:15.8,3.6202
'0:1:16.0,3.6160
'0:1:16.2,3.6117
'0:1:16.4,3.6078
'0:1:16.6,3.6039
'0:1:16.8,3.5982
'0:1:17.0,3.5939
'0:1:17.2,3.5897
'0:1:17.4,3.5861
'0:1:17.6,3.5822
'0:1:17.8,3.5774
'0:1:18.0,3.5720
'0:1:18.2,3.5679
'0:1:18.4,3.5640
'0:1:18.6,3.5601
'0:1:18.8,3.5557
'0:1:19.0,3.5512
'0:1:19.2,3.5471
'0:1:19.4,3.5429
'0:1:19.6,3.5391
'0:1:19.8,3.5340
'0:1:20.0,3.5299
'0:1:20.2,3.5258
'0:1:20.4,3.5217
'0:1:20.6,3.5176
'0:1:20.8,3.5123
'0:1:21.0,3.5079
'0:1:21.2,3.5038
'0:1:21.4,3.4997
'0:1:21.6,3.4951
'0:1:21.8,3.4904
'0:1:22.0,3.4861
'0:1:22.2,3.4820
'0:1:22.4,3.4782
'0:1:22.6,3.4736
'0:1:22.8,3.4690
'0:1:23.0,3.4647
'0:1:23.2,3.4607
'0:1:23.4,3.4572
'0:1:23.6,3.4529
'0:1:23.8,3.4480
'0:1:24.0,3.4440
'0:1:24.2,3.4406
'0:1:24.4,3.4366
'0:1:24.6,3.4317
'0:1:24.8,3.4275
'0:1:25.0,3.4238
'0:1:25.2,3.4201
'0:1:25.4,3.4161
'0:1:25.6,3.4119
'0:1:25.8,3.4076
'0:1:26.0,3.4037
'0:1:26.2,3.4012
'0:1:26.4,3.3986
'0:1:26.6,3.3950
'0:1:26.8,3.3913
'0:1:27.0,3.3882
'0:1:27.2,3.3851
'0:1:27.4,3.3818
'0:1:27.6,3.3779
'0:1:27.8,3.3734
'0:1:28.0,3.3692
'0:1:28.2,3.3656
'0:1:28.4,3.3620
'0:1:28.6,3.3578
'0:1:28.8,3.3531
'0:1:29.0,3.3487
'0:1:29.2,3.3454
'0:1:29.4,3.3421
'0:1:29.6,3.3393
'0:1:29.8,3.3379
'0:1:30.0,3.3365
'0:1:30.2,3.3354
'0:1:30.4,3.3335
'0:1:30.6,3.3302
'0:1:30.8,3.3269
'0:1:31.0,3.3236
'0:1:31.2,3.3203
'0:1:31.4,3.3162
'0:1:31.6,3.3113
'0:1:31.8,3.3069
'0:1:32.0,3.3029
'0:1:32.2,3.2996
'0:1:32.4,3.2958
'0:1:32.6,3.2915
'0:1:32.8,3.2871
'0:1:33.0,3.2825
'0:1:33.2,3.2787
'0:1:33.4,3.2744
'0:1:33.6,3.2701
'0:1:33.8,3.2650
'0:1:34.0,3.2607
'0:1:34.2,3.2564
'0:1:34.4,3.2530
'0:1:34.6,3.2490
'0:1:34.8,3.2450
'0:1:35.0,3.2404
'0:1:35.2,3.2372
'0:1:35.4,3.2338
'0:1:35.6,3.2306
'0:1:35.8,3.2258
'0:1:36.0,3.2216
'0:1:36.2,3.2179
'0:1:36.4,3.2145
'0:1:36.6,3.2105
'0:1:36.8,3.2066
'0:1:37.0,3.2024
'0:1:37.2,3.1997
'0:1:37.4,3.1984
'0:1:37.6,3.1990
'0:1:37.8,3.1995
'0:1:38.0,3.1990
'0:1:38.2,3.1979
'0:1:38.4,3.1969
'0:1:38.6,3.1948
'0:1:38.8,3.1927
'0:1:39.0,3.1898
'0:1:39.2,3.1861
'0:1:39.4,3.1822
'0:1:39.6,3.1788
'0:1:39.8,3.1762
'0:1:40.0,3.1749
'0:1:40.2,3.1747
'0:1:40.4,3.1747
'0:1:40.6,3.1739
'0:1:40.8,3.1718
'0:1:41.0,3.1690
'0:1:41.2,3.1643
'0:1:41.4,3.1604
'0:1:41.6,3.1566
'0:1:41.8,3.1537
'0:1:42.0,3.1493
'0:1:42.2,3.1439
'0:1:42.4,3.1388
'0:1:42.6,3.1337
'0:1:42.8,3.1298
'0:1:43.0,3.1263
'0:1:43.2,3.1229
'0:1:43.4,3.1186
'0:1:43.6,3.1153
'0:1:43.8,3.1120
'0:1:44.0,3.1082
'0:1:44.2,3.1049
'0:1:44.4,3.1011
'0:1:44.6,3.0965
'0:1:44.8,3.0923
'0:1:45.0,3.0887
'0:1:45.2,3.0847
