Experiment name:,NeuLog experiment
Duration:, 1 Hours
Rate:, 5 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,3.5951
'0:0:0.2,3.6900
'0:0:0.4,3.7905
'0:0:0.6,3.8782
'0:0:0.8,3.9433
'0:0:1.0,3.9827
'0:0:1.2,4.0023
'0:0:1.4,4.0071
'0:0:1.6,4.0119
'0:0:1.8,4.0088
'0:0:2.0,3.9950
'0:0:2.2,3.9865
'0:0:2.4,3.9725
'0:0:2.6,3.9447
'0:0:2.8,3.9168
'0:0:3.0,3.8884
'0:0:3.2,3.8604
'0:0:3.4,3.8309
'0:0:3.6,3.8047
'0:0:3.8,3.7841
'0:0:4.0,3.7643
'0:0:4.2,3.7458
'0:0:4.4,3.7316
'0:0:4.6,3.7197
'0:0:4.8,3.7081
'0:0:5.0,3.6987
'0:0:5.2,3.6962
'0:0:5.4,3.6915
'0:0:5.6,3.6844
'0:0:5.8,3.6788
'0:0:6.0,3.6770
'0:0:6.2,3.6754
'0:0:6.4,3.6698
'0:0:6.6,3.6640
'0:0:6.8,3.6584
'0:0:7.0,3.6544
'0:0:7.2,3.6498
'0:0:7.4,3.6474
'0:0:7.6,3.6419
'0:0:7.8,3.6370
'0:0:8.0,3.6330
'0:0:8.2,3.6315
'0:0:8.4,3.6288
'0:0:8.6,3.6245
'0:0:8.8,3.6215
'0:0:9.0,3.6181
'0:0:9.2,3.6139
'0:0:9.4,3.6093
'0:0:9.6,3.6072
'0:0:9.8,3.6063
'0:0:10.0,3.6045
'0:0:10.2,3.6021
'0:0:10.4,3.5985
'0:0:10.6,3.5927
'0:0:10.8,3.5876
'0:0:11.0,3.5825
'0:0:11.2,3.5777
'0:0:11.4,3.5723
'0:0:11.6,3.5685
'0:0:11.8,3.5682
'0:0:12.0,3.5810
'0:0:12.2,3.6111
'0:0:12.4,3.6551
'0:0:12.6,3.6956
'0:0:12.8,3.7272
'0:0:13.0,3.7455
'0:0:13.2,3.7471
'0:0:13.4,3.7493
'0:0:13.6,3.7386
'0:0:13.8,3.7190
'0:0:14.0,3.6984
'0:0:14.2,3.6794
'0:0:14.4,3.6628
'0:0:14.6,3.6468
'0:0:14.8,3.6312
'0:0:15.0,3.6181
'0:0:15.2,3.6087
'0:0:15.4,3.5975
'0:0:15.6,3.5873
'0:0:15.8,3.5780
'0:0:16.0,3.5729
'0:0:16.2,3.5711
'0:0:16.4,3.5646
'0:0:16.6,3.5554
'0:0:16.8,3.5456
'0:0:17.0,3.5370
'0:0:17.2,3.5296
'0:0:17.4,3.5214
'0:0:17.6,3.5138
'0:0:17.8,3.5079
'0:0:18.0,3.5032
'0:0:18.2,3.4989
'0:0:18.4,3.4945
'0:0:18.6,3.4904
'0:0:18.8,3.4855
'0:0:19.0,3.4806
'0:0:19.2,3.4756
'0:0:19.4,3.4699
'0:0:19.6,3.4676
'0:0:19.8,3.4612
'0:0:20.0,3.4540
'0:0:20.2,3.4472
'0:0:20.4,3.4403
'0:0:20.6,3.4329
'0:0:20.8,3.4269
'0:0:21.0,3.4235
'0:0:21.2,3.4218
'0:0:21.4,3.4215
'0:0:21.6,3.4269
'0:0:21.8,3.4417
'0:0:22.0,3.4661
'0:0:22.2,3.4898
'0:0:22.4,3.5097
'0:0:22.6,3.5205
'0:0:22.8,3.5273
'0:0:23.0,3.5279
'0:0:23.2,3.5267
'0:0:23.4,3.5243
'0:0:23.6,3.5243
'0:0:23.8,3.5243
'0:0:24.0,3.5237
'0:0:24.2,3.5226
'0:0:24.4,3.5182
'0:0:24.6,3.5120
'0:0:24.8,3.5059
'0:0:25.0,3.4965
'0:0:25.2,3.4843
'0:0:25.4,3.4719
'0:0:25.6,3.4609
'0:0:25.8,3.4512
'0:0:26.0,3.4409
'0:0:26.2,3.4320
'0:0:26.4,3.4241
'0:0:26.6,3.4184
'0:0:26.8,3.4119
'0:0:27.0,3.4068
'0:0:27.2,3.4026
'0:0:27.4,3.3983
'0:0:27.6,3.3958
'0:0:27.8,3.3941
'0:0:28.0,3.3955
'0:0:28.2,3.4051
'0:0:28.4,3.4329
'0:0:28.6,3.4849
'0:0:28.8,3.5358
'0:0:29.0,3.5723
'0:0:29.2,3.5921
'0:0:29.4,3.5957
'0:0:29.6,3.5882
'0:0:29.8,3.5786
'0:0:30.0,3.5616
'0:0:30.2,3.5476
'0:0:30.4,3.5459
'0:0:30.6,3.5613
'0:0:30.8,3.5927
'0:0:31.0,3.6117
'0:0:31.2,3.6175
'0:0:31.4,3.6233
'0:0:31.6,3.6169
'0:0:31.8,3.6051
'0:0:32.0,3.5930
'0:0:32.2,3.5765
'0:0:32.4,3.5583
'0:0:32.6,3.5385
'0:0:32.8,3.5199
'0:0:33.0,3.5035
'0:0:33.2,3.4893
'0:0:33.4,3.4800
'0:0:33.6,3.4719
'0:0:33.8,3.4678
'0:0:34.0,3.4676
'0:0:34.2,3.4678
'0:0:34.4,3.4696
'0:0:34.6,3.4699
'0:0:34.8,3.4684
'0:0:35.0,3.4653
'0:0:35.2,3.4601
'0:0:35.4,3.4540
'0:0:35.6,3.4506
'0:0:35.8,3.4466
'0:0:36.0,3.4432
'0:0:36.2,3.4452
'0:0:36.4,3.4509
'0:0:36.6,3.4584
'0:0:36.8,3.4630
'0:0:37.0,3.4635
'0:0:37.2,3.4615
'0:0:37.4,3.4569
'0:0:37.6,3.4495
'0:0:37.8,3.4417
'0:0:38.0,3.4337
'0:0:38.2,3.4258
'0:0:38.4,3.4170
'0:0:38.6,3.4096
'0:0:38.8,3.4040
'0:0:39.0,3.4012
'0:0:39.2,3.4014
'0:0:39.4,3.4012
'0:0:39.6,3.3975
'0:0:39.8,3.3938
'0:0:40.0,3.3899
'0:0:40.2,3.3860
'0:0:40.4,3.3815
'0:0:40.6,3.3776
'0:0:40.8,3.3728
'0:0:41.0,3.3676
'0:0:41.2,3.3631
'0:0:41.4,3.3595
'0:0:41.6,3.3584
'0:0:41.8,3.3567
'0:0:42.0,3.3550
'0:0:42.2,3.3539
'0:0:42.4,3.3553
'0:0:42.6,3.3603
'0:0:42.8,3.3684
'0:0:43.0,3.3734
'0:0:43.2,3.3765
'0:0:43.4,3.3762
'0:0:43.6,3.3731
'0:0:43.8,3.3687
'0:0:44.0,3.3625
'0:0:44.2,3.3567
'0:0:44.4,3.3509
'0:0:44.6,3.3465
'0:0:44.8,3.3426
'0:0:45.0,3.3398
'0:0:45.2,3.3387
'0:0:45.4,3.3371
'0:0:45.6,3.3349
'0:0:45.8,3.3327
'0:0:46.0,3.3297
'0:0:46.2,3.3253
'0:0:46.4,3.3228
'0:0:46.6,3.3212
'0:0:46.8,3.3184
'0:0:47.0,3.3143
'0:0:47.2,3.3113
'0:0:47.4,3.3072
'0:0:47.6,3.3026
'0:0:47.8,3.3004
'0:0:48.0,3.2985
'0:0:48.2,3.2947
'0:0:48.4,3.2898
'0:0:48.6,3.2882
'0:0:48.8,3.2863
'0:0:49.0,3.2842
'0:0:49.2,3.2844
'0:0:49.4,3.2852
'0:0:49.6,3.2890
'0:0:49.8,3.2904
'0:0:50.0,3.2904
'0:0:50.2,3.2901
'0:0:50.4,3.2904
'0:0:50.6,3.2915
'0:0:50.8,3.2931
'0:0:51.0,3.2934
'0:0:51.2,3.2925
'0:0:51.4,3.2898
'0:0:51.6,3.2869
'0:0:51.8,3.2833
'0:0:52.0,3.2801
'0:0:52.2,3.2766
'0:0:52.4,3.2728
'0:0:52.6,3.2699
'0:0:52.8,3.2656
'0:0:53.0,3.2626
'0:0:53.2,3.2618
'0:0:53.4,3.2717
'0:0:53.6,3.2814
'0:0:53.8,3.2939
'0:0:54.0,3.3045
'0:0:54.2,3.3140
'0:0:54.4,3.3190
'0:0:54.6,3.3228
'0:0:54.8,3.3269
'0:0:55.0,3.3291
'0:0:55.2,3.3253
'0:0:55.4,3.3195
'0:0:55.6,3.3143
'0:0:55.8,3.3086
'0:0:56.0,3.3034
'0:0:56.2,3.2977
'0:0:56.4,3.2931
'0:0:56.6,3.2896
'0:0:56.8,3.2898
'0:0:57.0,3.2860
'0:0:57.2,3.2825
'0:0:57.4,3.2787
'0:0:57.6,3.2750
'0:0:57.8,3.2704
'0:0:58.0,3.2650
'0:0:58.2,3.2605
'0:0:58.4,3.2562
'0:0:58.6,3.2532
'0:0:58.8,3.2516
'0:0:59.0,3.2482
'0:0:59.2,3.2460
'0:0:59.4,3.2442
'0:0:59.6,3.2442
'0:0:59.8,3.2447
'0:1:0.0,3.2471
'0:1:0.2,3.2500
'0:1:0.4,3.2519
'0:1:0.6,3.2530
'0:1:0.8,3.2530
'0:1:1.0,3.2519
'0:1:1.2,3.2532
'0:1:1.4,3.2680
'0:1:1.6,3.3121
'0:1:1.8,3.3868
'0:1:2.0,3.4635
'0:1:2.2,3.5202
'0:1:2.4,3.5539
'0:1:2.6,3.5691
'0:1:2.8,3.5717
'0:1:3.0,3.5610
'0:1:3.2,3.5408
'0:1:3.4,3.5182
'0:1:3.6,3.4936
'0:1:3.8,3.4702
'0:1:4.0,3.4492
'0:1:4.2,3.4337
'0:1:4.4,3.4204
'0:1:4.6,3.4091
'0:1:4.8,3.4000
'0:1:5.0,3.3933
'0:1:5.2,3.3902
'0:1:5.4,3.3896
'0:1:5.6,3.3905
'0:1:5.8,3.3922
'0:1:6.0,3.3922
'0:1:6.2,3.3908
'0:1:6.4,3.3863
'0:1:6.6,3.3795
'0:1:6.8,3.3723
'0:1:7.0,3.3645
'0:1:7.2,3.3573
'0:1:7.4,3.3490
'0:1:7.6,3.3412
'0:1:7.8,3.3127
'0:1:8.0,3.3048
'0:1:8.2,3.3042
'0:1:8.4,3.3018
'0:1:8.6,3.2934
'0:1:8.8,3.2836
'0:1:9.0,3.2516
'0:1:9.2,3.2364
'0:1:9.4,3.2118
'0:1:9.6,3.1898
'0:1:9.8,3.2335
'0:1:10.0,3.2554
'0:1:10.2,3.2779
'0:1:10.4,3.2869
'0:1:10.6,3.2793
'0:1:10.8,3.2024
'0:1:11.0,3.2383
'0:1:11.2,3.2309
'0:1:11.4,3.1974
'0:1:11.6,3.0697
'0:1:11.8,3.0637
'0:1:12.0,3.1547
'0:1:12.2,3.1316
'0:1:12.4,2.8833
'0:1:12.6,2.6739
'0:1:12.8,2.6093
'0:1:13.0,2.6521
'0:1:13.2,2.6615
'0:1:13.4,2.8252
'0:1:13.6,3.0890
'0:1:13.8,3.1123
'0:1:14.0,3.1607
'0:1:14.2,3.1465
'0:1:14.4,3.1383
'0:1:14.6,3.1444
'0:1:14.8,3.1633
'0:1:15.0,3.1783
'0:1:15.2,3.1833
'0:1:15.4,3.2013
'0:1:15.6,3.2221
'0:1:15.8,3.2444
'0:1:16.0,3.2623
'0:1:16.2,3.2744
'0:1:16.4,3.2785
'0:1:16.6,3.2761
'0:1:16.8,3.2712
'0:1:17.0,3.2726
'0:1:17.2,3.2474
'0:1:17.4,3.2317
'0:1:17.6,3.2158
'0:1:17.8,3.2005
'0:1:18.0,3.1859
'0:1:18.2,3.1747
'0:1:18.4,3.1651
'0:1:18.6,3.1555
'0:1:18.8,3.1617
'0:1:19.0,3.1674
'0:1:19.2,3.1908
'0:1:19.4,3.2197
'0:1:19.6,3.2447
'0:1:19.8,3.2682
'0:1:20.0,3.2961
'0:1:20.2,3.3437
'0:1:20.4,3.4062
'0:1:20.6,3.4861
'0:1:20.8,3.5583
'0:1:21.0,3.6066
'0:1:21.2,3.6345
'0:1:21.4,3.6529
'0:1:21.6,3.6532
'0:1:21.8,3.6508
'0:1:22.0,3.6425
'0:1:22.2,3.6269
'0:1:22.4,3.5969
'0:1:22.6,3.5536
'0:1:22.8,3.5471
'0:1:23.0,3.5456
'0:1:23.2,3.5673
'0:1:23.4,3.5933
'0:1:23.6,3.6196
'0:1:23.8,3.6364
'0:1:24.0,3.6471
'0:1:24.2,3.6459
'0:1:24.4,3.6306
'0:1:24.6,3.6169
'0:1:24.8,3.5963
'0:1:25.0,3.5697
'0:1:25.2,3.5450
'0:1:25.4,3.5246
'0:1:25.6,3.5067
'0:1:25.8,3.4910
'0:1:26.0,3.4803
'0:1:26.2,3.4676
'0:1:26.4,3.4549
'0:1:26.6,3.4429
'0:1:26.8,3.4315
'0:1:27.0,3.4252
'0:1:27.2,3.4263
'0:1:27.4,3.4192
'0:1:27.6,3.4241
'0:1:27.8,3.4300
'0:1:28.0,3.4263
'0:1:28.2,3.4326
'0:1:28.4,3.4483
'0:1:28.6,3.4374
'0:1:28.8,3.4346
'0:1:29.0,3.4337
'0:1:29.2,3.4300
'0:1:29.4,3.4246
'0:1:29.6,3.4195
'0:1:29.8,3.4119
'0:1:30.0,3.4028
'0:1:30.2,3.3930
'0:1:30.4,3.3821
'0:1:30.6,3.3765
'0:1:30.8,3.3784
'0:1:31.0,3.3950
'0:1:31.2,3.4266
'0:1:31.4,3.4800
'0:1:31.6,3.5394
'0:1:31.8,3.5939
'0:1:32.0,3.6263
'0:1:32.2,3.6352
'0:1:32.4,3.6285
'0:1:32.6,3.6127
'0:1:32.8,3.5918
'0:1:33.0,3.5634
'0:1:33.2,3.5355
'0:1:33.4,3.5091
'0:1:33.6,3.4852
'0:1:33.8,3.4658
'0:1:34.0,3.4472
'0:1:34.2,3.4306
'0:1:34.4,3.4192
'0:1:34.6,3.4099
'0:1:34.8,3.4003
'0:1:35.0,3.3910
'0:1:35.2,3.3837
'0:1:35.4,3.3787
'0:1:35.6,3.3784
'0:1:35.8,3.3854
'0:1:36.0,3.4057
'0:1:36.2,3.4377
'0:1:36.4,3.4728
'0:1:36.6,3.4989
'0:1:36.8,3.5152
'0:1:37.0,3.5205
'0:1:37.2,3.5187
'0:1:37.4,3.5123
'0:1:37.6,3.5006
'0:1:37.8,3.4878
'0:1:38.0,3.4739
'0:1:38.2,3.4586
'0:1:38.4,3.4414
'0:1:38.6,3.4263
'0:1:38.8,3.4116
'0:1:39.0,3.3992
'0:1:39.2,3.3896
'0:1:39.4,3.3804
'0:1:39.6,3.3782
'0:1:39.8,3.3894
'0:1:40.0,3.4139
'0:1:40.2,3.4432
'0:1:40.4,3.4667
'0:1:40.6,3.4814
'0:1:40.8,3.4919
'0:1:41.0,3.5015
'0:1:41.2,3.5187
'0:1:41.4,3.5402
'0:1:41.6,3.5551
'0:1:41.8,3.5625
'0:1:42.0,3.5750
'0:1:42.2,3.5918
'0:1:42.4,3.6060
'0:1:42.6,3.6133
'0:1:42.8,3.6114
'0:1:43.0,3.6030
'0:1:43.2,3.5852
'0:1:43.4,3.5643
'0:1:43.6,3.5447
'0:1:43.8,3.5234
'0:1:44.0,3.5047
'0:1:44.2,3.4904
'0:1:44.4,3.4748
'0:1:44.6,3.4624
'0:1:44.8,3.4569
'0:1:45.0,3.4598
'0:1:45.2,3.4704
