Experiment name:,NeuLog experiment
Duration:, 1 Hours
Rate:, 5 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,0.6324
'0:0:0.2,0.6321
'0:0:0.4,0.6321
'0:0:0.6,0.6320
'0:0:0.8,0.6319
'0:0:1.0,0.6319
'0:0:1.2,0.6314
'0:0:1.4,0.6314
'0:0:1.6,0.6309
'0:0:1.8,0.6307
'0:0:2.0,0.6308
'0:0:2.2,0.6306
'0:0:2.4,0.6307
'0:0:2.6,0.6302
'0:0:2.8,0.6301
'0:0:3.0,0.6299
'0:0:3.2,0.6294
'0:0:3.4,0.6294
'0:0:3.6,0.6292
'0:0:3.8,0.6291
'0:0:4.0,0.6288
'0:0:4.2,0.6285
'0:0:4.4,0.6284
'0:0:4.6,0.6283
'0:0:4.8,0.6287
'0:0:5.0,0.6288
'0:0:5.2,0.6285
'0:0:5.4,0.6284
'0:0:5.6,0.6281
'0:0:5.8,0.6279
'0:0:6.0,0.6278
'0:0:6.2,0.6275
'0:0:6.4,0.6273
'0:0:6.6,0.6269
'0:0:6.8,0.6267
'0:0:7.0,0.6269
'0:0:7.2,0.6262
'0:0:7.4,0.6261
'0:0:7.6,0.6261
'0:0:7.8,0.6259
'0:0:8.0,0.6257
'0:0:8.2,0.6253
'0:0:8.4,0.6254
'0:0:8.6,0.6251
'0:0:8.8,0.6251
'0:0:9.0,0.6250
'0:0:9.2,0.6248
'0:0:9.4,0.6245
'0:0:9.6,0.6246
'0:0:9.8,0.6244
'0:0:10.0,0.6239
'0:0:10.2,0.6234
'0:0:10.4,0.6236
'0:0:10.6,0.6236
'0:0:10.8,0.6233
'0:0:11.0,0.6230
'0:0:11.2,0.6227
'0:0:11.4,0.6228
'0:0:11.6,0.6232
'0:0:11.8,0.6230
'0:0:12.0,0.6230
'0:0:12.2,0.6227
'0:0:12.4,0.6226
'0:0:12.6,0.6225
'0:0:12.8,0.6221
'0:0:13.0,0.6222
'0:0:13.2,0.6219
'0:0:13.4,0.6217
'0:0:13.6,0.6218
'0:0:13.8,0.6213
'0:0:14.0,0.6210
'0:0:14.2,0.6207
'0:0:14.4,0.6207
'0:0:14.6,0.6203
'0:0:14.8,0.6200
'0:0:15.0,0.6198
'0:0:15.2,0.6193
'0:0:15.4,0.6192
'0:0:15.6,0.6191
'0:0:15.8,0.6186
'0:0:16.0,0.6183
'0:0:16.2,0.6178
'0:0:16.4,0.6177
'0:0:16.6,0.6175
'0:0:16.8,0.6175
'0:0:17.0,0.6172
'0:0:17.2,0.6168
'0:0:17.4,0.6169
'0:0:17.6,0.6168
'0:0:17.8,0.6165
'0:0:18.0,0.6163
'0:0:18.2,0.6156
'0:0:18.4,0.6157
'0:0:18.6,0.6154
'0:0:18.8,0.6150
'0:0:19.0,0.6148
'0:0:19.2,0.6146
'0:0:19.4,0.6145
'0:0:19.6,0.6140
'0:0:19.8,0.6138
'0:0:20.0,0.6140
'0:0:20.2,0.6137
'0:0:20.4,0.6135
'0:0:20.6,0.6133
'0:0:20.8,0.6132
'0:0:21.0,0.6134
'0:0:21.2,0.6129
'0:0:21.4,0.6130
'0:0:21.6,0.6131
'0:0:21.8,0.6131
'0:0:22.0,0.6131
'0:0:22.2,0.6130
'0:0:22.4,0.6133
'0:0:22.6,0.6134
'0:0:22.8,0.6135
'0:0:23.0,0.6137
'0:0:23.2,0.6137
'0:0:23.4,0.6140
'0:0:23.6,0.6137
'0:0:23.8,0.6137
'0:0:24.0,0.6136
'0:0:24.2,0.6137
'0:0:24.4,0.6137
'0:0:24.6,0.6134
'0:0:24.8,0.6136
'0:0:25.0,0.6136
'0:0:25.2,0.6144
'0:0:25.4,0.6155
'0:0:25.6,0.6152
'0:0:25.8,0.6150
'0:0:26.0,0.6149
'0:0:26.2,0.6147
'0:0:26.4,0.6148
'0:0:26.6,0.6143
'0:0:26.8,0.6143
'0:0:27.0,0.6140
'0:0:27.2,0.6138
'0:0:27.4,0.6137
'0:0:27.6,0.6139
'0:0:27.8,0.6138
'0:0:28.0,0.6137
'0:0:28.2,0.6137
'0:0:28.4,0.6137
'0:0:28.6,0.6135
'0:0:28.8,0.6133
'0:0:29.0,0.6131
'0:0:29.2,0.6127
'0:0:29.4,0.6129
'0:0:29.6,0.6126
'0:0:29.8,0.6123
'0:0:30.0,0.6125
'0:0:30.2,0.6123
'0:0:30.4,0.6122
'0:0:30.6,0.6120
'0:0:30.8,0.6120
'0:0:31.0,0.6119
'0:0:31.2,0.6117
'0:0:31.4,0.6118
'0:0:31.6,0.6121
'0:0:31.8,0.6120
'0:0:32.0,0.6118
'0:0:32.2,0.6114
'0:0:32.4,0.6116
'0:0:32.6,0.6115
'0:0:32.8,0.6117
'0:0:33.0,0.6117
'0:0:33.2,0.6116
'0:0:33.4,0.6117
'0:0:33.6,0.6114
'0:0:33.8,0.6114
'0:0:34.0,0.6113
'0:0:34.2,0.6111
'0:0:34.4,0.6111
'0:0:34.6,0.6109
'0:0:34.8,0.6106
'0:0:35.0,0.6101
'0:0:35.2,0.6099
'0:0:35.4,0.6098
'0:0:35.6,0.6097
'0:0:35.8,0.6097
'0:0:36.0,0.6096
'0:0:36.2,0.6094
'0:0:36.4,0.6094
'0:0:36.6,0.6094
'0:0:36.8,0.6092
'0:0:37.0,0.6092
'0:0:37.2,0.6089
'0:0:37.4,0.6088
'0:0:37.6,0.6087
'0:0:37.8,0.6084
'0:0:38.0,0.6083
'0:0:38.2,0.6080
'0:0:38.4,0.6080
'0:0:38.6,0.6079
'0:0:38.8,0.6077
'0:0:39.0,0.6077
'0:0:39.2,0.6075
'0:0:39.4,0.6076
'0:0:39.6,0.6074
'0:0:39.8,0.6076
'0:0:40.0,0.6077
'0:0:40.2,0.6076
'0:0:40.4,0.6077
'0:0:40.6,0.6079
'0:0:40.8,0.6077
'0:0:41.0,0.6078
'0:0:41.2,0.6075
'0:0:41.4,0.6075
'0:0:41.6,0.6075
'0:0:41.8,0.6075
'0:0:42.0,0.6073
'0:0:42.2,0.6072
'0:0:42.4,0.6074
'0:0:42.6,0.6074
'0:0:42.8,0.6074
'0:0:43.0,0.6075
'0:0:43.2,0.6074
'0:0:43.4,0.6074
'0:0:43.6,0.6073
'0:0:43.8,0.6072
'0:0:44.0,0.6072
'0:0:44.2,0.6069
'0:0:44.4,0.6068
'0:0:44.6,0.6066
'0:0:44.8,0.6066
'0:0:45.0,0.6066
'0:0:45.2,0.6063
'0:0:45.4,0.6063
'0:0:45.6,0.6061
'0:0:45.8,0.6061
'0:0:46.0,0.6060
'0:0:46.2,0.6058
'0:0:46.4,0.6060
'0:0:46.6,0.6058
'0:0:46.8,0.6058
'0:0:47.0,0.6058
'0:0:47.2,0.6056
'0:0:47.4,0.6055
'0:0:47.6,0.6054
'0:0:47.8,0.6052
'0:0:48.0,0.6053
'0:0:48.2,0.6053
'0:0:48.4,0.6053
'0:0:48.6,0.6055
'0:0:48.8,0.6055
'0:0:49.0,0.6055
'0:0:49.2,0.6055
'0:0:49.4,0.6066
'0:0:49.6,0.6065
'0:0:49.8,0.6064
'0:0:50.0,0.6063
'0:0:50.2,0.6065
'0:0:50.4,0.6063
'0:0:50.6,0.6063
'0:0:50.8,0.6062
'0:0:51.0,0.6060
'0:0:51.2,0.6058
'0:0:51.4,0.6060
'0:0:51.6,0.6060
'0:0:51.8,0.6060
'0:0:52.0,0.6060
'0:0:52.2,0.6058
'0:0:52.4,0.6060
'0:0:52.6,0.6060
'0:0:52.8,0.6058
'0:0:53.0,0.6058
'0:0:53.2,0.6055
'0:0:53.4,0.6056
'0:0:53.6,0.6055
'0:0:53.8,0.6054
'0:0:54.0,0.6055
'0:0:54.2,0.6058
'0:0:54.4,0.6060
'0:0:54.6,0.6058
'0:0:54.8,0.6057
'0:0:55.0,0.6058
'0:0:55.2,0.6055
'0:0:55.4,0.6057
'0:0:55.6,0.6055
'0:0:55.8,0.6055
'0:0:56.0,0.6056
'0:0:56.2,0.6055
'0:0:56.4,0.6056
'0:0:56.6,0.6055
'0:0:56.8,0.6054
'0:0:57.0,0.6054
'0:0:57.2,0.6051
'0:0:57.4,0.6050
'0:0:57.6,0.6051
'0:0:57.8,0.6051
'0:0:58.0,0.6050
'0:0:58.2,0.6049
'0:0:58.4,0.6052
'0:0:58.6,0.6048
'0:0:58.8,0.6049
'0:0:59.0,0.6049
'0:0:59.2,0.6049
'0:0:59.4,0.6046
'0:0:59.6,0.6046
'0:0:59.8,0.6050
'0:1:0.0,0.6051
'0:1:0.2,0.6047
'0:1:0.4,0.6049
'0:1:0.6,0.6047
'0:1:0.8,0.6044
'0:1:1.0,0.6046
'0:1:1.2,0.6044
'0:1:1.4,0.6044
'0:1:1.6,0.6040
'0:1:1.8,0.6040
'0:1:2.0,0.6041
'0:1:2.2,0.6040
'0:1:2.4,0.6037
'0:1:2.6,0.6036
'0:1:2.8,0.6034
'0:1:3.0,0.6033
'0:1:3.2,0.6032
'0:1:3.4,0.6033
'0:1:3.6,0.6034
'0:1:3.8,0.6032
'0:1:4.0,0.6033
'0:1:4.2,0.6032
'0:1:4.4,0.6032
'0:1:4.6,0.6032
'0:1:4.8,0.6031
'0:1:5.0,0.6029
'0:1:5.2,0.6028
'0:1:5.4,0.6029
'0:1:5.6,0.6029
'0:1:5.8,0.6029
'0:1:6.0,0.6029
'0:1:6.2,0.6026
'0:1:6.4,0.6028
'0:1:6.6,0.6026
'0:1:6.8,0.6025
'0:1:7.0,0.6024
'0:1:7.2,0.6025
'0:1:7.4,0.6024
'0:1:7.6,0.6024
'0:1:7.8,0.6024
'0:1:8.0,0.6024
'0:1:8.2,0.6021
'0:1:8.4,0.6022
'0:1:8.6,0.6023
'0:1:8.8,0.6022
'0:1:9.0,0.6021
'0:1:9.2,0.6021
'0:1:9.4,0.6023
'0:1:9.6,0.6020
'0:1:9.8,0.6021
'0:1:10.0,0.6021
'0:1:10.2,0.6020
'0:1:10.4,0.6020
'0:1:10.6,0.6018
'0:1:10.8,0.6019
'0:1:11.0,0.6018
'0:1:11.2,0.6016
'0:1:11.4,0.6018
'0:1:11.6,0.6018
'0:1:11.8,0.6018
'0:1:12.0,0.6017
'0:1:12.2,0.6016
'0:1:12.4,0.6018
'0:1:12.6,0.6017
'0:1:12.8,0.6019
'0:1:13.0,0.6019
'0:1:13.2,0.6018
'0:1:13.4,0.6017
'0:1:13.6,0.6018
'0:1:13.8,0.6019
'0:1:14.0,0.6020
'0:1:14.2,0.6018
'0:1:14.4,0.6019
'0:1:14.6,0.6020
'0:1:14.8,0.6021
'0:1:15.0,0.6020
'0:1:15.2,0.6018
'0:1:15.4,0.6019
'0:1:15.6,0.6018
'0:1:15.8,0.6019
'0:1:16.0,0.6018
'0:1:16.2,0.6016
'0:1:16.4,0.6022
'0:1:16.6,0.6018
'0:1:16.8,0.6018
'0:1:17.0,0.6019
'0:1:17.2,0.6020
'0:1:17.4,0.6027
'0:1:17.6,0.6024
'0:1:17.8,0.6025
'0:1:18.0,0.6027
'0:1:18.2,0.6027
'0:1:18.4,0.6029
'0:1:18.6,0.6030
'0:1:18.8,0.6034
'0:1:19.0,0.6029
'0:1:19.2,0.6027
'0:1:19.4,0.6027
'0:1:19.6,0.6026
'0:1:19.8,0.6024
'0:1:20.0,0.6022
'0:1:20.2,0.6018
'0:1:20.4,0.6018
'0:1:20.6,0.6020
'0:1:20.8,0.6020
'0:1:21.0,0.6021
'0:1:21.2,0.6023
'0:1:21.4,0.6023
'0:1:21.6,0.6023
'0:1:21.8,0.6021
'0:1:22.0,0.6022
'0:1:22.2,0.6018
'0:1:22.4,0.6019
'0:1:22.6,0.6018
'0:1:22.8,0.6019
'0:1:23.0,0.6019
'0:1:23.2,0.6016
'0:1:23.4,0.6016
'0:1:23.6,0.6014
'0:1:23.8,0.6014
'0:1:24.0,0.6015
'0:1:24.2,0.6013
'0:1:24.4,0.6013
'0:1:24.6,0.6012
'0:1:24.8,0.6010
'0:1:25.0,0.6010
'0:1:25.2,0.6008
'0:1:25.4,0.6010
'0:1:25.6,0.6009
'0:1:25.8,0.6006
'0:1:26.0,0.6012
'0:1:26.2,0.6015
'0:1:26.4,0.6020
'0:1:26.6,0.6020
'0:1:26.8,0.6019
'0:1:27.0,0.6018
'0:1:27.2,0.6016
'0:1:27.4,0.6018
'0:1:27.6,0.6018
'0:1:27.8,0.6018
'0:1:28.0,0.6009
'0:1:28.2,0.6005
'0:1:28.4,0.6007
'0:1:28.6,0.6007
'0:1:28.8,0.6009
'0:1:29.0,0.6010
'0:1:29.2,0.6006
'0:1:29.4,0.6008
'0:1:29.6,0.6007
'0:1:29.8,0.6007
'0:1:30.0,0.6007
'0:1:30.2,0.6010
'0:1:30.4,0.6018
'0:1:30.6,0.6018
'0:1:30.8,0.6019
'0:1:31.0,0.6018
'0:1:31.2,0.6015
'0:1:31.4,0.6018
'0:1:31.6,0.6018
'0:1:31.8,0.6019
'0:1:32.0,0.6018
'0:1:32.2,0.6018
'0:1:32.4,0.6018
'0:1:32.6,0.6019
'0:1:32.8,0.6018
'0:1:33.0,0.6021
'0:1:33.2,0.6019
'0:1:33.4,0.6021
'0:1:33.6,0.6023
'0:1:33.8,0.6024
'0:1:34.0,0.6025
'0:1:34.2,0.6026
'0:1:34.4,0.6028
'0:1:34.6,0.6029
'0:1:34.8,0.6030
'0:1:35.0,0.6029
'0:1:35.2,0.6029
'0:1:35.4,0.6029
'0:1:35.6,0.6029
'0:1:35.8,0.6030
'0:1:36.0,0.6030
'0:1:36.2,0.6030
'0:1:36.4,0.6033
'0:1:36.6,0.6033
'0:1:36.8,0.6036
'0:1:37.0,0.6034
'0:1:37.2,0.6035
'0:1:37.4,0.6038
'0:1:37.6,0.6038
'0:1:37.8,0.6038
'0:1:38.0,0.6038
'0:1:38.2,0.6038
'0:1:38.4,0.6043
'0:1:38.6,0.6051
'0:1:38.8,0.6058
'0:1:39.0,0.6068
'0:1:39.2,0.6067
'0:1:39.4,0.6069
'0:1:39.6,0.6071
'0:1:39.8,0.6072
'0:1:40.0,0.6071
'0:1:40.2,0.6071
'0:1:40.4,0.6074
'0:1:40.6,0.6074
'0:1:40.8,0.6078
'0:1:41.0,0.6078
'0:1:41.2,0.6076
'0:1:41.4,0.6076
'0:1:41.6,0.6075
'0:1:41.8,0.6072
'0:1:42.0,0.6074
'0:1:42.2,0.6072
'0:1:42.4,0.6074
'0:1:42.6,0.6072
'0:1:42.8,0.6073
'0:1:43.0,0.6074
'0:1:43.2,0.6073
'0:1:43.4,0.6074
'0:1:43.6,0.6074
'0:1:43.8,0.6077
'0:1:44.0,0.6072
'0:1:44.2,0.6062
'0:1:44.4,0.6065
'0:1:44.6,0.6067
'0:1:44.8,0.6069
'0:1:45.0,0.6069
'0:1:45.2,0.6070
