Experiment name:,NeuLog experiment
Duration:, 5 0
Rate:, 10 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,3.7870
'0:0:0.1,3.7841
'0:0:0.2,3.7834
'0:0:0.3,3.7821
'0:0:0.4,3.7805
'0:0:0.5,3.7793
'0:0:0.6,3.7777
'0:0:0.7,3.7770
'0:0:0.8,3.7757
'0:0:0.9,3.7754
'0:0:1.0,3.7745
'0:0:1.1,3.7735
'0:0:1.2,3.7735
'0:0:1.3,3.7729
'0:0:1.4,3.7719
'0:0:1.5,3.7713
'0:0:1.6,3.7700
'0:0:1.7,3.7684
'0:0:1.8,3.7668
'0:0:1.9,3.7658
'0:0:2.0,3.7643
'0:0:2.1,3.7627
'0:0:2.2,3.7620
'0:0:2.3,3.7608
'0:0:2.4,3.7608
'0:0:2.5,3.7595
'0:0:2.6,3.7585
'0:0:2.7,3.7579
'0:0:2.8,3.7576
'0:0:2.9,3.7560
'0:0:3.0,3.7553
'0:0:3.1,3.7531
'0:0:3.2,3.7522
'0:0:3.3,3.7512
'0:0:3.4,3.7493
'0:0:3.5,3.7480
'0:0:3.6,3.7474
'0:0:3.7,3.7465
'0:0:3.8,3.7449
'0:0:3.9,3.7433
'0:0:4.0,3.7420
'0:0:4.1,3.7411
'0:0:4.2,3.7401
'0:0:4.3,3.7386
'0:0:4.4,3.7373
'0:0:4.5,3.7363
'0:0:4.6,3.7360
'0:0:4.7,3.7357
'0:0:4.8,3.7360
'0:0:4.9,3.7351
'0:0:5.0,3.7338
'0:0:5.1,3.7326
'0:0:5.2,3.7316
'0:0:5.3,3.7307
'0:0:5.4,3.7294
'0:0:5.5,3.7282
'0:0:5.6,3.7272
'0:0:5.7,3.7266
'0:0:5.8,3.7253
'0:0:5.9,3.7241
'0:0:6.0,3.7228
'0:0:6.1,3.7215
'0:0:6.2,3.7203
'0:0:6.3,3.7190
'0:0:6.4,3.7178
'0:0:6.5,3.7172
'0:0:6.6,3.7162
'0:0:6.7,3.7156
'0:0:6.8,3.7143
'0:0:6.9,3.7131
'0:0:7.0,3.7121
'0:0:7.1,3.7112
'0:0:7.2,3.7103
'0:0:7.3,3.7087
'0:0:7.4,3.7078
'0:0:7.5,3.7068
'0:0:7.6,3.7065
'0:0:7.7,3.7056
'0:0:7.8,3.7040
'0:0:7.9,3.7037
'0:0:8.0,3.7018
'0:0:8.1,3.7012
'0:0:8.2,3.6999
'0:0:8.3,3.6990
'0:0:8.4,3.6975
'0:0:8.5,3.6971
'0:0:8.6,3.6962
'0:0:8.7,3.6956
'0:0:8.8,3.6947
'0:0:8.9,3.6937
'0:0:9.0,3.6922
'0:0:9.1,3.6909
'0:0:9.2,3.6897
'0:0:9.3,3.6881
'0:0:9.4,3.6869
'0:0:9.5,3.6856
'0:0:9.6,3.6844
'0:0:9.7,3.6832
'0:0:9.8,3.6819
'0:0:9.9,3.6807
'0:0:10.0,3.6788
'0:0:10.1,3.6773
'0:0:10.2,3.6760
'0:0:10.3,3.6739
'0:0:10.4,3.6726
'0:0:10.5,3.6717
'0:0:10.6,3.6702
'0:0:10.7,3.6689
'0:0:10.8,3.6677
'0:0:10.9,3.6671
'0:0:11.0,3.6658
'0:0:11.1,3.6646
'0:0:11.2,3.6640
'0:0:11.3,3.6634
'0:0:11.4,3.6621
'0:0:11.5,3.6606
'0:0:11.6,3.6588
'0:0:11.7,3.6575
'0:0:11.8,3.6563
'0:0:11.9,3.6551
'0:0:12.0,3.6538
'0:0:12.1,3.6523
'0:0:12.2,3.6511
'0:0:12.3,3.6508
'0:0:12.4,3.6508
'0:0:12.5,3.6505
'0:0:12.6,3.6456
'0:0:12.7,3.6404
'0:0:12.8,3.6400
'0:0:12.9,3.6413
'0:0:13.0,3.6339
'0:0:13.1,3.6300
'0:0:13.2,3.6291
'0:0:13.3,3.6208
'0:0:13.4,3.6169
'0:0:13.5,3.6111
'0:0:13.6,3.6012
'0:0:13.7,3.5960
'0:0:13.8,3.5957
'0:0:13.9,3.5798
'0:0:14.0,3.5720
'0:0:14.1,3.5697
'0:0:14.2,3.5694
'0:0:14.3,3.5732
'0:0:14.4,3.5774
'0:0:14.5,3.5801
'0:0:14.6,3.5810
'0:0:14.7,3.5834
'0:0:14.8,3.5840
'0:0:14.9,3.5843
'0:0:15.0,3.5840
'0:0:15.1,3.5834
'0:0:15.2,3.5828
'0:0:15.3,3.5813
'0:0:15.4,3.5804
'0:0:15.5,3.5795
'0:0:15.6,3.5789
'0:0:15.7,3.5771
'0:0:15.8,3.5747
'0:0:15.9,3.5738
'0:0:16.0,3.5732
'0:0:16.1,3.5735
'0:0:16.2,3.5735
'0:0:16.3,3.5735
'0:0:16.4,3.5729
'0:0:16.5,3.5723
'0:0:16.6,3.5723
'0:0:16.7,3.5741
'0:0:16.8,3.5756
'0:0:16.9,3.5756
'0:0:17.0,3.5759
'0:0:17.1,3.5777
'0:0:17.2,3.5780
'0:0:17.3,3.5792
'0:0:17.4,3.5792
'0:0:17.5,3.5789
'0:0:17.6,3.5783
'0:0:17.7,3.5780
'0:0:17.8,3.5774
'0:0:17.9,3.5768
'0:0:18.0,3.5765
'0:0:18.1,3.5756
'0:0:18.2,3.5762
'0:0:18.3,3.5762
'0:0:18.4,3.5768
'0:0:18.5,3.5783
'0:0:18.6,3.5777
'0:0:18.7,3.5765
'0:0:18.8,3.5753
'0:0:18.9,3.5744
'0:0:19.0,3.5714
'0:0:19.1,3.5694
'0:0:19.2,3.5676
'0:0:19.3,3.5661
'0:0:19.4,3.5643
'0:0:19.5,3.5625
'0:0:19.6,3.5619
'0:0:19.7,3.5601
'0:0:19.8,3.5589
'0:0:19.9,3.5583
'0:0:20.0,3.5571
'0:0:20.1,3.5560
'0:0:20.2,3.5551
'0:0:20.3,3.5542
'0:0:20.4,3.5530
'0:0:20.5,3.5524
'0:0:20.6,3.5518
'0:0:20.7,3.5506
'0:0:20.8,3.5500
'0:0:20.9,3.5479
'0:0:21.0,3.5471
'0:0:21.1,3.5459
'0:0:21.2,3.5444
'0:0:21.3,3.5429
'0:0:21.4,3.5417
'0:0:21.5,3.5405
'0:0:21.6,3.5400
'0:0:21.7,3.5385
'0:0:21.8,3.5373
'0:0:21.9,3.5373
'0:0:22.0,3.5358
'0:0:22.1,3.5346
'0:0:22.2,3.5335
'0:0:22.3,3.5332
'0:0:22.4,3.5346
'0:0:22.5,3.5358
'0:0:22.6,3.5358
'0:0:22.7,3.5358
'0:0:22.8,3.5352
'0:0:22.9,3.5346
'0:0:23.0,3.5335
'0:0:23.1,3.5329
'0:0:23.2,3.5320
'0:0:23.3,3.5311
'0:0:23.4,3.5293
'0:0:23.5,3.5276
'0:0:23.6,3.5264
'0:0:23.7,3.5252
'0:0:23.8,3.5246
'0:0:23.9,3.5237
'0:0:24.0,3.5223
'0:0:24.1,3.5223
'0:0:24.2,3.5208
'0:0:24.3,3.5199
'0:0:24.4,3.5187
'0:0:24.5,3.5182
'0:0:24.6,3.5173
'0:0:24.7,3.5167
'0:0:24.8,3.5161
'0:0:24.9,3.5164
'0:0:25.0,3.5167
'0:0:25.1,3.5164
'0:0:25.2,3.5146
'0:0:25.3,3.5138
'0:0:25.4,3.5120
'0:0:25.5,3.5105
'0:0:25.6,3.5097
'0:0:25.7,3.5114
'0:0:25.8,3.5111
'0:0:25.9,3.5105
'0:0:26.0,3.5088
'0:0:26.1,3.5079
'0:0:26.2,3.5073
'0:0:26.3,3.5062
'0:0:26.4,3.5059
'0:0:26.5,3.5067
'0:0:26.6,3.5070
'0:0:26.7,3.5082
'0:0:26.8,3.5094
'0:0:26.9,3.5103
'0:0:27.0,3.5108
'0:0:27.1,3.5123
'0:0:27.2,3.5141
'0:0:27.3,3.5164
'0:0:27.4,3.5173
'0:0:27.5,3.5179
'0:0:27.6,3.5185
'0:0:27.7,3.5190
'0:0:27.8,3.5202
'0:0:27.9,3.5211
'0:0:28.0,3.5217
'0:0:28.1,3.5234
'0:0:28.2,3.5249
'0:0:28.3,3.5246
'0:0:28.4,3.5240
'0:0:28.5,3.5240
'0:0:28.6,3.5237
'0:0:28.7,3.5243
'0:0:28.8,3.5237
'0:0:28.9,3.5226
'0:0:29.0,3.5211
'0:0:29.1,3.5196
'0:0:29.2,3.5187
'0:0:29.3,3.5173
'0:0:29.4,3.5161
'0:0:29.5,3.5149
'0:0:29.6,3.5138
'0:0:29.7,3.5123
'0:0:29.8,3.5105
'0:0:29.9,3.5097
'0:0:30.0,3.5094
'0:0:30.1,3.5079
'0:0:30.2,3.5009
'0:0:30.3,3.4858
'0:0:30.4,3.4699
'0:0:30.5,3.4632
'0:0:30.6,3.4586
'0:0:30.7,3.4555
'0:0:30.8,3.4520
'0:0:30.9,3.4486
'0:0:31.0,3.4492
'0:0:31.1,3.4512
