Experiment name:,NeuLog experiment
Duration:, 5 0
Rate:, 10 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,3.8140
'0:0:0.1,3.8137
'0:0:0.2,3.8147
'0:0:0.3,3.8166
'0:0:0.4,3.8176
'0:0:0.5,3.8186
'0:0:0.6,3.8186
'0:0:0.7,3.8176
'0:0:0.8,3.8160
'0:0:0.9,3.8140
'0:0:1.0,3.8121
'0:0:1.1,3.8102
'0:0:1.2,3.8082
'0:0:1.3,3.8060
'0:0:1.4,3.8034
'0:0:1.5,3.8005
'0:0:1.6,3.7972
'0:0:1.7,3.7963
'0:0:1.8,3.7969
'0:0:1.9,3.8008
'0:0:2.0,3.8085
'0:0:2.1,3.8218
'0:0:2.2,3.8400
'0:0:2.3,3.8633
'0:0:2.4,3.8871
'0:0:2.5,3.9107
'0:0:2.6,3.9339
'0:0:2.7,3.9575
'0:0:2.8,3.9786
'0:0:2.9,3.9930
'0:0:3.0,4.0002
'0:0:3.1,4.0085
'0:0:3.2,4.0178
'0:0:3.3,4.0316
'0:0:3.4,4.0375
'0:0:3.5,4.0424
'0:0:3.6,4.0449
'0:0:3.7,4.0459
'0:0:3.8,4.0462
'0:0:3.9,4.0466
'0:0:4.0,4.0449
'0:0:4.1,4.0417
'0:0:4.2,4.0375
'0:0:4.3,4.0330
'0:0:4.4,4.0285
'0:0:4.5,4.0247
'0:0:4.6,4.0192
'0:0:4.7,4.0126
'0:0:4.8,4.0067
'0:0:4.9,4.0012
'0:0:5.0,3.9944
'0:0:5.1,3.9896
'0:0:5.2,3.9868
'0:0:5.3,3.9834
'0:0:5.4,3.9817
'0:0:5.5,3.9796
'0:0:5.6,3.9776
'0:0:5.7,3.9759
'0:0:5.8,3.9742
'0:0:5.9,3.9715
'0:0:6.0,3.9674
'0:0:6.1,3.9626
'0:0:6.2,3.9585
'0:0:6.3,3.9555
'0:0:6.4,3.9518
'0:0:6.5,3.9474
'0:0:6.6,3.9440
'0:0:6.7,3.9413
'0:0:6.8,3.9382
'0:0:6.9,3.9325
'0:0:7.0,3.9261
'0:0:7.1,3.9218
'0:0:7.2,3.9164
'0:0:7.3,3.9107
'0:0:7.4,3.9071
'0:0:7.5,3.9014
'0:0:7.6,3.8934
'0:0:7.7,3.8894
'0:0:7.8,3.8864
'0:0:7.9,3.8828
'0:0:8.0,3.8805
'0:0:8.1,3.8772
'0:0:8.2,3.8732
'0:0:8.3,3.8725
'0:0:8.4,3.8709
'0:0:8.5,3.8686
'0:0:8.6,3.8653
'0:0:8.7,3.8623
'0:0:8.8,3.8597
'0:0:8.9,3.8574
'0:0:9.0,3.8548
'0:0:9.1,3.8528
'0:0:9.2,3.8505
'0:0:9.3,3.8486
'0:0:9.4,3.8453
'0:0:9.5,3.8430
'0:0:9.6,3.8397
'0:0:9.7,3.8374
'0:0:9.8,3.8345
'0:0:9.9,3.8325
'0:0:10.0,3.8306
'0:0:10.1,3.8286
'0:0:10.2,3.8270
'0:0:10.3,3.8254
'0:0:10.4,3.8228
'0:0:10.5,3.8208
'0:0:10.6,3.8182
'0:0:10.7,3.8163
'0:0:10.8,3.8137
'0:0:10.9,3.8124
'0:0:11.0,3.8095
'0:0:11.1,3.8076
'0:0:11.2,3.8053
'0:0:11.3,3.8040
'0:0:11.4,3.8034
'0:0:11.5,3.8024
'0:0:11.6,3.8024
'0:0:11.7,3.8069
'0:0:11.8,3.8102
'0:0:11.9,3.8111
'0:0:12.0,3.8098
'0:0:12.1,3.8105
'0:0:12.2,3.8114
'0:0:12.3,3.8121
'0:0:12.4,3.8121
'0:0:12.5,3.8124
'0:0:12.6,3.8118
'0:0:12.7,3.8108
'0:0:12.8,3.8102
'0:0:12.9,3.8111
'0:0:13.0,3.8137
'0:0:13.1,3.8192
'0:0:13.2,3.8270
'0:0:13.3,3.8414
'0:0:13.4,3.8571
'0:0:13.5,3.8735
'0:0:13.6,3.8908
'0:0:13.7,3.9081
'0:0:13.8,3.9245
'0:0:13.9,3.9396
'0:0:14.0,3.9514
'0:0:14.1,3.9613
'0:0:14.2,3.9701
'0:0:14.3,3.9769
'0:0:14.4,3.9827
'0:0:14.5,3.9882
'0:0:14.6,3.9926
'0:0:14.7,3.9968
'0:0:14.8,3.9999
'0:0:14.9,4.0036
'0:0:15.0,4.0067
'0:0:15.1,4.0085
'0:0:15.2,4.0088
'0:0:15.3,4.0085
'0:0:15.4,4.0088
'0:0:15.5,4.0091
'0:0:15.6,4.0085
'0:0:15.7,4.0081
'0:0:15.8,4.0085
'0:0:15.9,4.0098
'0:0:16.0,4.0112
'0:0:16.1,4.0140
'0:0:16.2,4.0171
'0:0:16.3,4.0202
'0:0:16.4,4.0216
'0:0:16.5,4.0240
'0:0:16.6,4.0261
'0:0:16.7,4.0261
'0:0:16.8,4.0257
'0:0:16.9,4.0250
'0:0:17.0,4.0237
'0:0:17.1,4.0216
'0:0:17.2,4.0192
'0:0:17.3,4.0160
'0:0:17.4,4.0116
'0:0:17.5,4.0067
'0:0:17.6,4.0023
'0:0:17.7,3.9981
'0:0:17.8,3.9944
'0:0:17.9,3.9909
'0:0:18.0,3.9878
'0:0:18.1,3.9837
'0:0:18.2,3.9786
'0:0:18.3,3.9735
'0:0:18.4,3.9687
'0:0:18.5,3.9660
'0:0:18.6,3.9633
'0:0:18.7,3.9596
'0:0:18.8,3.9551
'0:0:18.9,3.9514
'0:0:19.0,3.9491
'0:0:19.1,3.9477
'0:0:19.2,3.9474
'0:0:19.3,3.9487
'0:0:19.4,3.9501
'0:0:19.5,3.9514
'0:0:19.6,3.9535
'0:0:19.7,3.9555
'0:0:19.8,3.9575
'0:0:19.9,3.9592
'0:0:20.0,3.9599
'0:0:20.1,3.9613
'0:0:20.2,3.9633
'0:0:20.3,3.9657
'0:0:20.4,3.9650
'0:0:20.5,3.9626
'0:0:20.6,3.9596
'0:0:20.7,3.9568
'0:0:20.8,3.9541
'0:0:20.9,3.9511
'0:0:21.0,3.9477
'0:0:21.1,3.9447
'0:0:21.2,3.9406
'0:0:21.3,3.9366
'0:0:21.4,3.9329
'0:0:21.5,3.9288
'0:0:21.6,3.9251
'0:0:21.7,3.9221
'0:0:21.8,3.9188
'0:0:21.9,3.9168
'0:0:22.0,3.9144
'0:0:22.1,3.9121
'0:0:22.2,3.9097
'0:0:22.3,3.9077
'0:0:22.4,3.9051
'0:0:22.5,3.9034
'0:0:22.6,3.9041
'0:0:22.7,3.9044
'0:0:22.8,3.9054
'0:0:22.9,3.9047
'0:0:23.0,3.9021
'0:0:23.1,3.8994
'0:0:23.2,3.8967
'0:0:23.3,3.8951
'0:0:23.4,3.8931
'0:0:23.5,3.8914
'0:0:23.6,3.8898
'0:0:23.7,3.8878
'0:0:23.8,3.8864
'0:0:23.9,3.8848
'0:0:24.0,3.8825
'0:0:24.1,3.8805
'0:0:24.2,3.8785
'0:0:24.3,3.8772
'0:0:24.4,3.8755
'0:0:24.5,3.8732
'0:0:24.6,3.8699
'0:0:24.7,3.8673
'0:0:24.8,3.8640
'0:0:24.9,3.8617
'0:0:25.0,3.8594
'0:0:25.1,3.8577
'0:0:25.2,3.8554
'0:0:25.3,3.8538
'0:0:25.4,3.8512
'0:0:25.5,3.8492
'0:0:25.6,3.8472
'0:0:25.7,3.8450
'0:0:25.8,3.8423
'0:0:25.9,3.8404
'0:0:26.0,3.8384
'0:0:26.1,3.8365
'0:0:26.2,3.8345
'0:0:26.3,3.8335
'0:0:26.4,3.8322
'0:0:26.5,3.8303
'0:0:26.6,3.8293
'0:0:26.7,3.8280
'0:0:26.8,3.8270
'0:0:26.9,3.8257
'0:0:27.0,3.8241
'0:0:27.1,3.8231
'0:0:27.2,3.8221
'0:0:27.3,3.8205
'0:0:27.4,3.8182
'0:0:27.5,3.8170
'0:0:27.6,3.8157
'0:0:27.7,3.8144
'0:0:27.8,3.8131
'0:0:27.9,3.8121
'0:0:28.0,3.8114
'0:0:28.1,3.8098
'0:0:28.2,3.8089
'0:0:28.3,3.8092
'0:0:28.4,3.8092
'0:0:28.5,3.8098
'0:0:28.6,3.8108
'0:0:28.7,3.8118
'0:0:28.8,3.8124
'0:0:28.9,3.8127
'0:0:29.0,3.8134
'0:0:29.1,3.8137
'0:0:29.2,3.8140
'0:0:29.3,3.8144
'0:0:29.4,3.8147
'0:0:29.5,3.8147
'0:0:29.6,3.8144
'0:0:29.7,3.8140
'0:0:29.8,3.8137
'0:0:29.9,3.8127
'0:0:30.0,3.8118
'0:0:30.1,3.8102
'0:0:30.2,3.8082
'0:0:30.3,3.8066
'0:0:30.4,3.8047
'0:0:30.5,3.8027
'0:0:30.6,3.8008
'0:0:30.7,3.7985
'0:0:30.8,3.7963
'0:0:30.9,3.7934
'0:0:31.0,3.7918
'0:0:31.1,3.7898
