Experiment name:,NeuLog experiment
Duration:, 5 0
Rate:, 10 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,1.4883
'0:0:0.1,1.4871
'0:0:0.2,1.4870
'0:0:0.3,1.4861
'0:0:0.4,1.4851
'0:0:0.5,1.4842
'0:0:0.6,1.4832
'0:0:0.7,1.4825
'0:0:0.8,1.4812
'0:0:0.9,1.4800
'0:0:1.0,1.4790
'0:0:1.1,1.4781
'0:0:1.2,1.4770
'0:0:1.3,1.4755
'0:0:1.4,1.4740
'0:0:1.5,1.4728
'0:0:1.6,1.4712
'0:0:1.7,1.4696
'0:0:1.8,1.4678
'0:0:1.9,1.4661
'0:0:2.0,1.4644
'0:0:2.1,1.4628
'0:0:2.2,1.4613
'0:0:2.3,1.4597
'0:0:2.4,1.4581
'0:0:2.5,1.4565
'0:0:2.6,1.4550
'0:0:2.7,1.4538
'0:0:2.8,1.4526
'0:0:2.9,1.4523
'0:0:3.0,1.4515
'0:0:3.1,1.4499
'0:0:3.2,1.4484
'0:0:3.3,1.4468
'0:0:3.4,1.4452
'0:0:3.5,1.4438
'0:0:3.6,1.4425
'0:0:3.7,1.4413
'0:0:3.8,1.4399
'0:0:3.9,1.4389
'0:0:4.0,1.4378
'0:0:4.1,1.4366
'0:0:4.2,1.4355
'0:0:4.3,1.4344
'0:0:4.4,1.4332
'0:0:4.5,1.4322
'0:0:4.6,1.4312
'0:0:4.7,1.4305
'0:0:4.8,1.4297
'0:0:4.9,1.4286
'0:0:5.0,1.4274
'0:0:5.1,1.4260
'0:0:5.2,1.4247
'0:0:5.3,1.4235
'0:0:5.4,1.4223
'0:0:5.5,1.4211
'0:0:5.6,1.4196
'0:0:5.7,1.4183
'0:0:5.8,1.4170
'0:0:5.9,1.4154
'0:0:6.0,1.4141
'0:0:6.1,1.4127
'0:0:6.2,1.4116
'0:0:6.3,1.4103
'0:0:6.4,1.4088
'0:0:6.5,1.4074
'0:0:6.6,1.4059
'0:0:6.7,1.4049
'0:0:6.8,1.4037
'0:0:6.9,1.4024
'0:0:7.0,1.4012
'0:0:7.1,1.4000
'0:0:7.2,1.3985
'0:0:7.3,1.3972
'0:0:7.4,1.3959
'0:0:7.5,1.3949
'0:0:7.6,1.3937
'0:0:7.7,1.3930
'0:0:7.8,1.3922
'0:0:7.9,1.3911
'0:0:8.0,1.3896
'0:0:8.1,1.3883
'0:0:8.2,1.3870
'0:0:8.3,1.3857
'0:0:8.4,1.3844
'0:0:8.5,1.3831
'0:0:8.6,1.3819
'0:0:8.7,1.3808
'0:0:8.8,1.3793
'0:0:8.9,1.3782
'0:0:9.0,1.3769
'0:0:9.1,1.3756
'0:0:9.2,1.3745
'0:0:9.3,1.3732
'0:0:9.4,1.3720
'0:0:9.5,1.3715
'0:0:9.6,1.3705
'0:0:9.7,1.3698
'0:0:9.8,1.3688
'0:0:9.9,1.3679
'0:0:10.0,1.3670
'0:0:10.1,1.3657
'0:0:10.2,1.3643
'0:0:10.3,1.3630
'0:0:10.4,1.3623
'0:0:10.5,1.3621
'0:0:10.6,1.3614
'0:0:10.7,1.3608
'0:0:10.8,1.3595
'0:0:10.9,1.3584
'0:0:11.0,1.3577
'0:0:11.1,1.3567
'0:0:11.2,1.3559
'0:0:11.3,1.3551
'0:0:11.4,1.3544
'0:0:11.5,1.3537
'0:0:11.6,1.3528
'0:0:11.7,1.3522
'0:0:11.8,1.3520
'0:0:11.9,1.3521
'0:0:12.0,1.3522
'0:0:12.1,1.3523
'0:0:12.2,1.3525
'0:0:12.3,1.3525
'0:0:12.4,1.3531
'0:0:12.5,1.3537
'0:0:12.6,1.3546
'0:0:12.7,1.3556
'0:0:12.8,1.3558
'0:0:12.9,1.3561
'0:0:13.0,1.3563
'0:0:13.1,1.3563
'0:0:13.2,1.3566
'0:0:13.3,1.3574
'0:0:13.4,1.3579
'0:0:13.5,1.3588
'0:0:13.6,1.3603
'0:0:13.7,1.3635
'0:0:13.8,1.3671
'0:0:13.9,1.3723
'0:0:14.0,1.3791
'0:0:14.1,1.3855
'0:0:14.2,1.3909
'0:0:14.3,1.3988
'0:0:14.4,1.4079
'0:0:14.5,1.4137
'0:0:14.6,1.4183
'0:0:14.7,1.4257
'0:0:14.8,1.4382
'0:0:14.9,1.4550
'0:0:15.0,1.4623
'0:0:15.1,1.4636
'0:0:15.2,1.4644
'0:0:15.3,1.4648
'0:0:15.4,1.4641
'0:0:15.5,1.4633
'0:0:15.6,1.4622
'0:0:15.7,1.4613
'0:0:15.8,1.4596
'0:0:15.9,1.4575
'0:0:16.0,1.4555
'0:0:16.1,1.4534
'0:0:16.2,1.4513
'0:0:16.3,1.4491
'0:0:16.4,1.4469
'0:0:16.5,1.4452
'0:0:16.6,1.4433
'0:0:16.7,1.4417
'0:0:16.8,1.4406
'0:0:16.9,1.4397
'0:0:17.0,1.4388
'0:0:17.1,1.4378
'0:0:17.2,1.4373
'0:0:17.3,1.4368
'0:0:17.4,1.4357
'0:0:17.5,1.4344
'0:0:17.6,1.4332
'0:0:17.7,1.4321
'0:0:17.8,1.4310
'0:0:17.9,1.4303
'0:0:18.0,1.4299
'0:0:18.1,1.4303
'0:0:18.2,1.4308
'0:0:18.3,1.4304
'0:0:18.4,1.4298
'0:0:18.5,1.4289
'0:0:18.6,1.4277
'0:0:18.7,1.4266
'0:0:18.8,1.4255
'0:0:18.9,1.4243
'0:0:19.0,1.4229
'0:0:19.1,1.4218
'0:0:19.2,1.4206
'0:0:19.3,1.4194
'0:0:19.4,1.4181
'0:0:19.5,1.4169
'0:0:19.6,1.4158
'0:0:19.7,1.4148
'0:0:19.8,1.4136
'0:0:19.9,1.4127
'0:0:20.0,1.4117
'0:0:20.1,1.4112
'0:0:20.2,1.4106
'0:0:20.3,1.4099
'0:0:20.4,1.4089
'0:0:20.5,1.4081
'0:0:20.6,1.4068
'0:0:20.7,1.4055
'0:0:20.8,1.4048
'0:0:20.9,1.4037
'0:0:21.0,1.4026
'0:0:21.1,1.4016
'0:0:21.2,1.4003
'0:0:21.3,1.3988
'0:0:21.4,1.3976
'0:0:21.5,1.3964
'0:0:21.6,1.3952
'0:0:21.7,1.3940
'0:0:21.8,1.3928
'0:0:21.9,1.3918
'0:0:22.0,1.3906
'0:0:22.1,1.3898
'0:0:22.2,1.3886
'0:0:22.3,1.3875
'0:0:22.4,1.3863
'0:0:22.5,1.3851
'0:0:22.6,1.3842
'0:0:22.7,1.3834
'0:0:22.8,1.3822
'0:0:22.9,1.3810
'0:0:23.0,1.3798
'0:0:23.1,1.3785
'0:0:23.2,1.3776
'0:0:23.3,1.3764
'0:0:23.4,1.3750
'0:0:23.5,1.3742
'0:0:23.6,1.3731
'0:0:23.7,1.3722
'0:0:23.8,1.3712
'0:0:23.9,1.3708
'0:0:24.0,1.3705
'0:0:24.1,1.3708
'0:0:24.2,1.3712
'0:0:24.3,1.3710
'0:0:24.4,1.3708
'0:0:24.5,1.3697
'0:0:24.6,1.3685
'0:0:24.7,1.3682
'0:0:24.8,1.3667
'0:0:24.9,1.3654
'0:0:25.0,1.3643
'0:0:25.1,1.3635
'0:0:25.2,1.3627
'0:0:25.3,1.3617
'0:0:25.4,1.3605
'0:0:25.5,1.3594
'0:0:25.6,1.3581
'0:0:25.7,1.3572
'0:0:25.8,1.3561
'0:0:25.9,1.3556
'0:0:26.0,1.3552
'0:0:26.1,1.3552
'0:0:26.2,1.3559
'0:0:26.3,1.3568
'0:0:26.4,1.3577
'0:0:26.5,1.3588
'0:0:26.6,1.3602
'0:0:26.7,1.3617
'0:0:26.8,1.3623
'0:0:26.9,1.3631
'0:0:27.0,1.3641
'0:0:27.1,1.3649
'0:0:27.2,1.3652
'0:0:27.3,1.3651
'0:0:27.4,1.3648
'0:0:27.5,1.3636
'0:0:27.6,1.3623
'0:0:27.7,1.3608
'0:0:27.8,1.3592
'0:0:27.9,1.3575
'0:0:28.0,1.3559
'0:0:28.1,1.3546
'0:0:28.2,1.3534
'0:0:28.3,1.3523
'0:0:28.4,1.3509
'0:0:28.5,1.3492
'0:0:28.6,1.3475
'0:0:28.7,1.3463
'0:0:28.8,1.3449
'0:0:28.9,1.3436
'0:0:29.0,1.3426
'0:0:29.1,1.3414
'0:0:29.2,1.3401
'0:0:29.3,1.3389
'0:0:29.4,1.3377
'0:0:29.5,1.3363
'0:0:29.6,1.3348
'0:0:29.7,1.3336
'0:0:29.8,1.3323
'0:0:29.9,1.3312
'0:0:30.0,1.3299
'0:0:30.1,1.3296
'0:0:30.2,1.3288
'0:0:30.3,1.3277
'0:0:30.4,1.3263
'0:0:30.5,1.3253
'0:0:30.6,1.3245
'0:0:30.7,1.3241
'0:0:30.8,1.3235
'0:0:30.9,1.3231
'0:0:31.0,1.3230
'0:0:31.1,1.3233
