Experiment name:,NeuLog experiment
Duration:, 5 0
Rate:, 10 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,1.1536
'0:0:0.1,1.1521
'0:0:0.2,1.1522
'0:0:0.3,1.1528
'0:0:0.4,1.1535
'0:0:0.5,1.1538
'0:0:0.6,1.1536
'0:0:0.7,1.1532
'0:0:0.8,1.1525
'0:0:0.9,1.1520
'0:0:1.0,1.1516
'0:0:1.1,1.1520
'0:0:1.2,1.1519
'0:0:1.3,1.1511
'0:0:1.4,1.1503
'0:0:1.5,1.1497
'0:0:1.6,1.1493
'0:0:1.7,1.1491
'0:0:1.8,1.1497
'0:0:1.9,1.1503
'0:0:2.0,1.1498
'0:0:2.1,1.1495
'0:0:2.2,1.1494
'0:0:2.3,1.1495
'0:0:2.4,1.1499
'0:0:2.5,1.1499
'0:0:2.6,1.1497
'0:0:2.7,1.1496
'0:0:2.8,1.1493
'0:0:2.9,1.1494
'0:0:3.0,1.1495
'0:0:3.1,1.1502
'0:0:3.2,1.1505
'0:0:3.3,1.1506
'0:0:3.4,1.1505
'0:0:3.5,1.1499
'0:0:3.6,1.1497
'0:0:3.7,1.1495
'0:0:3.8,1.1495
'0:0:3.9,1.1496
'0:0:4.0,1.1497
'0:0:4.1,1.1497
'0:0:4.2,1.1495
'0:0:4.3,1.1494
'0:0:4.4,1.1497
'0:0:4.5,1.1499
'0:0:4.6,1.1506
'0:0:4.7,1.1515
'0:0:4.8,1.1518
'0:0:4.9,1.1522
'0:0:5.0,1.1525
'0:0:5.1,1.1535
'0:0:5.2,1.1546
'0:0:5.3,1.1553
'0:0:5.4,1.1556
'0:0:5.5,1.1564
'0:0:5.6,1.1570
'0:0:5.7,1.1570
'0:0:5.8,1.1570
'0:0:5.9,1.1571
'0:0:6.0,1.1575
'0:0:6.1,1.1578
'0:0:6.2,1.1580
'0:0:6.3,1.1581
'0:0:6.4,1.1588
'0:0:6.5,1.1588
'0:0:6.6,1.1585
'0:0:6.7,1.1580
'0:0:6.8,1.1574
'0:0:6.9,1.1569
'0:0:7.0,1.1563
'0:0:7.1,1.1555
'0:0:7.2,1.1553
'0:0:7.3,1.1570
'0:0:7.4,1.1554
'0:0:7.5,1.1535
'0:0:7.6,1.1525
'0:0:7.7,1.1519
'0:0:7.8,1.1514
'0:0:7.9,1.1512
'0:0:8.0,1.1509
'0:0:8.1,1.1506
'0:0:8.2,1.1501
'0:0:8.3,1.1496
'0:0:8.4,1.1491
'0:0:8.5,1.1481
'0:0:8.6,1.1465
'0:0:8.7,1.1462
'0:0:8.8,1.1449
'0:0:8.9,1.1437
'0:0:9.0,1.1428
'0:0:9.1,1.1422
'0:0:9.2,1.1415
'0:0:9.3,1.1410
'0:0:9.4,1.1409
'0:0:9.5,1.1403
'0:0:9.6,1.1396
'0:0:9.7,1.1387
'0:0:9.8,1.1379
'0:0:9.9,1.1374
'0:0:10.0,1.1368
'0:0:10.1,1.1366
'0:0:10.2,1.1363
'0:0:10.3,1.1357
'0:0:10.4,1.1348
'0:0:10.5,1.1340
'0:0:10.6,1.1333
'0:0:10.7,1.1325
'0:0:10.8,1.1318
'0:0:10.9,1.1310
'0:0:11.0,1.1302
'0:0:11.1,1.1295
'0:0:11.2,1.1292
'0:0:11.3,1.1287
'0:0:11.4,1.1281
'0:0:11.5,1.1275
'0:0:11.6,1.1268
'0:0:11.7,1.1274
'0:0:11.8,1.1273
'0:0:11.9,1.1268
'0:0:12.0,1.1264
'0:0:12.1,1.1273
'0:0:12.2,1.1279
'0:0:12.3,1.1278
'0:0:12.4,1.1272
'0:0:12.5,1.1263
'0:0:12.6,1.1255
'0:0:12.7,1.1246
'0:0:12.8,1.1238
'0:0:12.9,1.1229
'0:0:13.0,1.1215
'0:0:13.1,1.1224
'0:0:13.2,1.1220
'0:0:13.3,1.1216
'0:0:13.4,1.1208
'0:0:13.5,1.1204
'0:0:13.6,1.1203
'0:0:13.7,1.1188
'0:0:13.8,1.1179
'0:0:13.9,1.1167
'0:0:14.0,1.1159
'0:0:14.1,1.1153
'0:0:14.2,1.1149
'0:0:14.3,1.1148
'0:0:14.4,1.1151
'0:0:14.5,1.1164
'0:0:14.6,1.1182
'0:0:14.7,1.1202
'0:0:14.8,1.1229
'0:0:14.9,1.1263
'0:0:15.0,1.1295
'0:0:15.1,1.1330
'0:0:15.2,1.1371
'0:0:15.3,1.1439
'0:0:15.4,1.1523
'0:0:15.5,1.1592
'0:0:15.6,1.1651
'0:0:15.7,1.1714
'0:0:15.8,1.1760
'0:0:15.9,1.1803
'0:0:16.0,1.1847
'0:0:16.1,1.1913
'0:0:16.2,1.2040
'0:0:16.3,1.2182
'0:0:16.4,1.2215
'0:0:16.5,1.2247
'0:0:16.6,1.2288
'0:0:16.7,1.2331
'0:0:16.8,1.2368
'0:0:16.9,1.2393
'0:0:17.0,1.2432
'0:0:17.1,1.2479
'0:0:17.2,1.2492
'0:0:17.3,1.2484
'0:0:17.4,1.2462
'0:0:17.5,1.2443
'0:0:17.6,1.2427
'0:0:17.7,1.2401
'0:0:17.8,1.2370
'0:0:17.9,1.2338
'0:0:18.0,1.2306
'0:0:18.1,1.2277
'0:0:18.2,1.2252
'0:0:18.3,1.2236
'0:0:18.4,1.2229
'0:0:18.5,1.2233
'0:0:18.6,1.2248
'0:0:18.7,1.2270
'0:0:18.8,1.2298
'0:0:18.9,1.2327
'0:0:19.0,1.2354
'0:0:19.1,1.2390
'0:0:19.2,1.2418
'0:0:19.3,1.2435
'0:0:19.4,1.2443
'0:0:19.5,1.2451
'0:0:19.6,1.2473
'0:0:19.7,1.2470
'0:0:19.8,1.2458
'0:0:19.9,1.2447
'0:0:20.0,1.2436
'0:0:20.1,1.2425
'0:0:20.2,1.2422
'0:0:20.3,1.2425
'0:0:20.4,1.2427
'0:0:20.5,1.2439
'0:0:20.6,1.2462
'0:0:20.7,1.2496
'0:0:20.8,1.2523
'0:0:20.9,1.2534
'0:0:21.0,1.2525
'0:0:21.1,1.2512
'0:0:21.2,1.2501
'0:0:21.3,1.2493
'0:0:21.4,1.2490
'0:0:21.5,1.2490
'0:0:21.6,1.2489
'0:0:21.7,1.2492
'0:0:21.8,1.2490
'0:0:21.9,1.2478
'0:0:22.0,1.2464
'0:0:22.1,1.2454
'0:0:22.2,1.2448
'0:0:22.3,1.2439
'0:0:22.4,1.2427
'0:0:22.5,1.2417
'0:0:22.6,1.2408
'0:0:22.7,1.2399
'0:0:22.8,1.2393
'0:0:22.9,1.2389
'0:0:23.0,1.2384
'0:0:23.1,1.2379
'0:0:23.2,1.2370
'0:0:23.3,1.2360
'0:0:23.4,1.2351
'0:0:23.5,1.2343
'0:0:23.6,1.2336
'0:0:23.7,1.2327
'0:0:23.8,1.2317
'0:0:23.9,1.2308
'0:0:24.0,1.2301
'0:0:24.1,1.2295
'0:0:24.2,1.2299
'0:0:24.3,1.2300
'0:0:24.4,1.2303
'0:0:24.5,1.2316
'0:0:24.6,1.2323
'0:0:24.7,1.2314
'0:0:24.8,1.2317
'0:0:24.9,1.2318
'0:0:25.0,1.2323
'0:0:25.1,1.2328
'0:0:25.2,1.2327
'0:0:25.3,1.2321
'0:0:25.4,1.2314
'0:0:25.5,1.2306
'0:0:25.6,1.2287
'0:0:25.7,1.2253
'0:0:25.8,1.2237
'0:0:25.9,1.2230
'0:0:26.0,1.2230
'0:0:26.1,1.2222
'0:0:26.2,1.2191
'0:0:26.3,1.2164
'0:0:26.4,1.2128
'0:0:26.5,1.2105
'0:0:26.6,1.2072
'0:0:26.7,1.2061
'0:0:26.8,1.2067
'0:0:26.9,1.2063
'0:0:27.0,1.2048
'0:0:27.1,1.2032
'0:0:27.2,1.2024
'0:0:27.3,1.2017
'0:0:27.4,1.2014
'0:0:27.5,1.2010
'0:0:27.6,1.2009
'0:0:27.7,1.2009
'0:0:27.8,1.2012
'0:0:27.9,1.2028
'0:0:28.0,1.2054
'0:0:28.1,1.2073
'0:0:28.2,1.2092
'0:0:28.3,1.2115
'0:0:28.4,1.2131
'0:0:28.5,1.2145
'0:0:28.6,1.2159
'0:0:28.7,1.2176
'0:0:28.8,1.2191
'0:0:28.9,1.2212
'0:0:29.0,1.2231
'0:0:29.1,1.2246
'0:0:29.2,1.2262
'0:0:29.3,1.2267
'0:0:29.4,1.2263
'0:0:29.5,1.2251
'0:0:29.6,1.2239
'0:0:29.7,1.2230
'0:0:29.8,1.2217
'0:0:29.9,1.2207
'0:0:30.0,1.2198
'0:0:30.1,1.2186
'0:0:30.2,1.2179
'0:0:30.3,1.2180
'0:0:30.4,1.2196
'0:0:30.5,1.2209
'0:0:30.6,1.2208
'0:0:30.7,1.2204
'0:0:30.8,1.2193
'0:0:30.9,1.2179
'0:0:31.0,1.2166
'0:0:31.1,1.2153
