Experiment name:,NeuLog experiment
Duration:, 5 0
Rate:, 10 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,2.4308
'0:0:0.1,2.4295
'0:0:0.2,2.4298
'0:0:0.3,2.4310
'0:0:0.4,2.4349
'0:0:0.5,2.4408
'0:0:0.6,2.4488
'0:0:0.7,2.4600
'0:0:0.8,2.4716
'0:0:0.9,2.4817
'0:0:1.0,2.4908
'0:0:1.1,2.4998
'0:0:1.2,2.5082
'0:0:1.3,2.5159
'0:0:1.4,2.5239
'0:0:1.5,2.5308
'0:0:1.6,2.5365
'0:0:1.7,2.5410
'0:0:1.8,2.5436
'0:0:1.9,2.5453
'0:0:2.0,2.5453
'0:0:2.1,2.5448
'0:0:2.2,2.5450
'0:0:2.3,2.5444
'0:0:2.4,2.5418
'0:0:2.5,2.5389
'0:0:2.6,2.5363
'0:0:2.7,2.5333
'0:0:2.8,2.5302
'0:0:2.9,2.5274
'0:0:3.0,2.5246
'0:0:3.1,2.5219
'0:0:3.2,2.5189
'0:0:3.3,2.5165
'0:0:3.4,2.5145
'0:0:3.5,2.5121
'0:0:3.6,2.5096
'0:0:3.7,2.5080
'0:0:3.8,2.5058
'0:0:3.9,2.5044
'0:0:4.0,2.5032
'0:0:4.1,2.5024
'0:0:4.2,2.5022
'0:0:4.3,2.5036
'0:0:4.4,2.5052
'0:0:4.5,2.5044
'0:0:4.6,2.5030
'0:0:4.7,2.5014
'0:0:4.8,2.5000
'0:0:4.9,2.4992
'0:0:5.0,2.4986
'0:0:5.1,2.4984
'0:0:5.2,2.4982
'0:0:5.3,2.4972
'0:0:5.4,2.4968
'0:0:5.5,2.4962
'0:0:5.6,2.4952
'0:0:5.7,2.4938
'0:0:5.8,2.4928
'0:0:5.9,2.4920
'0:0:6.0,2.4906
'0:0:6.1,2.4894
'0:0:6.2,2.4877
'0:0:6.3,2.4861
'0:0:6.4,2.4851
'0:0:6.5,2.4835
'0:0:6.6,2.4823
'0:0:6.7,2.4811
'0:0:6.8,2.4801
'0:0:6.9,2.4791
'0:0:7.0,2.4779
'0:0:7.1,2.4765
'0:0:7.2,2.4751
'0:0:7.3,2.4738
'0:0:7.4,2.4722
'0:0:7.5,2.4708
'0:0:7.6,2.4698
'0:0:7.7,2.4686
'0:0:7.8,2.4682
'0:0:7.9,2.4674
'0:0:8.0,2.4665
'0:0:8.1,2.4661
'0:0:8.2,2.4645
'0:0:8.3,2.4633
'0:0:8.4,2.4627
'0:0:8.5,2.4615
'0:0:8.6,2.4603
'0:0:8.7,2.4598
'0:0:8.8,2.4603
'0:0:8.9,2.4621
'0:0:9.0,2.4667
'0:0:9.1,2.4744
'0:0:9.2,2.4847
'0:0:9.3,2.4970
'0:0:9.4,2.5102
'0:0:9.5,2.5246
'0:0:9.6,2.5389
'0:0:9.7,2.5542
'0:0:9.8,2.5686
'0:0:9.9,2.5810
'0:0:10.0,2.5918
'0:0:10.1,2.6001
'0:0:10.2,2.6063
'0:0:10.3,2.6103
'0:0:10.4,2.6134
'0:0:10.5,2.6153
'0:0:10.6,2.6164
'0:0:10.7,2.6218
'0:0:10.8,2.6237
'0:0:10.9,2.6225
'0:0:11.0,2.6218
'0:0:11.1,2.6214
'0:0:11.2,2.6202
'0:0:11.3,2.6176
'0:0:11.4,2.6155
'0:0:11.5,2.6128
'0:0:11.6,2.6101
'0:0:11.7,2.6072
'0:0:11.8,2.6045
'0:0:11.9,2.6009
'0:0:12.0,2.5974
'0:0:12.1,2.5938
'0:0:12.2,2.5909
'0:0:12.3,2.5893
'0:0:12.4,2.5866
'0:0:12.5,2.5845
'0:0:12.6,2.5835
'0:0:12.7,2.5828
'0:0:12.8,2.5822
'0:0:12.9,2.5820
'0:0:13.0,2.5818
'0:0:13.1,2.5828
'0:0:13.2,2.5830
'0:0:13.3,2.5828
'0:0:13.4,2.5820
'0:0:13.5,2.5810
'0:0:13.6,2.5799
'0:0:13.7,2.5795
'0:0:13.8,2.5791
'0:0:13.9,2.5777
'0:0:14.0,2.5760
'0:0:14.1,2.5752
'0:0:14.2,2.5744
'0:0:14.3,2.5733
'0:0:14.4,2.5727
'0:0:14.5,2.5719
'0:0:14.6,2.5709
'0:0:14.7,2.5702
'0:0:14.8,2.5700
'0:0:14.9,2.5700
'0:0:15.0,2.5700
'0:0:15.1,2.5707
'0:0:15.2,2.5717
'0:0:15.3,2.5731
'0:0:15.4,2.5752
'0:0:15.5,2.5764
'0:0:15.6,2.5791
'0:0:15.7,2.5812
'0:0:15.8,2.5826
'0:0:15.9,2.5837
'0:0:16.0,2.5849
'0:0:16.1,2.5855
'0:0:16.2,2.5862
'0:0:16.3,2.5864
'0:0:16.4,2.5866
'0:0:16.5,2.5866
'0:0:16.6,2.5859
'0:0:16.7,2.5849
'0:0:16.8,2.5851
'0:0:16.9,2.5851
'0:0:17.0,2.5855
'0:0:17.1,2.5859
'0:0:17.2,2.5864
'0:0:17.3,2.5880
'0:0:17.4,2.5903
'0:0:17.5,2.5928
'0:0:17.6,2.5961
'0:0:17.7,2.5997
'0:0:17.8,2.6028
'0:0:17.9,2.6053
'0:0:18.0,2.6076
'0:0:18.1,2.6091
'0:0:18.2,2.6101
'0:0:18.3,2.6107
'0:0:18.4,2.6111
'0:0:18.5,2.6107
'0:0:18.6,2.6107
'0:0:18.7,2.6107
'0:0:18.8,2.6107
'0:0:18.9,2.6103
'0:0:19.0,2.6101
'0:0:19.1,2.6099
'0:0:19.2,2.6097
'0:0:19.3,2.6097
'0:0:19.4,2.6091
'0:0:19.5,2.6053
'0:0:19.6,2.6020
'0:0:19.7,2.6003
'0:0:19.8,2.5978
'0:0:19.9,2.5980
'0:0:20.0,2.6017
'0:0:20.1,2.6078
'0:0:20.2,2.6141
'0:0:20.3,2.6185
'0:0:20.4,2.6214
'0:0:20.5,2.6229
'0:0:20.6,2.6237
'0:0:20.7,2.6242
'0:0:20.8,2.6244
'0:0:20.9,2.6242
'0:0:21.0,2.6239
'0:0:21.1,2.6235
'0:0:21.2,2.6225
'0:0:21.3,2.6210
'0:0:21.4,2.6202
'0:0:21.5,2.6187
'0:0:21.6,2.6172
'0:0:21.7,2.6166
'0:0:21.8,2.6155
'0:0:21.9,2.6151
'0:0:22.0,2.6149
'0:0:22.1,2.6145
'0:0:22.2,2.6143
'0:0:22.3,2.6137
'0:0:22.4,2.6124
'0:0:22.5,2.6105
'0:0:22.6,2.6088
'0:0:22.7,2.6068
'0:0:22.8,2.6049
'0:0:22.9,2.6034
'0:0:23.0,2.6017
'0:0:23.1,2.5999
'0:0:23.2,2.5988
'0:0:23.3,2.5978
'0:0:23.4,2.5967
'0:0:23.5,2.5957
'0:0:23.6,2.5951
'0:0:23.7,2.5949
'0:0:23.8,2.5947
'0:0:23.9,2.5945
'0:0:24.0,2.5945
'0:0:24.1,2.5940
'0:0:24.2,2.5934
'0:0:24.3,2.5926
'0:0:24.4,2.5918
'0:0:24.5,2.5907
'0:0:24.6,2.5903
'0:0:24.7,2.5899
'0:0:24.8,2.5891
'0:0:24.9,2.5876
'0:0:25.0,2.5864
'0:0:25.1,2.5851
'0:0:25.2,2.5841
'0:0:25.3,2.5830
'0:0:25.4,2.5820
'0:0:25.5,2.5816
'0:0:25.6,2.5818
'0:0:25.7,2.5818
'0:0:25.8,2.5824
'0:0:25.9,2.5845
'0:0:26.0,2.5874
'0:0:26.1,2.5911
'0:0:26.2,2.5961
'0:0:26.3,2.6007
'0:0:26.4,2.6049
'0:0:26.5,2.6091
'0:0:26.6,2.6128
'0:0:26.7,2.6166
'0:0:26.8,2.6206
'0:0:26.9,2.6244
'0:0:27.0,2.6273
'0:0:27.1,2.6296
'0:0:27.2,2.6313
'0:0:27.3,2.6322
'0:0:27.4,2.6326
'0:0:27.5,2.6328
'0:0:27.6,2.6322
'0:0:27.7,2.6317
'0:0:27.8,2.6313
'0:0:27.9,2.6305
'0:0:28.0,2.6294
'0:0:28.1,2.6280
'0:0:28.2,2.6265
'0:0:28.3,2.6244
'0:0:28.4,2.6233
'0:0:28.5,2.6223
'0:0:28.6,2.6210
'0:0:28.7,2.6202
'0:0:28.8,2.6195
'0:0:28.9,2.6181
'0:0:29.0,2.6164
'0:0:29.1,2.6141
'0:0:29.2,2.6128
'0:0:29.3,2.6116
'0:0:29.4,2.6101
'0:0:29.5,2.6093
'0:0:29.6,2.6080
'0:0:29.7,2.6068
'0:0:29.8,2.6053
'0:0:29.9,2.6038
'0:0:30.0,2.6028
'0:0:30.1,2.6022
'0:0:30.2,2.6015
'0:0:30.3,2.6013
'0:0:30.4,2.6005
'0:0:30.5,2.6001
'0:0:30.6,2.5994
'0:0:30.7,2.5982
'0:0:30.8,2.5967
'0:0:30.9,2.5951
'0:0:31.0,2.5934
'0:0:31.1,2.5924
