Experiment name:,NeuLog experiment
Duration:, 5 0
Rate:, 10 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,3.7278
'0:0:0.1,3.7259
'0:0:0.2,3.7285
'0:0:0.3,3.7297
'0:0:0.4,3.7291
'0:0:0.5,3.7285
'0:0:0.6,3.7278
'0:0:0.7,3.7275
'0:0:0.8,3.7266
'0:0:0.9,3.7263
'0:0:1.0,3.7253
'0:0:1.1,3.7241
'0:0:1.2,3.7231
'0:0:1.3,3.7225
'0:0:1.4,3.7219
'0:0:1.5,3.7212
'0:0:1.6,3.7206
'0:0:1.7,3.7200
'0:0:1.8,3.7193
'0:0:1.9,3.7184
'0:0:2.0,3.7172
'0:0:2.1,3.7165
'0:0:2.2,3.7159
'0:0:2.3,3.7153
'0:0:2.4,3.7143
'0:0:2.5,3.7134
'0:0:2.6,3.7128
'0:0:2.7,3.7125
'0:0:2.8,3.7118
'0:0:2.9,3.7112
'0:0:3.0,3.7106
'0:0:3.1,3.7090
'0:0:3.2,3.7081
'0:0:3.3,3.7074
'0:0:3.4,3.7068
'0:0:3.5,3.7062
'0:0:3.6,3.7056
'0:0:3.7,3.7049
'0:0:3.8,3.7040
'0:0:3.9,3.7034
'0:0:4.0,3.7028
'0:0:4.1,3.7018
'0:0:4.2,3.7012
'0:0:4.3,3.7009
'0:0:4.4,3.6999
'0:0:4.5,3.6990
'0:0:4.6,3.6987
'0:0:4.7,3.6987
'0:0:4.8,3.6978
'0:0:4.9,3.6968
'0:0:5.0,3.6962
'0:0:5.1,3.6953
'0:0:5.2,3.6940
'0:0:5.3,3.6934
'0:0:5.4,3.6925
'0:0:5.5,3.6919
'0:0:5.6,3.6912
'0:0:5.7,3.6912
'0:0:5.8,3.6909
'0:0:5.9,3.6900
'0:0:6.0,3.6891
'0:0:6.1,3.6881
'0:0:6.2,3.6872
'0:0:6.3,3.6866
'0:0:6.4,3.6863
'0:0:6.5,3.6859
'0:0:6.6,3.6850
'0:0:6.7,3.6844
'0:0:6.8,3.6838
'0:0:6.9,3.6825
'0:0:7.0,3.6819
'0:0:7.1,3.6810
'0:0:7.2,3.6807
'0:0:7.3,3.6797
'0:0:7.4,3.6782
'0:0:7.5,3.6776
'0:0:7.6,3.6770
'0:0:7.7,3.6766
'0:0:7.8,3.6757
'0:0:7.9,3.6757
'0:0:8.0,3.6754
'0:0:8.1,3.6745
'0:0:8.2,3.6739
'0:0:8.3,3.6736
'0:0:8.4,3.6726
'0:0:8.5,3.6720
'0:0:8.6,3.6723
'0:0:8.7,3.6723
'0:0:8.8,3.6714
'0:0:8.9,3.6708
'0:0:9.0,3.6698
'0:0:9.1,3.6692
'0:0:9.2,3.6686
'0:0:9.3,3.6677
'0:0:9.4,3.6671
'0:0:9.5,3.6661
'0:0:9.6,3.6649
'0:0:9.7,3.6640
'0:0:9.8,3.6634
'0:0:9.9,3.6624
'0:0:10.0,3.6618
'0:0:10.1,3.6615
'0:0:10.2,3.6606
'0:0:10.3,3.6600
'0:0:10.4,3.6591
'0:0:10.5,3.6581
'0:0:10.6,3.6572
'0:0:10.7,3.6566
'0:0:10.8,3.6554
'0:0:10.9,3.6548
'0:0:11.0,3.6538
'0:0:11.1,3.6535
'0:0:11.2,3.6532
'0:0:11.3,3.6526
'0:0:11.4,3.6523
'0:0:11.5,3.6520
'0:0:11.6,3.6511
'0:0:11.7,3.6502
'0:0:11.8,3.6498
'0:0:11.9,3.6498
'0:0:12.0,3.6492
'0:0:12.1,3.6498
'0:0:12.2,3.6498
'0:0:12.3,3.6471
'0:0:12.4,3.6437
'0:0:12.5,3.6425
'0:0:12.6,3.6425
'0:0:12.7,3.6416
'0:0:12.8,3.6391
'0:0:12.9,3.6379
'0:0:13.0,3.6373
'0:0:13.1,3.6364
'0:0:13.2,3.6361
'0:0:13.3,3.6358
'0:0:13.4,3.6361
'0:0:13.5,3.6352
'0:0:13.6,3.6336
'0:0:13.7,3.6333
'0:0:13.8,3.6339
'0:0:13.9,3.6358
'0:0:14.0,3.6361
'0:0:14.1,3.6364
'0:0:14.2,3.6370
'0:0:14.3,3.6376
'0:0:14.4,3.6367
'0:0:14.5,3.6361
'0:0:14.6,3.6358
'0:0:14.7,3.6355
'0:0:14.8,3.6352
'0:0:14.9,3.6352
'0:0:15.0,3.6355
'0:0:15.1,3.6364
'0:0:15.2,3.6376
'0:0:15.3,3.6382
'0:0:15.4,3.6388
'0:0:15.5,3.6394
'0:0:15.6,3.6394
'0:0:15.7,3.6388
'0:0:15.8,3.6391
'0:0:15.9,3.6388
'0:0:16.0,3.6364
'0:0:16.1,3.6358
'0:0:16.2,3.6352
'0:0:16.3,3.6352
'0:0:16.4,3.6345
'0:0:16.5,3.6342
'0:0:16.6,3.6336
'0:0:16.7,3.6333
'0:0:16.8,3.6327
'0:0:16.9,3.6321
'0:0:17.0,3.6318
'0:0:17.1,3.6306
'0:0:17.2,3.6297
'0:0:17.3,3.6291
'0:0:17.4,3.6281
'0:0:17.5,3.6275
'0:0:17.6,3.6281
'0:0:17.7,3.6281
'0:0:17.8,3.6281
'0:0:17.9,3.6281
'0:0:18.0,3.6269
'0:0:18.1,3.6251
'0:0:18.2,3.6233
'0:0:18.3,3.6230
'0:0:18.4,3.6230
'0:0:18.5,3.6230
'0:0:18.6,3.6236
'0:0:18.7,3.6233
'0:0:18.8,3.6224
'0:0:18.9,3.6218
'0:0:19.0,3.6205
'0:0:19.1,3.6196
'0:0:19.2,3.6196
'0:0:19.3,3.6215
'0:0:19.4,3.6227
'0:0:19.5,3.6248
'0:0:19.6,3.6275
'0:0:19.7,3.6312
'0:0:19.8,3.6349
'0:0:19.9,3.6385
'0:0:20.0,3.6434
'0:0:20.1,3.6480
'0:0:20.2,3.6529
'0:0:20.3,3.6566
'0:0:20.4,3.6591
'0:0:20.5,3.6612
'0:0:20.6,3.6628
'0:0:20.7,3.6637
'0:0:20.8,3.6643
'0:0:20.9,3.6655
'0:0:21.0,3.6658
'0:0:21.1,3.6655
'0:0:21.2,3.6665
'0:0:21.3,3.6671
'0:0:21.4,3.6680
'0:0:21.5,3.6702
'0:0:21.6,3.6711
'0:0:21.7,3.6720
'0:0:21.8,3.6736
'0:0:21.9,3.6763
'0:0:22.0,3.6794
'0:0:22.1,3.6825
'0:0:22.2,3.6863
'0:0:22.3,3.6906
'0:0:22.4,3.6950
'0:0:22.5,3.6987
'0:0:22.6,3.7043
'0:0:22.7,3.7081
'0:0:22.8,3.7099
'0:0:22.9,3.7121
'0:0:23.0,3.7137
'0:0:23.1,3.7150
'0:0:23.2,3.7121
'0:0:23.3,3.7121
'0:0:23.4,3.7146
'0:0:23.5,3.7184
'0:0:23.6,3.7209
'0:0:23.7,3.7219
'0:0:23.8,3.7234
'0:0:23.9,3.7244
'0:0:24.0,3.7253
'0:0:24.1,3.7275
'0:0:24.2,3.7300
'0:0:24.3,3.7322
'0:0:24.4,3.7345
'0:0:24.5,3.7360
'0:0:24.6,3.7367
'0:0:24.7,3.7382
'0:0:24.8,3.7392
'0:0:24.9,3.7405
'0:0:25.0,3.7420
'0:0:25.1,3.7436
'0:0:25.2,3.7458
'0:0:25.3,3.7465
'0:0:25.4,3.7461
'0:0:25.5,3.7461
'0:0:25.6,3.7468
'0:0:25.7,3.7468
'0:0:25.8,3.7468
'0:0:25.9,3.7471
'0:0:26.0,3.7474
'0:0:26.1,3.7490
'0:0:26.2,3.7512
'0:0:26.3,3.7515
'0:0:26.4,3.7534
'0:0:26.5,3.7541
'0:0:26.6,3.7538
'0:0:26.7,3.7538
'0:0:26.8,3.7528
'0:0:26.9,3.7519
'0:0:27.0,3.7509
'0:0:27.1,3.7509
'0:0:27.2,3.7512
'0:0:27.3,3.7503
'0:0:27.4,3.7493
'0:0:27.5,3.7506
'0:0:27.6,3.7525
'0:0:27.7,3.7522
'0:0:27.8,3.7512
'0:0:27.9,3.7519
'0:0:28.0,3.7528
'0:0:28.1,3.7547
'0:0:28.2,3.7553
'0:0:28.3,3.7576
'0:0:28.4,3.7598
'0:0:28.5,3.7620
'0:0:28.6,3.7639
'0:0:28.7,3.7665
'0:0:28.8,3.7684
'0:0:28.9,3.7706
'0:0:29.0,3.7725
'0:0:29.1,3.7754
'0:0:29.2,3.7767
'0:0:29.3,3.7767
'0:0:29.4,3.7773
'0:0:29.5,3.7780
'0:0:29.6,3.7777
'0:0:29.7,3.7770
'0:0:29.8,3.7761
'0:0:29.9,3.7748
'0:0:30.0,3.7729
'0:0:30.1,3.7716
'0:0:30.2,3.7706
'0:0:30.3,3.7690
'0:0:30.4,3.7668
'0:0:30.5,3.7652
'0:0:30.6,3.7636
'0:0:30.7,3.7614
'0:0:30.8,3.7585
'0:0:30.9,3.7576
'0:0:31.0,3.7573
'0:0:31.1,3.7566
