Experiment name:,NeuLog experiment
Duration:, 5 0
Rate:, 10 per second
Sensors:, GSR (ID 1  Exp 1)
Range:, \xc2\xb5S 0 - 10
Units:, \xc2\xb5S
Time
'-0:0:0.0,0.8737
'0:0:0.1,0.8792
'0:0:0.2,0.8845
'0:0:0.3,0.8892
'0:0:0.4,0.8911
'0:0:0.5,0.8913
'0:0:0.6,0.8907
'0:0:0.7,0.8901
'0:0:0.8,0.8896
'0:0:0.9,0.8892
'0:0:1.0,0.8885
'0:0:1.1,0.8880
'0:0:1.2,0.8875
'0:0:1.3,0.8869
'0:0:1.4,0.8861
'0:0:1.5,0.8856
'0:0:1.6,0.8852
'0:0:1.7,0.8849
'0:0:1.8,0.8847
'0:0:1.9,0.8846
'0:0:2.0,0.8847
'0:0:2.1,0.8845
'0:0:2.2,0.8839
'0:0:2.3,0.8835
'0:0:2.4,0.8832
'0:0:2.5,0.8827
'0:0:2.6,0.8823
'0:0:2.7,0.8820
'0:0:2.8,0.8818
'0:0:2.9,0.8815
'0:0:3.0,0.8811
'0:0:3.1,0.8814
'0:0:3.2,0.8828
'0:0:3.3,0.8843
'0:0:3.4,0.8844
'0:0:3.5,0.8842
'0:0:3.6,0.8841
'0:0:3.7,0.8838
'0:0:3.8,0.8835
'0:0:3.9,0.8833
'0:0:4.0,0.8831
'0:0:4.1,0.8832
'0:0:4.2,0.8834
'0:0:4.3,0.8837
'0:0:4.4,0.8838
'0:0:4.5,0.8838
'0:0:4.6,0.8838
'0:0:4.7,0.8837
'0:0:4.8,0.8837
'0:0:4.9,0.8839
'0:0:5.0,0.8838
'0:0:5.1,0.8837
'0:0:5.2,0.8835
'0:0:5.3,0.8833
'0:0:5.4,0.8831
'0:0:5.5,0.8827
'0:0:5.6,0.8823
'0:0:5.7,0.8818
'0:0:5.8,0.8815
'0:0:5.9,0.8811
'0:0:6.0,0.8808
'0:0:6.1,0.8807
'0:0:6.2,0.8804
'0:0:6.3,0.8800
'0:0:6.4,0.8798
'0:0:6.5,0.8793
'0:0:6.6,0.8791
'0:0:6.7,0.8785
'0:0:6.8,0.8782
'0:0:6.9,0.8779
'0:0:7.0,0.8777
'0:0:7.1,0.8774
'0:0:7.2,0.8770
'0:0:7.3,0.8769
'0:0:7.4,0.8770
'0:0:7.5,0.8773
'0:0:7.6,0.8776
'0:0:7.7,0.8777
'0:0:7.8,0.8775
'0:0:7.9,0.8772
'0:0:8.0,0.8770
'0:0:8.1,0.8770
'0:0:8.2,0.8769
'0:0:8.3,0.8767
'0:0:8.4,0.8768
'0:0:8.5,0.8770
'0:0:8.6,0.8771
'0:0:8.7,0.8772
'0:0:8.8,0.8772
'0:0:8.9,0.8771
'0:0:9.0,0.8770
'0:0:9.1,0.8770
'0:0:9.2,0.8769
'0:0:9.3,0.8768
'0:0:9.4,0.8766
'0:0:9.5,0.8764
'0:0:9.6,0.8762
'0:0:9.7,0.8760
'0:0:9.8,0.8760
'0:0:9.9,0.8756
'0:0:10.0,0.8754
'0:0:10.1,0.8755
'0:0:10.2,0.8753
'0:0:10.3,0.8751
'0:0:10.4,0.8750
'0:0:10.5,0.8749
'0:0:10.6,0.8748
'0:0:10.7,0.8747
'0:0:10.8,0.8743
'0:0:10.9,0.8741
'0:0:11.0,0.8738
'0:0:11.1,0.8739
'0:0:11.2,0.8736
'0:0:11.3,0.8735
'0:0:11.4,0.8732
'0:0:11.5,0.8729
'0:0:11.6,0.8728
'0:0:11.7,0.8726
'0:0:11.8,0.8726
'0:0:11.9,0.8727
'0:0:12.0,0.8727
'0:0:12.1,0.8727
'0:0:12.2,0.8725
'0:0:12.3,0.8724
'0:0:12.4,0.8722
'0:0:12.5,0.8722
'0:0:12.6,0.8722
'0:0:12.7,0.8720
'0:0:12.8,0.8718
'0:0:12.9,0.8715
'0:0:13.0,0.8713
'0:0:13.1,0.8715
'0:0:13.2,0.8716
'0:0:13.3,0.8719
'0:0:13.4,0.8726
'0:0:13.5,0.8731
'0:0:13.6,0.8734
'0:0:13.7,0.8741
'0:0:13.8,0.8748
'0:0:13.9,0.8750
'0:0:14.0,0.8749
'0:0:14.1,0.8748
'0:0:14.2,0.8747
'0:0:14.3,0.8745
'0:0:14.4,0.8742
'0:0:14.5,0.8741
'0:0:14.6,0.8741
'0:0:14.7,0.8739
'0:0:14.8,0.8736
'0:0:14.9,0.8734
'0:0:15.0,0.8733
'0:0:15.1,0.8733
'0:0:15.2,0.8729
'0:0:15.3,0.8727
'0:0:15.4,0.8726
'0:0:15.5,0.8724
'0:0:15.6,0.8723
'0:0:15.7,0.8721
'0:0:15.8,0.8720
'0:0:15.9,0.8719
'0:0:16.0,0.8716
'0:0:16.1,0.8717
'0:0:16.2,0.8714
'0:0:16.3,0.8712
'0:0:16.4,0.8712
'0:0:16.5,0.8711
'0:0:16.6,0.8712
'0:0:16.7,0.8712
'0:0:16.8,0.8710
'0:0:16.9,0.8709
'0:0:17.0,0.8708
'0:0:17.1,0.8708
'0:0:17.2,0.8706
'0:0:17.3,0.8705
'0:0:17.4,0.8704
'0:0:17.5,0.8705
'0:0:17.6,0.8712
'0:0:17.7,0.8722
'0:0:17.8,0.8726
'0:0:17.9,0.8726
'0:0:18.0,0.8723
'0:0:18.1,0.8720
'0:0:18.2,0.8717
'0:0:18.3,0.8714
'0:0:18.4,0.8712
'0:0:18.5,0.8712
'0:0:18.6,0.8711
'0:0:18.7,0.8710
'0:0:18.8,0.8707
'0:0:18.9,0.8706
'0:0:19.0,0.8704
'0:0:19.1,0.8704
'0:0:19.2,0.8701
'0:0:19.3,0.8699
'0:0:19.4,0.8698
'0:0:19.5,0.8696
'0:0:19.6,0.8694
'0:0:19.7,0.8690
'0:0:19.8,0.8686
'0:0:19.9,0.8683
'0:0:20.0,0.8681
'0:0:20.1,0.8680
'0:0:20.2,0.8679
'0:0:20.3,0.8681
'0:0:20.4,0.8678
'0:0:20.5,0.8675
'0:0:20.6,0.8672
'0:0:20.7,0.8670
'0:0:20.8,0.8669
'0:0:20.9,0.8669
'0:0:21.0,0.8666
'0:0:21.1,0.8666
'0:0:21.2,0.8666
'0:0:21.3,0.8665
'0:0:21.4,0.8659
'0:0:21.5,0.8658
'0:0:21.6,0.8659
'0:0:21.7,0.8656
'0:0:21.8,0.8655
'0:0:21.9,0.8656
'0:0:22.0,0.8655
'0:0:22.1,0.8655
'0:0:22.2,0.8653
'0:0:22.3,0.8654
'0:0:22.4,0.8655
'0:0:22.5,0.8655
'0:0:22.6,0.8654
'0:0:22.7,0.8653
'0:0:22.8,0.8651
'0:0:22.9,0.8649
'0:0:23.0,0.8647
'0:0:23.1,0.8648
'0:0:23.2,0.8644
'0:0:23.3,0.8641
'0:0:23.4,0.8641
'0:0:23.5,0.8639
'0:0:23.6,0.8638
'0:0:23.7,0.8639
'0:0:23.8,0.8638
'0:0:23.9,0.8636
'0:0:24.0,0.8633
'0:0:24.1,0.8630
'0:0:24.2,0.8627
'0:0:24.3,0.8627
'0:0:24.4,0.8624
'0:0:24.5,0.8623
'0:0:24.6,0.8621
'0:0:24.7,0.8620
'0:0:24.8,0.8616
'0:0:24.9,0.8613
'0:0:25.0,0.8612
'0:0:25.1,0.8610
'0:0:25.2,0.8609
'0:0:25.3,0.8607
'0:0:25.4,0.8606
'0:0:25.5,0.8605
'0:0:25.6,0.8603
'0:0:25.7,0.8600
'0:0:25.8,0.8598
'0:0:25.9,0.8596
'0:0:26.0,0.8595
'0:0:26.1,0.8595
'0:0:26.2,0.8593
'0:0:26.3,0.8593
'0:0:26.4,0.8592
'0:0:26.5,0.8590
'0:0:26.6,0.8588
'0:0:26.7,0.8586
'0:0:26.8,0.8585
'0:0:26.9,0.8583
'0:0:27.0,0.8581
'0:0:27.1,0.8581
'0:0:27.2,0.8579
'0:0:27.3,0.8577
'0:0:27.4,0.8575
'0:0:27.5,0.8573
'0:0:27.6,0.8571
'0:0:27.7,0.8569
'0:0:27.8,0.8569
'0:0:27.9,0.8568
'0:0:28.0,0.8567
'0:0:28.1,0.8570
'0:0:28.2,0.8571
'0:0:28.3,0.8573
'0:0:28.4,0.8576
'0:0:28.5,0.8579
'0:0:28.6,0.8582
'0:0:28.7,0.8586
'0:0:28.8,0.8589
'0:0:28.9,0.8593
'0:0:29.0,0.8597
'0:0:29.1,0.8600
'0:0:29.2,0.8603
'0:0:29.3,0.8606
'0:0:29.4,0.8607
'0:0:29.5,0.8608
'0:0:29.6,0.8608
'0:0:29.7,0.8608
'0:0:29.8,0.8607
'0:0:29.9,0.8606
'0:0:30.0,0.8604
'0:0:30.1,0.8605
'0:0:30.2,0.8604
'0:0:30.3,0.8604
'0:0:30.4,0.8609
'0:0:30.5,0.8610
'0:0:30.6,0.8612
'0:0:30.7,0.8615
'0:0:30.8,0.8616
'0:0:30.9,0.8615
'0:0:31.0,0.8615
'0:0:31.1,0.8619
